SOC,AIOE
49-3043.00,-1.5593080563395987
49-3051.00,-0.9934264113624109
49-3052.00,-1.0369951699895386
49-3053.00,-1.0012345160531821
49-3091.00,-1.029904107758767
49-3092.00,-0.9513145186125056
49-3093.00,-1.6626591703110543
49-9011.00,-1.4939170215967692
49-9012.00,-0.8669125262125227
49-9021.00,-1.0085507507672364
49-9031.00,-1.0780261729493732
49-9041.00,-1.1993841007046884
49-9043.00,-1.1034909312452026
49-9044.00,-1.4259980000693304
49-9045.00,-1.347168577400001
49-9051.00,-1.3437172814565186
49-9052.00,-1.1924358138797408
49-9061.00,-0.04542932699829319
49-9062.00,-0.566449287125227
49-9063.00,-0.6823396994199463
49-9064.00,-0.31441446740257173
49-9071.00,-1.1006798329241458
49-9081.00,-1.1488319558659998
49-9091.00,-0.8292507651728612
49-9092.00,-1.2114247179614328
49-9094.00,-1.0121652353517938
49-9095.00,-1.525052391008409
49-9096.00,-1.3253889750427845
49-9097.00,-0.9488584890529719
49-9098.00,-1.5782379152291874
49-9099.01,-0.7397028063561822
51-1011.00,-0.22330991616995857
51-2011.00,-0.9754147170731585
51-2021.00,-0.9355984264241232
51-2022.00,-0.729978625764955
51-2023.00,-0.6018937685985402
51-2031.00,-1.063720162191619
51-2041.00,-1.2419743399059056
51-2051.00,-1.3339039617451476
51-2061.00,-0.35766751319707163
51-2092.00,-0.9561324957748432
51-3011.00,-0.48867104164824
51-3021.00,-1.0786766590136145
51-3022.00,-1.214322058969451
51-3023.00,-1.948659421198808
51-3091.00,-0.8649918010858667
51-3092.00,-0.5694935393264093
51-3093.00,-0.7900391687641104
51-4021.00,-1.34395530476531
51-4022.00,-0.9110983301950953
51-4023.00,-1.1977472395347337
51-4031.00,-1.0872171428893034
51-4032.00,-0.8507935287657139
51-4033.00,-1.0979573170482348
51-4034.00,-1.123829975089962
51-4035.00,-1.049716595583215
51-4041.00,-0.9722213645619876
51-4051.00,-1.276602586729929
51-4052.00,-1.1487417919342027
51-4061.00,-0.9672935045519798
51-4062.00,-0.7181843615089576
51-4071.00,-1.779605192498302
51-4072.00,-1.2551153089815006
51-4081.00,-0.8814861833144172
51-4111.00,-0.734318102179493
51-4121.00,-1.1586581940173537
51-4122.00,-1.063027898104206
51-4191.00,-1.2010370393611671
51-4192.00,-0.8279343464389866
51-4193.00,-1.0071293023245262
51-4194.00,-0.987846501312657
51-5111.00,0.3132954478459859
51-5112.00,-0.8811393078265563
51-5113.00,-1.0134014080529334
51-6011.00,-1.1627079515705543
51-6021.00,-2.0649492703156183
51-6031.00,-1.0715772694492163
51-6041.00,-0.9817178812461512
51-6042.00,-1.0520601025462486
51-6051.00,-0.8079271349688679
51-6052.00,-0.6481493237110207
51-6061.00,-1.054424584489506
51-6062.00,-1.131006893776334
51-6063.00,-1.2708785269881024
51-6064.00,-1.5036979696076742
51-6091.00,-0.9665525737720405
51-6092.00,-0.18423973740024063
51-6093.00,-1.4239088533982627
51-7011.00,-1.4377626471052825
51-7021.00,-1.3070883577888281
51-7031.00,-0.8690599636073361
51-7032.00,-1.099327298104143
51-7041.00,-1.2740847917727043
51-7042.00,-1.2391948240029296
51-8011.00,0.675625930016472
51-8012.00,0.8023627263086442
51-8013.00,-0.44882849702936095
51-8013.03,-0.7057534535135901
51-8013.04,-0.7095238336216172
51-8021.00,-0.6492172523374302
