PUFHHNUM,PUFPWGTPRV,PUFSVYMO,PUFSVYYR,PUFPSU,PUFRPL,PUFHHSIZE,PUFC01_LNO,PUFC03_REL,PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC08_CONWR,PUFC09_WORK,PUFC09A_WORK,PUFC10_JOB,PUFC11A_PROVMUN,PUFC13_PROCC,PUFC15_PKB,PUFC16_NATEM,PUFC17_PNWHRS,PUFC18_PHOURS,PUFC19_PWMORE,PUFC20_PLADDW,PUFC20B_FTWORK,PUFC21_PCLASS,PUFC22_OJOB,PUFC23_THOURS,PUFC24_WWM48H,PUFC25_LOOKW,PUFC25B_FTWORK,PUFC26_WYNOT,PUFC27_AVAIL,PUFC28_PREVJOB,PUFC29_YEAR,PUFC29_MONTH,PUFC31_POCC,PUFC33_QKB,PUFNEWEMPSTAT,PUFURB2020
000001,001756.1609,02,2025,00304,074,01,01,01,2,54,4,24015,5,1,1, ,2806,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000002,001810.2805,02,2025,00304,074,06,01,01,2,67,6,24011,5,1,1, ,2806,52,56,1,06,040,2,2,2,3,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000002,001552.0569,02,2025,00304,074,06,02,03,1,35,2,24015,5,1,1, ,2812,42,82,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000002,001616.1016,02,2025,00304,074,06,03,08,2,35,2,60913,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2021,06,91,96,3,2
000002,002037.4247,02,2025,00304,074,06,04,10,2,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000002,002037.4247,02,2025,00304,074,06,05,10,2,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000002,001039.1721,02,2025,00304,074,06,06,15,1,64,1,10014,5,1,1, ,2806,91,96,1,08,040,2,2,2,0,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000003,001039.1721,02,2025,00304,074,02,01,01,1,61,2,10018,5,1,1, ,2806,62,03,1,07,040,2,2,2,3,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000003,001409.8627,02,2025,00304,074,02,02,02,2,61,2,24015,5,1,1, ,2806,52,47,1,06,048,2,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000004,001616.1016,02,2025,00304,074,05,01,01,2,41,2,60003,5,1,1, ,2806,52,47,1,04,028,2,2,2,3,2,028,20, , ,  , , ,    ,  ,  ,  ,1,2
000004,001417.4460,02,2025,00304,074,05,02,03,1,20,1,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000004,001417.4460,02,2025,00304,074,05,03,03,1,19,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000004,001417.4460,02,2025,00304,074,05,04,03,1,17,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000004,001552.0569,02,2025,00304,074,05,05,02,1,43,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000005,001683.8986,02,2025,00304,074,02,01,01,1,29,3,24012,5,1,1, ,2806,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000005,002007.8840,02,2025,00304,074,02,02,02,2,25,3,24015,5,1,1, ,2806,92,01,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001723.7720,02,2025,00304,074,05,01,01,1,50,2,24015,5,1,1, ,2806,61,01,1,08,030,2,2,2,4,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001616.1016,02,2025,00304,074,05,02,02,2,43,2,24013,5,1,1, ,2806,92,01,1,08,030,2,2,2,6,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001417.4460,02,2025,00304,074,05,03,03,1,24,1,60714,5,1,1, ,2806,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001417.4460,02,2025,00304,074,05,04,03,1,22,1,60716,5,1,1, ,2820,72,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001417.4460,02,2025,00304,074,05,05,03,1,20,1,60002,5,1,1, ,2806,92,01,1,08,020,2,2,2,6,2,020,29, , ,  , , ,    ,  ,  ,  ,1,2
000007,001039.1721,02,2025,00304,074,01,01,01,1,62,4,10018,5,1,1, ,2806,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000008,001616.1016,02,2025,00304,074,01,01,01,2,42,1,60003,5,1,1, ,2806,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000009,001723.7720,02,2025,00304,074,02,01,01,1,49,2,24015,5,1,1, ,2812,83,49,1,08,048,1,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000009,001616.1016,02,2025,00304,074,02,02,02,2,41,2,24015,5,1,1, ,2806,92,01,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000010,001552.0569,02,2025,00304,074,05,01,01,1,42,2,24015,5,1,1, ,2806,61,01,1,08,030,2,2,2,4,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000010,001616.1016,02,2025,00304,074,05,02,02,2,36,2,24015,5,1,1, ,2806,92,01,1,08,030,2,2,2,6,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000010,001707.4018,02,2025,00304,074,05,03,04,2,17,1,35011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000010,001707.4018,02,2025,00304,074,05,04,04,2,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000010,002725.0104,02,2025,00304,074,05,05,03,1,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000011,001039.1721,02,2025,00304,074,04,01,01,1,62,2,24015,5,1,1, ,2806,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000011,001409.8627,02,2025,00304,074,04,02,02,2,59,2,10018,5,1,1, ,2806,92,01,1,08,035,2,2,2,6,2,035,20, , ,  , , ,    ,  ,  ,  ,1,2
000011,001683.8986,02,2025,00304,074,04,03,03,1,32,2,60002,5,1,1, ,2806,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000011,002037.4247,02,2025,00304,074,04,04,10,2,08,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000012,001552.0569,02,2025,00304,074,03,01,01,1,44,2,24015,5,1,1, ,2806,83,49,1,08,040,2,2,2,3,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,001616.1016,02,2025,00304,074,03,02,02,2,39,2,60002,5,1,1, ,2806,52,47,1,06,036,2,2,2,3,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,002725.0104,02,2025,00304,074,03,03,03,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000013,001723.7720,02,2025,00304,074,02,01,01,1,51,6,24013,5,1,1, ,2806,83,49,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000013,001417.4460,02,2025,00304,074,02,02,03,1,15,1,24011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000014,001756.1609,02,2025,00304,074,03,01,01,2,54,4,10018,5,1,1, ,2806,52,56,1,05,038,2,2,2,3,1,043,  , , ,  , , ,    ,  ,  ,  ,1,2
000014,001683.8986,02,2025,00304,074,03,02,03,1,33,1,60411,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2016,02,91,96,2,2
000014,001417.4460,02,2025,00304,074,03,03,03,1,20,1,35013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000015,001039.1721,02,2025,00304,074,03,01,01,1,60,2,24015,5,1,1, ,2806,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000015,001409.8627,02,2025,00304,074,03,02,02,2,55,2,60003,5,1,1, ,2806,61,01,1,03,021,2,2,2,3,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000015,002007.8840,02,2025,00304,074,03,03,04,2,25,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2022,01,52,47,2,2
000016,001723.7720,02,2025,00304,074,01,01,01,1,48,1,24015,5,1,1, ,2806,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000017,001552.0569,02,2025,00304,074,01,01,01,1,43,1,24015,5,1,1, ,2806,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,001723.7720,02,2025,00304,074,03,01,01,1,52,2,24015,5,1,1, ,2806,83,49,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,001756.1609,02,2025,00304,074,03,02,02,2,49,2,60002,5,1,1, ,2806,51,96,1,06,036,2,2,2,3,1,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,002007.8840,02,2025,00304,074,03,03,06,2,26,1,61013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2024,11,51,56,2,2
000019,001713.4253,02,2025,00679,074,04,01,01,1,52,6,24012,5,1,1, ,2809,61,01,1,08,030,2,2,2,4,1,045,  , , ,  , , ,    ,  ,  ,  ,1,2
000019,001032.9346,02,2025,00679,074,04,02,15,1,56,1,24015,5,1,1, ,2809,11,84,1,08,024,2,2,2,2,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000019,001799.4145,02,2025,00679,074,04,03,12,2,82,4,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2003,02,52,47,3,2
000019,001697.1534,02,2025,00679,074,04,04,22,2,24,1,34013,5,1,1, ,2809,91,96,1,08,048,2,2,2,0,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,001745.6197,02,2025,00679,074,05,01,01,2,46,4,10018,5,1,1, ,2809,91,96,1,08,048,2,2,2,0,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,001697.1534,02,2025,00679,074,05,02,04,2,18,1,10018,5,1,1, ,2809,61,01,1,04,028,2,2,2,3,1,038,20, , ,  , , ,    ,  ,  ,  ,1,2
000020,001673.7912,02,2025,00679,074,05,03,07,1,28,3,10018,5,1,1, ,2812,51,56,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,001697.1534,02,2025,00679,074,05,04,04,2,21,3,35013,5,1,1, ,2812,51,56,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,002025.1953,02,2025,00679,074,05,05,10,2,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000021,001673.7912,02,2025,00679,074,01,01,01,1,28,1,24015,5,1,1, ,2809,96,11,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000022,001673.7912,02,2025,00679,074,04,01,01,1,34,3,10018,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000022,001995.8319,02,2025,00679,074,04,02,02,2,32,3,24015,5,1,1, ,2809,51,96,1,05,020,2,2,2,3,1,038,20, , ,  , , ,    ,  ,  ,  ,1,2
000022,002708.6538,02,2025,00679,074,04,03,03,1,13,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000022,002708.6538,02,2025,00679,074,04,04,03,1,02, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000023,001673.7912,02,2025,00679,074,03,01,01,1,31,3,24015,5,1,1, ,2809,61,01,1,08,030,2,2,2,4,1,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000023,001697.1534,02,2025,00679,074,03,02,02,2,22,3,34013,5,1,1, ,2809,92,01,1,08,016,2,2,2,6,2,016,20, , ,  , , ,    ,  ,  ,  ,1,2
000023,002708.6538,02,2025,00679,074,03,03,03,1,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000024,001713.4253,02,2025,00679,074,02,01,01,1,50,2,10018,5,1,1, ,2809,61,01,1,08,038,2,2,2,4,1,045,  , , ,  , , ,    ,  ,  ,  ,1,2
000024,002025.1953,02,2025,00679,074,02,02,04,2,14,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000025,001032.9346,02,2025,00679,074,04,01,01,1,56,2,24015,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000025,001745.6197,02,2025,00679,074,04,02,02,2,53,2,24015,5,1,1, ,2809,92,01,1,08,035,2,2,2,6,1,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000025,001697.1534,02,2025,00679,074,04,03,04,2,19,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000025,001995.8319,02,2025,00679,074,04,04,04,2,26,1,60002,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000026,001542.7409,02,2025,00679,074,04,01,01,1,40,2,10014,5,1,1, ,2809,61,01,1,08,038,2,2,2,4,1,044,  , , ,  , , ,    ,  ,  ,  ,1,2
000026,001606.4011,02,2025,00679,074,04,02,02,2,39,2,24015,5,1,1, ,2809,61,01,1,04,028,2,2,2,3,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000026,001697.1534,02,2025,00679,074,04,03,04,2,19,1,35013,5,1,1, ,2809,92,01,1,08,030,2,2,2,6,1,038,20, , ,  , , ,    ,  ,  ,  ,1,2
000026,002025.1953,02,2025,00679,074,04,04,04,2,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000027,001713.4253,02,2025,00679,074,01,01,01,1,45,6,10018,5,1,1, ,2809,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000028,001713.4253,02,2025,00679,074,02,01,01,1,53,2,10018,5,1,1, ,2809,61,01,1,08,030,2,2,2,4,1,045,  , , ,  , , ,    ,  ,  ,  ,1,2
000028,001745.6197,02,2025,00679,074,02,02,02,2,52,2,10018,5,1,1, ,2809,92,01,1,08,030,2,2,2,6,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000029,001542.7409,02,2025,00679,074,04,01,01,1,42,2,24015,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000029,001606.4011,02,2025,00679,074,04,02,02,2,40,2,24015,5,1,1, ,2809,92,01,1,08,030,2,2,2,6,1,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000029,001697.1534,02,2025,00679,074,04,03,04,2,19,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000029,001408.9379,02,2025,00679,074,04,04,03,1,15,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000030,001032.9346,02,2025,00679,074,01,01,01,1,63,1,24015,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000031,001799.4145,02,2025,00679,074,05,01,01,2,84,4,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,2,    ,  ,  ,  ,3,2
000031,001401.4001,02,2025,00679,074,05,02,04,2,62,4,24015,5,1,1, ,2809,61,01,1,04,030,2,2,2,3,2,030,20, , ,  , , ,    ,  ,  ,  ,1,2
000031,001673.7912,02,2025,00679,074,05,03,09,1,27,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000031,001673.7912,02,2025,00679,074,05,04,09,1,29,3,24015,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000031,001995.8319,02,2025,00679,074,05,05,23,2,30,3,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2020,08,52,56,2,2
000032,001542.7409,02,2025,00679,074,04,01,01,1,43,2,24012,5,1,1, ,2812,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000032,001401.4001,02,2025,00679,074,04,02,02,2,55,2,24012,5,1,1, ,2809,92,01,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000032,001697.1534,02,2025,00679,074,04,03,06,2,20,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000032,002708.6538,02,2025,00679,074,04,04,03,1,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000033,001032.9346,02,2025,00679,074,05,01,01,1,62,2,24012,5,1,1, ,2809,61,01,1,08,030,2,2,2,4,1,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000033,001401.4001,02,2025,00679,074,05,02,02,2,61,2,24015,5,1,1, ,2809,92,01,1,08,030,2,2,2,6,2,030,30, , ,  , , ,    ,  ,  ,  ,1,2
000033,001673.7912,02,2025,00679,074,05,03,03,1,27,1,24015,5,1,1, ,2809,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000033,001408.9379,02,2025,00679,074,05,04,03,1,21,1,34013,5,1,1, ,2812,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000033,002708.6538,02,2025,00679,074,05,05,09,1,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000034,001713.4253,02,2025,00679,074,02,01,01,1,50,2,24015,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000034,001408.9379,02,2025,00679,074,02,02,03,1,24,1,34013,5,1,1, ,2809,92,01,1,08,038,2,2,2,6,1,045,  , , ,  , , ,    ,  ,  ,  ,1,2
000035,001745.6197,02,2025,00679,074,05,01,01,2,47,4,24015,5,1,1, ,2809,92,01,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000035,001995.8319,02,2025,00679,074,05,02,04,2,27,1,24015,5,1,1, ,2812,51,56,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000035,001697.1534,02,2025,00679,074,05,03,04,2,24,1,60111,5,1,1, ,2812,23,85,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000035,001697.1534,02,2025,00679,074,05,04,04,2,21,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000035,001697.1534,02,2025,00679,074,05,05,04,2,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000036,001021.7070,02,2025,00554,074,11,01,01,1,58,2,24013,5,1,1, ,2809,61,01,1,08,040,2,2,2,4,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000036,001726.6456,02,2025,00554,074,11,02,02,2,54,2,40913,5,1,1, ,2809,92,01,1,08,016,2,2,2,6,1,032,20, , ,  , , ,    ,  ,  ,  ,1,2
000036,001393.6234,02,2025,00554,074,11,03,03,1,20,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000036,001974.1381,02,2025,00554,074,11,04,04,2,28,6,24015,5,1,1, ,2812,51,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000036,002003.1823,02,2025,00554,074,11,05,10,2,10,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000036,001655.5978,02,2025,00554,074,11,06,07,1,32,2,10018,5,1,1, ,2809,92,01,2,08,032,2,2,2,1,2,032,20, , ,  , , ,    ,  ,  ,  ,1,2
000036,001974.1381,02,2025,00554,074,11,07,04,2,27,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,01,92,01,3,2
000036,002003.1823,02,2025,00554,074,11,08,10,2,08,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000036,002679.2119,02,2025,00554,074,11,09,09,1,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000036,002003.1823,02,2025,00554,074,11,10,10,2,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000036,002003.1823,02,2025,00554,074,11,11,10,2,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000037,001021.7070,02,2025,00554,074,02,01,01,1,62,4,60002,5,1,1, ,2809,61,01,1,06,036,2,2,2,4,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000037,001974.1381,02,2025,00554,074,02,02,04,2,29,1,60111,5,1,1, ,2809,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000038,001386.1675,02,2025,00554,074,03,01,01,2,64,4,10014,5,1,1, ,2809,91,96,1,06,032,2,2,2,0,2,032,20, , ,  , , ,    ,  ,  ,  ,1,2
000038,001525.9720,02,2025,00554,074,03,02,03,1,39,1,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2024,01,61,01,3,2
000038,001655.5978,02,2025,00554,074,03,03,03,1,34,6,24013,5,1,1, ,2809,61,01,1,07,042,2,2,2,4,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000039,001021.7070,02,2025,00554,074,06,01,01,1,58,2,24015,5,1,1, ,2809,61,01,1,06,042,2,2,2,4,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000039,001386.1675,02,2025,00554,074,06,02,02,2,60,2,10018,5,1,1, ,2809,91,96,1,08,048,2,2,2,0,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000039,001655.5978,02,2025,00554,074,06,03,07,1,34,2,24015,5,1,1, ,2809,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000039,001974.1381,02,2025,00554,074,06,04,04,2,32,2,60001,5,1,1, ,2809,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000039,002003.1823,02,2025,00554,074,06,05,10,2,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000039,002679.2119,02,2025,00554,074,06,06,09,1,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000040,001694.8010,02,2025,00554,074,07,01,01,1,51,2,24015,5,1,1, ,2809,83,49,1,08,048,2,2,2,3,1,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000040,001726.6456,02,2025,00554,074,07,02,02,2,45,2,24015,5,1,1, ,2809,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000040,001393.6234,02,2025,00554,074,07,03,03,1,23,1,60811,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2024,01,61,01,2,2
000040,001393.6234,02,2025,00554,074,07,04,03,1,21,1,60001,5,1,1, ,2809,92,01,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000040,001678.7060,02,2025,00554,074,07,05,04,2,19,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000040,001393.6234,02,2025,00554,074,07,06,03,1,17,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000040,002679.2119,02,2025,00554,074,07,07,03,1,11,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000041,001525.9720,02,2025,00554,074,05,01,01,1,42,2,24015,5,1,1, ,2812,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000041,001588.9402,02,2025,00554,074,05,02,02,2,40,2,24015,5,1,2, ,2809,52,47,1,05,015,2,2,2,3,2,015,20, , ,  , , ,    ,  ,  ,  ,1,2
000041,001393.6234,02,2025,00554,074,05,03,03,1,19,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000041,001678.7060,02,2025,00554,074,05,04,04,2,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000041,002679.2119,02,2025,00554,074,05,05,03,1,13,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000042,001021.7070,02,2025,00554,074,08,01,01,1,59,2,60003,5,1,1, ,2809,61,01,1,06,042,2,2,2,4,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000042,001386.1675,02,2025,00554,074,08,02,02,2,59,2,40415,5,1,1, ,2809,92,01,1,05,020,2,2,2,6,2,020,20, , ,  , , ,    ,  ,  ,  ,1,2
000042,001655.5978,02,2025,00554,074,08,03,03,1,30,1,60716,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2024,10,52,45,2,2
000042,001655.5978,02,2025,00554,074,08,04,03,1,26,1,60716,5,1,1, ,2820,52,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000042,001393.6234,02,2025,00554,074,08,05,03,1,24,1,61011,5,1,1, ,2820,52,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000042,001655.5978,02,2025,00554,074,08,06,07,1,33,2,60411,5,1,1, ,2812,42,64,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
