2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
J601,Region VIII (Eastern Visayas),Radio broadcasting,66,19,57,16,9,3,J,Information and Communication
J602,Region VIII (Eastern Visayas),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region VIII (Eastern Visayas),Wired telecommunications activities,28,10,25,10,3,0,J,Information and Communication
J612,Region VIII (Eastern Visayas),"Wireless telecommunicatio
ns activities",,,,,,,J,Information and Communication
J613,Region VIII (Eastern Visayas),Satellite telecommunications activities,293,68,288,68,4,0,J,Information and Communication
J619,Region VIII (Eastern Visayas),Other telecommunications activities,15,43,15,43,0,0,J,Information and Communication
J620,Region VIII (Eastern Visayas),"Computer programming, consultancy and related activities",,,,,,,J,Information and Communication
J631,Region VIII (Eastern Visayas),"Data processing, hosting and related activities; web portals",,,,,,,J,Information and Communication
,Region IX (Zamboanga Peninsula),,,,,,,,J,Information and Communication
J581,Region IX (Zamboanga Peninsula),"Publishing of books, periodicals and other publishing activities",,,,,,,J,Information and Communication
J591,Region IX (Zamboanga Peninsula),"Motion picture, video and television programme activities",19,14,19,14,0,0,J,Information and Communication
J601,Region IX (Zamboanga Peninsula),Radio broadcasting,120,58,112,55,8,3,J,Information and Communication
J602,Region IX (Zamboanga Peninsula),Television programming and broadcasting activities,32,9,32,9,0,0,J,Information and Communication
J613,Region IX (Zamboanga Peninsula),Satellite telecommunications activities,85,26,81,24,4,2,J,Information and Communication
J619,Region IX (Zamboanga Peninsula),Other telecommunications activities,,,,,,,J,Information and Communication
J620,Region IX (Zamboanga Peninsula),"Computer programming, consultancy and related activities",43,74,42,74,1,0,J,Information and Communication
,Region X (Northern Mindanao),,,,,,,,J,Information and Communication
J581,Region X (Northern Mindanao),"Publishing of books, periodicals and other publishing activities",19,12,19,12,0,0,J,Information and Communication
J591,Region X (Northern Mindanao),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region X (Northern Mindanao),Radio broadcasting,217,99,217,99,0,0,J,Information and Communication
J602,Region X (Northern Mindanao),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region X (Northern Mindanao),Wired telecommunications activities,75,27,75,27,0,0,J,Information and Communication
J612,Region X (Northern Mindanao),"Wireless telecommunicatio
ns activities",,,,,,,J,Information and Communication
J613,Region X (Northern Mindanao),Satellite telecommunications activities,201,88,201,88,0,0,J,Information and Communication
J619,Region X (Northern Mindanao),Other telecommunications activities,,,,,,,J,Information and Communication
J620,Region X (Northern Mindanao),"Computer programming, consultancy and related activities",146,74,145,74,1,0,J,Information and Communication
,Region XI (Davao Region),,,,,,,,J,Information and Communication
J581,Region XI (Davao Region),"Publishing of books, periodicals and other publishing activities",40,36,40,36,0,0,J,Information and Communication
J591,Region XI (Davao Region),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region XI (Davao Region),Radio broadcasting,125,71,123,71,2,0,J,Information and Communication
J602,Region XI (Davao Region),Television programming and broadcasting activities,23,10,23,10,0,0,J,Information and Communication
J611,Region XI (Davao Region),Wired telecommunications activities,,,,,,,J,Information and Communication
J613,Region XI (Davao Region),Satellite telecommunications activities,99,40,99,40,0,0,J,Information and Communication
J619,Region XI (Davao Region),Other telecommunications activities,30,32,30,32,0,0,J,Information and Communication
J620,Region XI (Davao Region),"Computer programming, consultancy and related activities",156,143,149,141,8,2,J,Information and Communication
J631,Region XI (Davao Region),"Data processing, hosting and related activities; web portals",,,,,,,J,Information and Communication
,Region XII (SOCCSKSARGEN),,,,,,,,J,Information and Communication
J591,Region XII (SOCCSKSARGEN),"Motion picture, video and television programme activities",,,,,,,J,Information and Communication
J601,Region XII (SOCCSKSARGEN),Radio broadcasting,170,85,170,85,0,0,J,Information and Communication
J602,Region XII (SOCCSKSARGEN),Television programming and broadcasting activities,78,54,78,54,0,0,J,Information and Communication
J611,Region XII (SOCCSKSARGEN),Wired telecommunications activities,435,210,435,210,0,0,J,Information and Communication
J613,Region XII (SOCCSKSARGEN),Satellite telecommunications activities,83,30,83,30,0,0,J,Information and Communication
J619,Region XII (SOCCSKSARGEN),Other telecommunications activities,,,,,,,J,Information and Communication
J620,Region XII (SOCCSKSARGEN),"Computer programming, consultancy and related activities",,,,,,,J,Information and Communication
,Region XIII (Caraga),,,,,,,,J,Information and Communication
J601,Region XIII (Caraga),Radio broadcasting,139,40,139,40,0,0,J,Information and Communication
J602,Region XIII (Caraga),Television programming and broadcasting activities,,,,,,,J,Information and Communication
J611,Region XIII (Caraga),Wired telecommunications activities,,,,,,,J,Information and Communication
J612,Region XIII (Caraga),"Wireless telecommunicatio
ns activities",,,,,,,J,Information and Communication
J613,Region XIII (Caraga),Satellite telecommunications activities,,,,,,,J,Information and Communication
J619,Region XIII (Caraga),Other telecommunications activities,2,12,2,12,0,0,J,Information and Communication
J620,Region XIII (Caraga),"Computer programming, consultancy and related activities",,,,,,,J,Information and Communication
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,J,Information and Communication
J601,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Radio broadcasting,34,20,33,20,1,0,J,Information and Communication
J613,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Satellite telecommunications activities,41,20,41,20,0,0,J,Information and Communication
J619,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other telecommunications activities,,,,,,,J,Information and Communication
J620,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Computer programming, consultancy and related activities",,,,,,,J,Information and Communication
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,J,Information and Communication
,Philippines,,,,,,,,L,Real Estate Activities
L681,Philippines,Real estate activities with own or leased property,51075,39960,50888,39858,187,102,L,Real Estate Activities
L682,Philippines,Real estate activities on a fee or contract basis,6843,6217,6810,6166,33,52,L,Real Estate Activities
,National Capital Region (NCR),,,,,,,,L,Real Estate Activities
L681,National Capital Region (NCR),Real estate activities with own or leased property,30218,26746,30190,26745,28,1,L,Real Estate Activities
L682,National Capital Region (NCR),Real estate activities on a fee or contract basis,6068,5329,6068,5329,0,0,L,Real Estate Activities
,Cordillera Administrative Region (CAR),,,,,,,,L,Real Estate Activities
L681,Cordillera Administrative Region (CAR),Real estate activities with own or leased property,679,834,679,834,0,0,L,Real Estate Activities
L682,Cordillera Administrative Region (CAR),Real estate activities on a fee or contract basis,10,16,10,16,0,0,L,Real Estate Activities
,Region I (Ilocos Region),,,,,,,,L,Real Estate Activities
L681,Region I (Ilocos Region),Real estate activities with own or leased property,667,319,631,310,37,9,L,Real Estate Activities
L682,Region I (Ilocos Region),Real estate activities on a fee or contract basis,108,59,108,56,0,2,L,Real Estate Activities
,Region II (Cagayan Valley),,,,,,,,L,Real Estate Activities
L681,Region II (Cagayan Valley),Real estate activities with own or leased property,79,52,77,50,2,2,L,Real Estate Activities
,Region III (Central Luzon),,,,,,,,L,Real Estate Activities
L681,Region III (Central Luzon),Real estate activities with own or leased property,4264,2370,4264,2370,0,0,L,Real Estate Activities
L682,Region III (Central Luzon),Real estate activities on a fee or contract basis,45,61,45,61,0,0,L,Real Estate Activities
,Region IV-A (CALABARZON),,,,,,,,L,Real Estate Activities
L681,Region IV-A (CALABARZON),Real estate activities with own or leased property,6138,3307,6092,3301,46,6,L,Real Estate Activities
L682,Region IV-A (CALABARZON),Real estate activities on a fee or contract basis,388,552,355,503,33,49,L,Real Estate Activities
,MIMAROPA Region,,,,,,,,L,Real Estate Activities
L681,MIMAROPA Region,Real estate activities with own or leased property,207,113,204,112,3,2,L,Real Estate Activities
L682,MIMAROPA Region,Real estate activities on a fee or contract basis,,,,,,,L,Real Estate Activities
,Region V (Bicol Region),,,,,,,,L,Real Estate Activities
L681,Region V (Bicol Region),Real estate activities with own or leased property,276,200,270,200,6,0,L,Real Estate Activities
L682,Region V (Bicol Region),Real estate activities on a fee or contract basis,,,,,,,L,Real Estate Activities
,Region VI (Western Visayas),,,,,,,,L,Real Estate Activities
L681,Region VI (Western Visayas),Real estate activities with own or leased property,1482,576,1482,576,0,0,L,Real Estate Activities
L682,Region VI (Western Visayas),Real estate activities on a fee or contract basis,44,45,44,45,0,0,L,Real Estate Activities
,Region VII (Central Visayas),,,,,,,,L,Real Estate Activities
L681,Region VII (Central Visayas),Real estate activities with own or leased property,3489,3163,3463,3112,26,51,L,Real Estate Activities
L682,Region VII (Central Visayas),Real estate activities on a fee or contract basis,110,73,110,73,0,0,L,Real Estate Activities
,Region VIII (Eastern Visayas),,,,,,,,L,Real Estate Activities
L681,Region VIII (Eastern Visayas),Real estate activities with own or leased property,429,184,429,184,0,0,L,Real Estate Activities
,Region IX (Zamboanga Peninsula),,,,,,,,L,Real Estate Activities
L681,Region IX (Zamboanga Peninsula),Real estate activities with own or leased property,274,226,265,226,9,0,L,Real Estate Activities
L682,Region IX (Zamboanga Peninsula),Real estate activities on a fee or contract basis,,,,,,,L,Real Estate Activities
,Region X (Northern Mindanao),,,,,,,,L,Real Estate Activities
L681,Region X (Northern Mindanao),Real estate activities with own or leased property,518,336,518,321,0,15,L,Real Estate Activities
L682,Region X (Northern Mindanao),Real estate activities on a fee or contract basis,7,10,7,10,0,0,L,Real Estate Activities
,Region XI (Davao Region),,,,,,,,L,Real Estate Activities
L681,Region XI (Davao Region),Real estate activities with own or leased property,1592,1031,1592,1031,0,0,L,Real Estate Activities
L682,Region XI (Davao Region),Real estate activities on a fee or contract basis,33,31,33,31,0,0,L,Real Estate Activities
,Region XII (SOCCSKSARGEN),,,,,,,,L,Real Estate Activities
