PUFREG,PUFHHNUM,PUFURB2015,PUFPWGTPRV,PUFSVYMO,PUFSVYYR,PUFPSU,PUFRPL,PUFHHSIZE,PUFC01_LNO,PUFC03_REL,PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC08_CONWR,PUFC09_WORK,PUFC09A_WORK,PUFC10_JOB,PUFC11A_PROVMUN,PUFC13_PROCC,PUFC15_PKB,PUFC16_NATEM,PUFC17_PNWHRS,PUFC18_PHOURS,PUFC19_PWMORE,PUFC20_PLADDW,PUFC20B_FTWORK,PUFC21_PCLASS,PUFC22_OJOB,PUFC23_THOURS,PUFC24_WWM48H,PUFC25_LOOKW,PUFC25B_FTWORK,PUFC26_WYNOT,PUFC27_AVAIL,PUFC28_PREVJOB,PUFC29_YEAR,PUFC29_MONTH,PUFC31_POCC,PUFC33_QKB,PUFNEWEMPSTAT
01,00001,2,001073.8892,11,2022,00061,043,02,01,01,2,85,1,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,1992,04,61,01,3
01,00001,2,001669.5344,11,2022,00061,043,02,02,08,1,52,1,70111,5,1,1, ,2803,13,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00002,2,001073.8892,11,2022,00061,043,08,01,01,2,77,3,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2022,10,92,01,3
01,00002,2,001874.9667,11,2022,00061,043,08,02,03,1,57,1,24015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,1,056,11, , ,  , , ,    ,  ,  ,  ,1
01,00002,2,001331.3780,11,2022,00061,043,08,03,03,2,42,4,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2020,03,75,10,3
01,00002,2,001675.5572,11,2022,00061,043,08,04,06,2,19,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00002,2,001468.2757,11,2022,00061,043,08,05,05,1,38,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00002,2,001331.3780,11,2022,00061,043,08,06,03,2,38,2,60413,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2022,01,13,10,3
01,00002,2,001849.1743,11,2022,00061,043,08,07,06,1,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00002,2,001849.1743,11,2022,00061,043,08,08,06,1,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00003,2,001669.5344,11,2022,00061,043,07,01,01,1,48,2,50716,5,1,1, ,2803,61,01,1,08,048,2,2,2,4,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00003,2,001331.3780,11,2022,00061,043,07,02,02,2,43,2,60003,5,1,1, ,2803,13,10,1,08,024,2,2,2,3,1,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00003,2,001670.4303,11,2022,00061,043,07,03,03,1,22,1,60003,5,1,1, ,2803,93,47,2,02,016,2,2,2,6,2,016,29, , ,  , , ,    ,  ,  ,  ,1
01,00003,2,001675.5572,11,2022,00061,043,07,04,03,2,21,1,60002,5,1,1, ,2803,93,47,2,04,008,2,2,2,6,2,008,29, , ,  , , ,    ,  ,  ,  ,1
01,00003,2,001849.1743,11,2022,00061,043,07,05,03,1,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00003,2,001073.8892,11,2022,00061,043,07,06,08,2,68,3,24015,5,1,1, ,2803,93,47,1,09,054,2,2,2,6,2,054,11, , ,  , , ,    ,  ,  ,  ,1
01,00003,2,001468.2757,11,2022,00061,043,07,07,08,1,43,1,24015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00004,2,001073.8892,11,2022,00061,043,05,01,01,2,78,3,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2016,01,61,01,3
01,00004,2,002123.8948,11,2022,00061,043,05,02,08,2,34,1,60413,5,1,1, ,2803,13,64,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00004,2,001468.2757,11,2022,00061,043,05,03,08,1,41,2,60411,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00004,2,001675.5572,11,2022,00061,043,05,04,08,2,16,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00004,2,001670.4303,11,2022,00061,043,05,05,08,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00005,2,001874.9667,11,2022,00061,043,04,01,01,1,61,1,60111,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2022,01,23,85,3
01,00005,2,001874.9667,11,2022,00061,043,04,02,04,1,57,2,24015,5,1,1, ,2803,61,01,2,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1
01,00005,2,001911.0576,11,2022,00061,043,04,03,08,2,56,2,24015,5,1,1, ,2803,92,01,2,01,007,2,2,2,6,2,007,20, , ,  , , ,    ,  ,  ,  ,1
01,00005,2,001849.1743,11,2022,00061,043,04,04,08,1,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00006,2,001669.5344,11,2022,00061,043,05,01,01,1,49,2,51041,5,1,1, ,2803,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1
01,00006,2,001886.9013,11,2022,00061,043,05,02,02,2,48,2,50913,5,1,1, ,2803,92,01,2,01,007,2,2,2,6,2,007,20, , ,  , , ,    ,  ,  ,  ,1
01,00006,2,001675.5572,11,2022,00061,043,05,03,03,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,1,2022,05,42,73,3
01,00006,2,001670.4303,11,2022,00061,043,05,04,03,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00006,2,001849.1743,11,2022,00061,043,05,05,03,1,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00007,2,001679.6308,11,2022,00061,043,04,01,01,1,34,1,24015,5,1,1, ,2803,43,49,1,10,060,2,2,2,1,2,060,12, , ,  , , ,    ,  ,  ,  ,1
01,00007,2,001670.4303,11,2022,00061,043,04,02,04,1,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,1,2022,05,52,56,3
01,00007,2,002123.8948,11,2022,00061,043,04,03,04,2,32,4,24015,5,1,1, ,2819,52,47,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00007,2,001849.1743,11,2022,00061,043,04,04,08,1,08,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00008,2,001073.8892,11,2022,00061,043,05,01,01,2,72,3,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2008,03,92,01,3
01,00008,2,001669.5344,11,2022,00061,043,05,02,05,1,46,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00008,2,001886.9013,11,2022,00061,043,05,03,04,2,47,2,51013,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00008,2,001670.4303,11,2022,00061,043,05,04,06,1,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00008,2,001722.8639,11,2022,00061,043,05,05,06,2,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00009,2,001566.8713,11,2022,00259,043,04,01,01,1,43,2,24015,5,1,1, ,2812,51,81,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00009,2,002013.6078,11,2022,00259,043,04,02,02,2,46,2,50415,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,06,92,01,3
01,00009,2,001782.6007,11,2022,00259,043,04,03,03,1,23,1,24015,5,1,1, ,2812,51,56,1,04,024,1,2,2,1,2,024,20, , ,  , , ,    ,  ,  ,  ,1
01,00009,2,001838.5553,11,2022,00259,043,04,04,06,2,06,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00010,2,001294.5586,11,2022,00259,043,03,01,01,1,82,2,24015,5,1,1, ,2812,52,47,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1
01,00010,2,001146.0015,11,2022,00259,043,03,02,02,2,71,2,10018,5,1,1, ,2812,93,47,2,05,035,2,2,2,6,2,035,20, , ,  , , ,    ,  ,  ,  ,1
01,00010,2,001792.4190,11,2022,00259,043,03,03,08,1,33,1,24015,5,1,1, ,2812,93,47,2,06,042,2,2,2,6,2,042,  , , ,  , , ,    ,  ,  ,  ,1
01,00011,2,001566.8713,11,2022,00259,043,06,01,01,1,41,2,10018,5,1,1, ,2812,83,49,1,10,060,2,2,2,1,2,060,11, , ,  , , ,    ,  ,  ,  ,1
01,00011,2,001420.7809,11,2022,00259,043,06,02,02,2,41,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2022,01,51,56,3
01,00011,2,001838.5553,11,2022,00259,043,06,03,03,2,13,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00011,2,001838.5553,11,2022,00259,043,06,04,03,2,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00011,2,001973.3475,11,2022,00259,043,06,05,03,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00011,2,001838.5553,11,2022,00259,043,06,06,03,2,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00012,2,002039.3862,11,2022,00259,043,01,01,01,2,62,3,10018,5,1,1, ,2812,52,47,1,05,020,2,2,2,3,1,028,20, , ,  , , ,    ,  ,  ,  ,1
01,00013,2,001566.8713,11,2022,00259,043,05,01,01,1,37,2,50714,5,1,1, ,2812,83,49,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00013,2,001420.7809,11,2022,00259,043,05,02,02,2,38,2,50415,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2020,05,61,01,3
01,00013,2,001782.6007,11,2022,00259,043,05,03,03,1,18,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00013,2,001973.3475,11,2022,00259,043,05,04,03,1,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00013,2,001973.3475,11,2022,00259,043,05,05,03,1,05,1,00000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00014,2,001294.5586,11,2022,00259,043,04,01,01,1,76,2,10018,5,1,1, ,2812,93,47,2,02,006,2,2,2,6,2,006,20, , ,  , , ,    ,  ,  ,  ,1
01,00014,2,001146.0015,11,2022,00259,043,04,02,02,2,65,2,24015,5,1,1, ,2812,52,47,1,04,020,2,2,2,3,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00014,2,001792.4190,11,2022,00259,043,04,03,03,1,32,1,60111,5,1,1, ,2812,13,10,1,08,048,2,2,2,4,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00014,2,001792.4190,11,2022,00259,043,04,04,03,1,28,1,24015,5,1,1, ,2812,93,10,1,08,048,2,2,2,5,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00015,2,001566.8713,11,2022,00259,043,04,01,01,1,38,2,24013,5,1,1, ,2812,13,10,1,08,048,1,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00015,2,002266.5156,11,2022,00259,043,04,02,02,2,32,2,10018,5,1,1, ,2812,93,10,2,04,020,2,2,2,6,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00015,2,001973.3475,11,2022,00259,043,04,03,03,1,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00015,2,001838.5553,11,2022,00259,043,04,04,03,2,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00016,2,001294.5586,11,2022,00259,043,05,01,01,1,73,2,10011,5,1,1, ,2812,61,01,1,04,020,2,2,2,4,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00016,2,001146.0015,11,2022,00259,043,05,02,02,2,69,2,10018,5,1,1, ,2812,92,01,2,02,010,2,2,2,6,2,010,20, , ,  , , ,    ,  ,  ,  ,1
01,00016,2,001420.7809,11,2022,00259,043,05,03,03,2,36,3,24015,5,1,1, ,2812,91,96,1,04,012,2,2,2,0,2,012,20, , ,  , , ,    ,  ,  ,  ,1
01,00016,2,001838.5553,11,2022,00259,043,05,04,06,2,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00016,2,001973.3475,11,2022,00259,043,05,05,06,1,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00017,2,001566.8713,11,2022,00259,043,02,01,01,1,40,2,24015,5,1,1, ,2812,52,47,1,06,030,2,2,2,3,2,030,20, , ,  , , ,    ,  ,  ,  ,1
01,00017,2,001420.7809,11,2022,00259,043,02,02,02,2,36,2,24015,5,1,1, ,2812,93,47,1,06,030,2,2,2,6,2,030,20, , ,  , , ,    ,  ,  ,  ,1
01,00018,2,001781.6446,11,2022,00259,043,04,01,01,1,52,2,60732,5,1,1, ,2812,14,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00018,2,002013.6078,11,2022,00259,043,04,02,02,2,49,2,40913,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00018,2,002266.5156,11,2022,00259,043,04,03,03,2,27,1,60411,5,1,1, ,2820,43,82,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00018,2,001838.5553,11,2022,00259,043,04,04,03,2,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00019,2,001146.0015,11,2022,00259,043,03,01,01,2,69,3,60913,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2018,06,22,86,3
01,00019,2,001566.8713,11,2022,00259,043,03,02,03,1,37,4,60612,5,1,1, ,2812,73,18,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00019,2,001792.4190,11,2022,00259,043,03,03,03,1,33,1,60913,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00020,2,001781.6446,11,2022,00259,043,04,01,01,1,47,2,60413,5,1,1, ,2812,41,82,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00020,2,002013.6078,11,2022,00259,043,04,02,02,2,48,2,50415,5,1,1, ,2812,52,47,1,08,048,2,2,2,4,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00020,2,001788.0719,11,2022,00259,043,04,03,03,2,19,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00020,2,001973.3475,11,2022,00259,043,04,04,03,1,14,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00021,2,001146.0015,11,2022,00259,043,01,01,01,2,78,3,24015,5,1,1, ,2812,52,47,1,03,009,2,2,2,3,2,009,20, , ,  , , ,    ,  ,  ,  ,1
01,00022,2,001294.5586,11,2022,00259,043,03,01,01,1,79,2,10018,5,1,1, ,2812,61,01,1,04,020,2,2,2,4,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00022,2,001146.0015,11,2022,00259,043,03,02,02,2,77,2,10018,5,1,1, ,2812,75,10,1,05,015,2,2,2,1,2,015,20, , ,  , , ,    ,  ,  ,  ,1
01,00022,2,001566.8713,11,2022,00259,043,03,03,03,1,40,1,60731,5,1,1, ,2812,92,01,1,06,036,2,2,2,6,2,036,20, , ,  , , ,    ,  ,  ,  ,1
01,00023,2,001294.5586,11,2022,00259,043,01,01,01,1,67,4,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2020,09,83,49,3
01,00024,2,001294.5586,11,2022,00259,043,03,01,01,1,65,2,10018,5,1,1, ,2812,61,01,1,07,042,2,2,2,3,2,042,  , , ,  , , ,    ,  ,  ,  ,1
01,00024,2,002039.3862,11,2022,00259,043,03,02,02,2,59,2,24015,5,1,1, ,2812,13,10,1,05,020,2,2,2,3,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00024,2,001566.8713,11,2022,00259,043,03,03,03,1,41,2,60613,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00025,2,001781.6446,11,2022,00259,043,02,01,01,1,53,2,10013,5,1,1, ,2812,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00025,2,002013.6078,11,2022,00259,043,02,02,02,2,52,2,24015,5,1,1, ,2812,52,56,1,04,028,2,2,2,3,2,028,20, , ,  , , ,    ,  ,  ,  ,1
01,00026,2,002013.6078,11,2022,00259,043,04,01,01,2,53,3,60413,5,1,1, ,2812,52,47,1,09,063,2,2,2,3,1,070,11, , ,  , , ,    ,  ,  ,  ,1
01,00026,2,001792.4190,11,2022,00259,043,04,02,03,1,32,1,24011,5,1,1, ,2812,54,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00026,2,001788.0719,11,2022,00259,043,04,03,03,2,21,1,60002,5,1,1, ,2812,93,47,2,04,012,2,2,2,6,2,012,29, , ,  , , ,    ,  ,  ,  ,1
01,00026,2,001782.6007,11,2022,00259,043,04,04,03,1,19,1,34013,5,1,1, ,2812,54,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00027,2,001294.5586,11,2022,00259,043,03,01,01,1,84,2,10018,5,1,1, ,2812,54,84,1,08,008,2,2,2,2,2,008,20, , ,  , , ,    ,  ,  ,  ,1
01,00027,2,001146.0015,11,2022,00259,043,03,02,02,2,81,2,10014,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2017,03,92,01,3
01,00027,2,001781.6446,11,2022,00259,043,03,03,03,1,53,1,60732,5,1,1, ,2808,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00028,2,001566.8713,11,2022,00259,043,04,01,01,1,41,2,60114,5,1,1, ,2812,42,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00028,2,001420.7809,11,2022,00259,043,04,02,02,2,38,2,60114,5,1,1, ,2812,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00028,2,001782.6007,11,2022,00259,043,04,03,03,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00028,2,001838.5553,11,2022,00259,043,04,04,03,2,02, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00029,2,002000.8718,11,2022,00259,043,02,01,01,1,64,2,10018,5,1,1, ,2812,61,01,1,07,042,2,2,2,3,2,042,  , , ,  , , ,    ,  ,  ,  ,1
01,00029,2,001146.0015,11,2022,00259,043,02,02,02,2,65,2,10018,5,1,1, ,2812,92,01,2,05,030,2,2,2,6,2,030,20, , ,  , , ,    ,  ,  ,  ,1
01,00030,2,001086.2327,11,2022,00160,043,02,01,01,2,65,3,60912,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2022,06,22,86,3
01,00030,2,001870.4292,11,2022,00160,043,02,02,06,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00031,2,001346.6812,11,2022,00160,043,03,01,01,2,41,4,24015,5,1,1, ,2812,54,84,1,06,030,1,1,2,2,1,036,20, , ,  , , ,    ,  ,  ,  ,1
01,00031,2,001742.6669,11,2022,00160,043,03,02,03,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00031,2,001742.6669,11,2022,00160,043,03,03,03,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00032,2,001896.5180,11,2022,00160,043,04,01,01,1,58,2,24015,5,1,1, ,2812,52,56,1,04,020,2,2,2,3,2,020,20, , ,  , , ,    ,  ,  ,  ,1
01,00032,2,001933.0237,11,2022,00160,043,04,02,02,2,56,2,60321,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,09,52,47,3
01,00032,2,001698.9369,11,2022,00160,043,04,03,03,1,26,1,50114,5,2, ,3,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,2,    ,  ,  ,  ,2
01,00032,2,001694.8165,11,2022,00160,043,04,04,03,2,20,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00033,2,001698.9369,11,2022,00160,043,04,01,01,1,29,2,24015,5,1,1, ,2812,71,43,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00033,2,002148.3074,11,2022,00160,043,04,02,02,2,27,2,50114,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,08,51,56,3
01,00033,2,001742.6669,11,2022,00160,043,04,03,03,2,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00033,2,001870.4292,11,2022,00160,043,04,04,03,1,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00034,2,001227.0420,11,2022,00160,043,04,01,01,1,65,3,50321,5,1,1, ,2812,54,84,1,12,036,2,2,2,2,2,036,20, , ,  , , ,    ,  ,  ,  ,1
01,00034,2,002148.3074,11,2022,00160,043,04,02,03,2,32,1,60913,5,1,1, ,2812,14,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
01,00034,2,001485.1524,11,2022,00160,043,04,03,03,1,35,2,60611,5,1,1, ,2812,52,47,1,12,084,2,2,2,3,2,084,11, , ,  , , ,    ,  ,  ,  ,1
01,00034,2,001742.6669,11,2022,00160,043,04,04,06,2,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00035,2,001688.7244,11,2022,00160,043,02,01,01,1,47,2,60716,5,1,1, ,2812,13,01,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1
01,00035,2,002148.3074,11,2022,00160,043,02,02,02,2,30,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2022,10,42,64,2
01,00036,2,001227.0420,11,2022,00160,043,04,01,01,1,87,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2010,03,93,41,3
01,00036,2,001086.2327,11,2022,00160,043,04,02,02,2,85,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2010,04,75,14,3
01,00036,2,001694.8165,11,2022,00160,043,04,03,03,2,20,1,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00036,2,001698.9369,11,2022,00160,043,04,04,03,1,25,1,61013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2022,03,51,56,2
01,00037,2,001485.1524,11,2022,00160,043,03,01,01,1,36,2,24013,5,1,1, ,2812,93,49,1,09,018,2,2,2,1,2,018,20, , ,  , , ,    ,  ,  ,  ,1
01,00037,2,001346.6812,11,2022,00160,043,03,02,02,2,42,2,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2013,09,53,96,3
01,00037,2,001870.4292,11,2022,00160,043,03,03,03,1,10,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00038,2,001227.0420,11,2022,00160,043,01,01,01,1,66,4,24015,5,1,1, ,2812,61,01,1,01,007,2,2,2,3,2,007,20, , ,  , , ,    ,  ,  ,  ,1
01,00039,2,001688.7244,11,2022,00160,043,04,01,01,1,47,2,24015,5,1,1, ,2812,83,49,1,09,036,2,2,2,1,2,036,20, , ,  , , ,    ,  ,  ,  ,1
01,00039,2,001908.5898,11,2022,00160,043,04,02,02,2,51,2,60114,5,1,1, ,2812,53,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
01,00039,2,001694.8165,11,2022,00160,043,04,03,03,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00039,2,001689.6307,11,2022,00160,043,04,04,03,1,19,1,35013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
01,00040,2,001698.9369,11,2022,00160,043,05,01,01,1,34,2,24015,5,1,1, ,2812,42,92,1,09,063,2,2,2,3,2,063,11, , ,  , , ,    ,  ,  ,  ,1
01,00040,2,001346.6812,11,2022,00160,043,05,02,02,2,37,2,24015,5,1,1, ,2812,14,47,1,03,012,2,2,2,3,2,012,20, , ,  , , ,    ,  ,  ,  ,1
01,00040,2,001742.6669,11,2022,00160,043,05,03,03,2,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
01,00040,2,001870.4292,11,2022,00160,043,05,04,03,1,10,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
