PUFREG,PUFHHNUM,PUFURB2015,PUFPWGTPRV,PUFSVYMO,PUFSVYYR,PUFPSU,PUFRPL,PUFHHSIZE,PUFC01_LNO,PUFC03_REL,PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC08_CONWR,PUFC09_WORK,PUFC09A_WORK,PUFC10_JOB,PUFC11A_PROVMUN,PUFC13_PROCC,PUFC15_PKB,PUFC16_NATEM,PUFC17_PNWHRS,PUFC18_PHOURS,PUFC19_PWMORE,PUFC20_PLADDW,PUFC20B_FTWORK,PUFC21_PCLASS,PUFC22_OJOB,PUFC23_THOURS,PUFC24_WWM48H,PUFC25_LOOKW,PUFC25B_FTWORK,PUFC26_WYNOT,PUFC27_AVAIL,PUFC28_PREVJOB,PUFC29_YEAR,PUFC29_MONTH,PUFC31_POCC,PUFC33_QKB,PUFNEWEMPSTAT
06,03434,1,002059.5421,11,2022,00290,022,08,05,03,2,29,1,00000,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,63, ,2,    ,  ,  ,  ,3
06,03434,1,002059.5421,11,2022,00290,022,08,06,03,2,27,1,60413,5,1,2, ,4501,42,82,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03434,1,001804.9013,11,2022,00290,022,08,07,03,1,24,1,60413,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,02,1,2,    ,  ,  ,  ,2
06,03434,1,001712.6585,11,2022,00290,022,08,08,03,2,21,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03435,1,001483.7609,11,2022,00230,022,05,01,01,1,41,2,24015,5,1,1, ,4501,92,81,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03435,1,001213.2726,11,2022,00230,022,05,02,02,2,41,2,60611,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2013,01,41,84,3
06,03435,1,001758.2122,11,2022,00230,022,05,03,03,2,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03435,1,001692.3503,11,2022,00230,022,05,04,03,2,21,1,34013,5,1,1, ,4501,51,56,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03435,1,001783.4994,11,2022,00230,022,05,05,03,1,15,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03436,1,001692.3503,11,2022,00230,022,12,01,01,2,19,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,1,  ,1,2,    ,  ,  ,  ,2
06,03436,1,001994.8369,11,2022,00230,022,12,02,04,1,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,000910.9261,11,2022,00230,022,12,03,07,1,45,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,001213.2726,11,2022,00230,022,12,04,07,2,44,2,60002,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,002035.1207,11,2022,00230,022,12,05,08,2,27,4,24012,5,1,1, ,4501,51,56,1,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1
06,03436,1,001758.2122,11,2022,00230,022,12,06,08,2,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,001758.2122,11,2022,00230,022,12,07,08,2,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,001994.8369,11,2022,00230,022,12,08,08,1,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03436,1,000910.9261,11,2022,00230,022,12,09,08,1,48,2,10018,5,1,1, ,4501,93,11,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03436,1,001119.4714,11,2022,00230,022,12,10,08,2,45,2,24015,5,1,1, ,4501,52,47,1,08,048,2,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03436,1,001783.4994,11,2022,00230,022,12,11,08,1,21,2,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2022,02,42,82,2
06,03436,1,001692.3503,11,2022,00230,022,12,12,11,2,21,2,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2021,11,93,47,2
06,03437,1,001119.4714,11,2022,00230,022,06,01,01,2,52,2,24015,5,1,3, ,4501,52,47,1,10,070,2,2,2,3,2,070,11, , ,  , , ,    ,  ,  ,  ,1
06,03437,1,000910.9261,11,2022,00230,022,06,02,02,1,52,2,60488,5,1,1, ,4501,42,92,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03437,1,001758.2122,11,2022,00230,022,06,03,03,2,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03437,1,001839.1347,11,2022,00230,022,06,04,03,1,30,2,24015,5,1,1, ,4501,83,49,1,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1
06,03437,1,002035.1207,11,2022,00230,022,06,05,03,2,25,1,60003,5,1,1, ,4501,52,10,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03437,1,001783.4994,11,2022,00230,022,06,06,03,1,17,1,34021,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03438,1,001746.3283,11,2022,00230,022,06,01,01,1,63,2,60488,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2016,02,54,80,3
06,03438,1,001468.5540,11,2022,00230,022,06,02,02,2,60,2,60111,5,1,1, ,4501,13,85,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03438,1,001839.1347,11,2022,00230,022,06,03,03,1,27,1,61041,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03438,1,001213.2726,11,2022,00230,022,06,04,03,2,36,3,60913,5,1,1, ,4501,22,84,1,08,040,2,1,2,2,1,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03438,1,001783.4994,11,2022,00230,022,06,05,06,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03438,1,001758.2122,11,2022,00230,022,06,06,06,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03439,1,000910.9261,11,2022,00230,022,02,01,01,1,45,2,24012,5,1,1, ,4501,83,49,1,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1
06,03439,1,001119.4714,11,2022,00230,022,02,02,02,2,49,2,24012,5,1,1, ,4501,91,96,1,03,003,2,1,2,0,2,003,20, , ,  , , ,    ,  ,  ,  ,1
06,03440,1,001119.4714,11,2022,00230,022,04,01,01,2,54,3,24013,5,1,3, ,4501,52,47,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1
06,03440,1,002035.1207,11,2022,00230,022,04,02,03,2,32,1,60612,5,1,2, ,4501,42,82,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03440,1,001839.1347,11,2022,00230,022,04,03,03,1,30,1,10015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,63, ,2,    ,  ,  ,  ,3
06,03440,1,001758.2122,11,2022,00230,022,04,04,03,2,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03441,1,001109.5148,11,2022,00230,022,06,01,01,1,72,2,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2010,01,83,85,3
06,03441,1,000912.8328,11,2022,00230,022,06,02,02,2,70,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,63, ,1,1975,05,53,96,3
06,03441,1,001839.1347,11,2022,00230,022,06,03,03,1,27,1,60002,5,1,1, ,4501,83,96,2,08,016,2,1,2,0,2,016,20, , ,  , , ,    ,  ,  ,  ,1
06,03441,1,001839.1347,11,2022,00230,022,06,04,03,1,32,4,60003,5,1,1, ,4501,42,82,1,08,040,2,1,2,1,1,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03441,1,001758.2122,11,2022,00230,022,06,05,06,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03441,1,001758.2122,11,2022,00230,022,06,06,06,2,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03442,1,001213.2726,11,2022,00230,022,06,01,01,2,39,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2017,11,91,96,3
06,03442,1,001483.7609,11,2022,00230,022,06,02,02,1,44,2,24015,5,1,1, ,4528,94,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03442,1,001783.4994,11,2022,00230,022,06,03,03,1,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03442,1,001783.4994,11,2022,00230,022,06,04,03,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03442,1,001994.8369,11,2022,00230,022,06,05,03,1,13,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03442,1,001758.2122,11,2022,00230,022,06,06,03,2,02, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03443,1,001119.4714,11,2022,00230,022,06,01,01,2,54,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2005,01,91,55,3
06,03443,1,001746.3283,11,2022,00230,022,06,02,02,1,62,2,10018,5,1,1, ,4501,83,49,1,08,048,2,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03443,1,002035.1207,11,2022,00230,022,06,03,03,2,25,1,60413,5,1,1, ,4501,52,47,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03443,1,001692.3503,11,2022,00230,022,06,04,03,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03443,1,001839.1347,11,2022,00230,022,06,05,05,1,26,2,60002,5,1,1, ,4501,51,78,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03443,1,002035.1207,11,2022,00230,022,06,06,03,2,26,2,60111,5,1,1, ,4501,41,46,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03444,1,001119.4714,11,2022,00230,022,06,01,01,2,49,2,24015,5,1,1, ,4501,91,96,1,08,048,2,2,2,0,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03444,1,000910.9261,11,2022,00230,022,06,02,02,1,47,2,24015,5,1,1, ,4502,83,68,1,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1
06,03444,1,001783.4994,11,2022,00230,022,06,03,03,1,21,1,24013,5,1,1, ,4501,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03444,1,001783.4994,11,2022,00230,022,06,04,03,1,19,2,24015,5,1,1, ,4501,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03444,1,001692.3503,11,2022,00230,022,06,05,05,2,16,2,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03444,1,001758.2122,11,2022,00230,022,06,06,06,2,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03445,1,001109.5148,11,2022,00230,022,04,01,01,1,72,3,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,62, ,1,2011,04,83,01,3
06,03445,1,001692.3503,11,2022,00230,022,04,02,06,2,24,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,2,    ,  ,  ,  ,2
06,03445,1,001783.4994,11,2022,00230,022,04,03,06,1,22,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03445,1,001692.3503,11,2022,00230,022,04,04,06,2,18,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03446,1,001822.1687,11,2022,00470,022,03,01,01,1,62,2,24015,5,1,1, ,4501,83,49,1,08,048,2,2,2,3,1,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03446,1,001532.3311,11,2022,00470,022,03,02,02,2,56,2,24015,5,1,1, ,4501,91,85,2,02,010,2,2,2,2,2,010,30, , ,  , , ,    ,  ,  ,  ,1
06,03446,1,002081.4697,11,2022,00470,022,03,03,06,1,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03447,1,001532.3311,11,2022,00470,022,09,01,01,2,58,2,24011,5,1,1, ,4501,91,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03447,1,001822.1687,11,2022,00470,022,09,02,02,1,64,2,24015,5,1,1, ,4501,91,96,1,10,060,2,2,2,0,2,060,12, , ,  , , ,    ,  ,  ,  ,1
06,03447,1,001919.0056,11,2022,00470,022,09,03,03,1,30,1,24011,5,1,1, ,4501,72,24,1,08,024,2,2,2,1,2,024,20, , ,  , , ,    ,  ,  ,  ,1
06,03447,1,001919.0056,11,2022,00470,022,09,04,03,1,27,1,24015,5,1,1, ,4501,52,47,1,08,040,2,2,2,3,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03447,1,001919.0056,11,2022,00470,022,09,05,03,1,31,2,24015,5,1,1, ,4501,52,47,1,08,048,2,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03447,1,002123.5030,11,2022,00470,022,09,06,05,2,30,2,60002,5,1,1, ,4501,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03447,1,002081.4697,11,2022,00470,022,09,07,06,1,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03447,1,001548.1984,11,2022,00470,022,09,08,04,1,42,2,24015,5,1,1, ,4501,52,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03447,1,000952.4757,11,2022,00470,022,09,09,07,2,84,3,10011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2005,02,92,01,3
06,03448,1,001532.3311,11,2022,00470,022,04,01,01,2,58,2,24015,5,1,1, ,4501,91,96,3,08,016,2,2,2,0,2,016,30, , ,  , , ,    ,  ,  ,  ,1
06,03448,1,001157.6994,11,2022,00470,022,04,02,02,1,72,2,24015,5,1,1, ,4501,72,45,1,08,048,2,2,2,3,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03448,1,001919.0056,11,2022,00470,022,04,03,03,1,30,1,24015,5,1,1, ,4501,93,41,2,08,016,1,1,2,1,2,016,23, , ,  , , ,    ,  ,  ,  ,1
06,03448,1,001919.0056,11,2022,00470,022,04,04,03,1,25,1,24015,5,1,1, ,4501,75,47,2,08,016,1,1,2,1,2,016,20, , ,  , , ,    ,  ,  ,  ,1
06,03449,1,000950.4862,11,2022,00470,022,05,01,01,1,49,2,24015,5,1,1, ,4501,83,49,1,08,040,1,1,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03449,1,001265.9633,11,2022,00470,022,05,02,02,2,42,2,40613,5,1,1, ,4501,52,47,1,08,040,2,2,2,3,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03449,1,001860.9541,11,2022,00470,022,05,03,03,1,23,1,35011,5,1,1, ,4501,93,47,2,03,015,2,2,2,6,2,015,29, , ,  , , ,    ,  ,  ,  ,1
06,03449,1,002081.4697,11,2022,00470,022,05,04,03,1,13,1,10018, ,1,1, ,4501,93,47, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03449,1,002081.4697,11,2022,00470,022,05,05,03,1,12,1,10015, ,1,1, ,4501,93,47, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03450,1,000950.4862,11,2022,00470,022,05,01,01,1,52,2,24015,5,1,1, ,4501,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03450,1,001168.0883,11,2022,00470,022,05,02,02,2,47,2,60413,5,1,1, ,4501,41,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03450,1,001765.8466,11,2022,00470,022,05,03,03,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03450,1,001765.8466,11,2022,00470,022,05,04,03,2,17,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03450,1,001834.5687,11,2022,00470,022,05,05,03,2,10,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03451,1,001822.1687,11,2022,00470,022,06,01,01,1,55,2,24015,5,1,1, ,4501,83,49,1,08,025,2,1,2,1,2,025,31, , ,  , , ,    ,  ,  ,  ,1
06,03451,1,001168.0883,11,2022,00470,022,06,02,02,2,48,2,24011,5,1,1, ,4501,91,96,1,07,021,1,1,2,0,2,021,30, , ,  , , ,    ,  ,  ,  ,1
06,03451,1,002081.4697,11,2022,00470,022,06,03,03,1,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03451,1,002123.5030,11,2022,00470,022,06,04,03,2,25,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2020,02,52,47,3
06,03451,1,001834.5687,11,2022,00470,022,06,05,06,2,08,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03451,1,002081.4697,11,2022,00470,022,06,06,06,1,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03452,1,001919.0056,11,2022,00470,022,02,01,01,1,32,2,24015,5,1,1, ,4501,91,82,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03452,1,002123.5030,11,2022,00470,022,02,02,02,2,32,2,24015,5,1,1, ,4501,41,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03453,1,006903.2688,11,2022,01237,146,05,01,01,1,40,2,40716,5,1,1, ,4502,72,41,1,04,036,2,2,2,1,2,036,20, , ,  , , ,    ,  ,  ,  ,1
06,03453,1,007452.1843,11,2022,01237,146,05,02,02,2,38,2,10018,5,1,3, ,4502,52,47,1,07,070,2,2,2,3,2,070,11, , ,  , , ,    ,  ,  ,  ,1
06,03453,1,004669.4385,11,2022,01237,146,05,03,03,1,19,1,34033,5,1,1, ,4502,93,41,2,04,036,2,2,2,1,2,036,20, , ,  , , ,    ,  ,  ,  ,1
06,03453,1,004669.4385,11,2022,01237,146,05,04,03,1,16,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03453,1,007579.6658,11,2022,01237,146,05,05,03,2,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03454,1,007555.3891,11,2022,01237,146,03,01,01,2,49,2,60321,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2020,03,41,84,3
06,03454,1,008994.1801,11,2022,01237,146,03,02,03,2,21,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03454,1,004669.4385,11,2022,01237,146,03,03,03,1,16,1,34031,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03455,1,004466.0293,11,2022,01237,146,03,01,01,1,50,2,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,09, ,1,2005,04,54,80,3
06,03455,1,007555.3891,11,2022,01237,146,03,02,02,2,53,2,60913,5,1,1, ,3022,22,86,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03455,1,004669.4385,11,2022,01237,146,03,03,03,1,16,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03456,1,005344.6018,11,2022,01237,146,04,01,01,2,87,3,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2011,05,52,64,3
06,03456,1,007572.1223,11,2022,01237,146,04,02,06,2,25,2,60313,5,1,1, ,4501,42,82,1,08,040,1,1,2,1,1,044,  , , ,  , , ,    ,  ,  ,  ,1
06,03456,1,008922.6355,11,2022,01237,146,04,03,08,1,27,2,61041,5,1,1, ,4501,51,56,1,09,054,2,2,2,1,2,054,11, , ,  , , ,    ,  ,  ,  ,1
06,03456,1,007579.6658,11,2022,01237,146,04,04,08,2,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03457,1,004466.0293,11,2022,01237,146,05,01,01,1,48,2,40716,5,1,1, ,4501,72,45,1,04,004,1,1,2,1,2,004,20, , ,  , , ,    ,  ,  ,  ,1
06,03457,1,007572.1223,11,2022,01237,146,05,02,02,2,32,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2018,08,14,47,3
06,03457,1,004669.4385,11,2022,01237,146,05,03,03,1,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03457,1,007579.6658,11,2022,01237,146,05,04,03,2,13,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03457,1,007934.6659,11,2022,01237,146,05,05,03,1,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03458,1,004814.3227,11,2022,01237,146,02,01,01,2,58,3,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2017,07,91,96,3
06,03458,1,008922.6355,11,2022,01237,146,02,02,03,1,26,1,24015,5,1,1, ,4501,52,56,1,06,036,2,2,2,1,2,036,20, , ,  , , ,    ,  ,  ,  ,1
06,03459,1,006903.2688,11,2022,01237,146,05,01,01,1,42,2,24015,5,1,1, ,4502,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03459,1,007572.1223,11,2022,01237,146,05,02,02,2,31,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2022,10,91,96,3
06,03459,1,007934.6659,11,2022,01237,146,05,03,03,1,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03459,1,007579.6658,11,2022,01237,146,05,04,03,2,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03459,1,007934.6659,11,2022,01237,146,05,05,03,1,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03460,1,004466.0293,11,2022,01237,146,03,01,01,1,50,2,40716,5,1,1, ,4501,72,45,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03460,1,007555.3891,11,2022,01237,146,03,02,02,2,47,2,60413,5,1,3, ,4502,52,47,1,12,084,2,2,2,3,2,084,11, , ,  , , ,    ,  ,  ,  ,1
06,03460,1,004669.4385,11,2022,01237,146,03,03,03,1,18,1,34021,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3
06,03461,1,006362.5337,11,2022,01237,146,03,01,01,1,59,2,60003,5,1,1, ,4502,96,35,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03461,1,004814.3227,11,2022,01237,146,03,02,02,2,55,2,40119,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,1999,07,53,84,3
06,03461,1,004669.4385,11,2022,01237,146,03,03,03,1,24,1,61041,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03462,1,007452.1843,11,2022,01237,146,02,01,01,2,44,2,60111,5,1,1, ,4501,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1
06,03462,1,007934.6659,11,2022,01237,146,02,02,03,1,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03463,1,006903.2688,11,2022,01237,146,04,01,01,1,41,2,10018,5,1,1, ,4520,93,41,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1
06,03463,1,007572.1223,11,2022,01237,146,04,02,02,2,29,2,10018,5,1,1, ,4502,91,96,3,05,005,2,2,2,0,2,005,20, , ,  , , ,    ,  ,  ,  ,1
06,03463,1,007934.6659,11,2022,01237,146,04,03,03,1,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03463,1,007934.6659,11,2022,01237,146,04,04,03,1,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , 
06,03464,1,008221.7582,11,2022,01237,146,06,01,01,1,72,2,10014,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2002,09,83,01,3
06,03464,1,004814.3227,11,2022,01237,146,06,02,02,2,64,2,24015,5,1,3, ,4502,75,14,1,04,020,2,1,2,3,2,020,20, , ,  , , ,    ,  ,  ,  ,1
06,03464,1,008922.6355,11,2022,01237,146,06,03,03,1,26,1,60612,5,1,1, ,4501,42,82,1,10,050,2,1,2,1,2,050,11, , ,  , , ,    ,  ,  ,  ,1
