Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
-,-,-,-,-
ICT2DA318,2D Animation NC III,BASIC,500311110,Lead small teams
ICT2DA318,2D Animation NC III,BASIC,500311111,Develop and practice negotiation skills
ICT2DA318,2D Animation NC III,BASIC,500311112,Solve problems related to work activities
ICT2DA318,2D Animation NC III,BASIC,500311113,Use mathematical concepts and techniques
ICT2DA318,2D Animation NC III,BASIC,500311114,Use relevant technologies
ICT2DA318,2D Animation NC III,BASIC,500311142,Apply critical thinking and problem solving techniques in the workplace
ICT2DA318,2D Animation NC III,BASIC,500311144,Use information creatively and critically
ICT2DA318,2D Animation NC III,BASIC,500311145,Work in a diverse environment
ICT2DA318,2D Animation NC III,COMMON,ICT315202,Apply quality standards
ICT2DA318,2D Animation NC III,COMMON,ICT311203,Operate a personal computer
ICT2DA318,2D Animation NC III,CORE,ICT216306,Create 2D digital cut-out animation
ICT2DA318,2D Animation NC III,CORE,ICT216305,Produce traditional key poses/drawings for animation
ICT2DA318,2D Animation NC III,CORE,ICT216319,Create tradigital animation
ICT2DA318,2D Animation NC III,CORE,ICT216307,Export animation to video file format
ICT2DA318,2D Animation NC III,BASIC,500311109,Lead workplace communication
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311109,Lead workplace communication
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311110,Lead small teams
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311112,Solve problems related to work activities
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
ICT2DA307,2D Animation NC III (Superseded),BASIC,500311114,Use relevant technologies
ICT2DA307,2D Animation NC III (Superseded),COMMON,ICT315202,Apply quality standards
ICT2DA307,2D Animation NC III (Superseded),COMMON,ICT311203,Operate a personal computer
ICT2DA307,2D Animation NC III (Superseded),CORE,ICT313314,Create 2D digital animation
ICT2DA307,2D Animation NC III (Superseded),CORE,ICT313316,Produce key drawings for animation
ICT2DA307,2D Animation NC III (Superseded),CORE,ICT313313,Produce cleaned-up & in-betweened drawings
ICT2DA307,2D Animation NC III (Superseded),CORE,ICT313323,Use an authoring tool to create an interactive sequence
ICT2GA312,2D Game Art Development NC III,BASIC,500311109,Lead workplace communication
ICT2GA312,2D Game Art Development NC III,BASIC,500311110,Lead small teams
ICT2GA312,2D Game Art Development NC III,BASIC,500311111,Develop and practice negotiation skills
ICT2GA312,2D Game Art Development NC III,BASIC,500311112,Solve problems related to work activities
ICT2GA312,2D Game Art Development NC III,BASIC,500311113,Use mathematical concepts and techniques
ICT2GA312,2D Game Art Development NC III,BASIC,500311114,Use relevant technologies
ICT2GA312,2D Game Art Development NC III,COMMON,ICT315203,Apply critical thinking and thought organization
ICT2GA312,2D Game Art Development NC III,COMMON,ICT315202,Apply quality standards
ICT2GA312,2D Game Art Development NC III,COMMON,ICT311203,Perform computer operations
ICT2GA312,2D Game Art Development NC III,CORE,ICT313344,Develop and conceptualize art style
ICT2GA312,2D Game Art Development NC III,CORE,ICT313345,Create storyboard and asset list
ICT2GA312,2D Game Art Development NC III,CORE,ICT313346,Prepare art document
ICT2GA312,2D Game Art Development NC III,CORE,ICT313347,Develop final artwork using graphic application
ICT2GA312,2D Game Art Development NC III,CORE,ICT313348,Apply in-game animation
ICT3DA318,3D Animation NC III,BASIC,500311109,Lead workplace communication
ICT3DA318,3D Animation NC III,BASIC,500311110,Lead small teams
ICT3DA318,3D Animation NC III,BASIC,500311111,Develop and practice negotiation skills
ICT3DA318,3D Animation NC III,BASIC,500311112,Solve problems related to work activities
ICT3DA318,3D Animation NC III,BASIC,500311113,Use mathematical concepts and techniques
ICT3DA318,3D Animation NC III,BASIC,500311114,Use relevant technologies
ICT3DA318,3D Animation NC III,BASIC,500311142,Apply critical thinking and problem solving techniques in the workplace
ICT3DA318,3D Animation NC III,BASIC,500311144,Use information creatively and critically
ICT3DA318,3D Animation NC III,BASIC,500311145,Work in a diverse environment
ICT3DA318,3D Animation NC III,COMMON,ICT315202,Apply quality standards
ICT3DA318,3D Animation NC III,COMMON,ICT311203,Operate a personal computer
ICT3DA318,3D Animation NC III,CORE,ICT216308,Create 3D models for animation
ICT3DA318,3D Animation NC III,CORE,ICT216309,Apply shader and texture on 3D models
ICT3DA318,3D Animation NC III,CORE,ICT216310,Set character rigging
ICT3DA318,3D Animation NC III,CORE,ICT216311,Animate character
ICT3DA318,3D Animation NC III,CORE,ICT216312,Light and render animation scene
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311109,Lead workplace communication
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311110,Lead small teams
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311112,Solve problems related to work activities
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
ICT3DA307,3D Animation NC III (Superseded),COMMON,ICT315202,Apply quality standards
ICT3DA307,3D Animation NC III (Superseded),COMMON,ICT311203,Operate a personal computer
ICT3DA307,3D Animation NC III (Superseded),CORE,ICT313320,Create 3D digital animation
ICT3DA307,3D Animation NC III (Superseded),CORE,ICT313316,Produce key drawings for animation
ICT3DA307,3D Animation NC III (Superseded),CORE,ICT313323,Use an authoring tool to create an interactive sequence
ICT3DA307,3D Animation NC III (Superseded),BASIC,500311114,Use relevant technologies
ICT3GA312,3D Game Art Development NC III,BASIC,500311109,Lead workplace communication
ICT3GA312,3D Game Art Development NC III,BASIC,500311110,Lead small teams
ICT3GA312,3D Game Art Development NC III,BASIC,500311111,Develop and practice negotiation skills
ICT3GA312,3D Game Art Development NC III,BASIC,500311112,Solve problems related to work activities
ICT3GA312,3D Game Art Development NC III,BASIC,500311113,Use mathematical concepts and techniques
ICT3GA312,3D Game Art Development NC III,BASIC,500311114,Use relevant technologies
ICT3GA312,3D Game Art Development NC III,COMMON,ICT315203,Apply critical thinking and thought organization
ICT3GA312,3D Game Art Development NC III,COMMON,ICT315202,Apply quality standards
ICT3GA312,3D Game Art Development NC III,COMMON,ICT311203,Perform computer operations
ICT3GA312,3D Game Art Development NC III,CORE,ICT313349,Develop 3D model using 3D graphic application
ICT3GA312,3D Game Art Development NC III,CORE,ICT313350,Develop 3D textures using graphic application
ICT3GA312,3D Game Art Development NC III,CORE,ICT313344,Develop and conceptualize art style
ICT3GA312,3D Game Art Development NC III,CORE,ICT313346,Create storyboard and asset list
ICT3GA312,3D Game Art Development NC III,CORE,ICT313346,Prepare art document
ICT3GA312,3D Game Art Development NC III,CORE,ICT313351,Apply rigged in-game animation
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311319,Lead in workplace communication
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311320,Lead small teams
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311322,Work in a diverse environment
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311324,Use information systematically
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311325,Evaluate occupational safety and health work practices
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311326,Evaluate environmental work practices
MEEAMO319,5-Axis CNC Machine Operation NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722204,Perform shop computations (basic)
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722205,Measure workpiece (basic)
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722207,Perform shop computations (intermediate)
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722201,Apply safety practices
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722202,Interpret working drawings and sketches
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722203,Select/ cut workshop materials
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722206,Perform routine housekeeping
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722208,Measure workpiece using angular measuring instruments
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722210,Measure workpiece using gages and surface texture comparator
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,MEE722211,Perform preventive and corrective maintenance
MEEAMO319,5-Axis CNC Machine Operation NC III,COMMON,ICT311201,Operate a personal computer
MEEAMO319,5-Axis CNC Machine Operation NC III,CORE,MEE821321,Write 5-axis CNC machine program
MEEAMO319,5-Axis CNC Machine Operation NC III,CORE,MEE821322,"Set-up 5-axis CNC machine, cutting tools and workpiece"
MEEAMO319,5-Axis CNC Machine Operation NC III,CORE,MEE821323,Perform 5-axis CNC machine operations
MEEAMO319,5-Axis CNC Machine Operation NC III,CORE,MEE821324,Perform post 5-axis CNC machine operations
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,BASIC,500311105,Participate in workplace communication
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,BASIC,500311106,Work in team environment
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,BASIC,500311107,Practice career professionalism
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,BASIC,500311108,Practice occupational health and safety procedures
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834208,Survive at sea in the event of ship abandonment
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834209,Minimize the risk of fire and maintain a state of readiness to respond to emergency situations involving fire
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834210,Fight and extinguish fire
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834211,Take immediate action upon encountering an accident or other medical emergency
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834212,Comply with emergency procedures
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834213,Take precautions to prevent pollution of the marine environment
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834214,Observe safe working practices
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,COMMON,MTM834215,Demonstrate security awareness practices
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,CORE,MTM83419,Control the operation of the ship and care for persons on board at the support level
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,CORE,MTM83418,Perform cargo handling and stowage at the support level
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,CORE,MTM83420,Perform maintenance and repair at the support level
MTMABD213,Able Seafarer Deck NC II (STCW Regulation II/5) NC II,CORE,MTM83417,Perform navigation at the support level
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,BASIC,500311106,Work in team environment
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834209,Minimize the risk of fire and maintain a state of readiness to respond to emergency situations involving fire
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834210,Fight and extinguish fire
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834211,Take immediate action upon encountering an accident or other medical emergency
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,BASIC,500311107,Practice career professionalism
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,BASIC,500311105,Participate in workplace communication
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,BASIC,500311108,Practice occupational health and safety procedures
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834212,Comply with emergency procedures
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834213,Take precautions to prevent pollution of the marine environment
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834214,Observe safe working practices
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834215,Demonstrate security awareness practices
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,CORE,MTM816314,Perform marine engineering at the support level
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,CORE,MTM816315,Demonstrate safe usage of electrical equipment at the support level
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,CORE,MTM816316,Perform maintenance and repair at the support level
MTMABE213,Able Seafarer Engine NC II (STCW Regulation III/5) NC II,COMMON,MTM834208,Survive at sea in the event of ship abandonment
AFFACP105,Agricultural Crops Production NC I,BASIC,500311104,Practice basic housekeeping procedures
AFFACP105,Agricultural Crops Production NC I,BASIC,500311102,Work with others
AFFACP105,Agricultural Crops Production NC I,COMMON,AGR321201,Apply safety measures in farm operations
AFFACP105,Agricultural Crops Production NC I,COMMON,AGR321202,Use farm tools and equipment
AFFACP105,Agricultural Crops Production NC I,COMMON,AGR321203,Perform estimation and basic calculation
AFFACP105,Agricultural Crops Production NC I,COMMON,AGR321204,Apply basic first aid
AFFACP105,Agricultural Crops Production NC I,CORE,AGR611306,Support horticultural crop work
AFFACP105,Agricultural Crops Production NC I,CORE,AGR611307,Support nursery work
AFFACP105,Agricultural Crops Production NC I,CORE,AGR611308,Support agronomic crop work
AFFACP105,Agricultural Crops Production NC I,CORE,AGR611309,Support irrigation work
AFFACP105,Agricultural Crops Production NC I,BASIC,500311103,Demonstrate work values
AFFACP105,Agricultural Crops Production NC I,BASIC,500311101,Receive and respond to workplace communication
AFFACP213,Agricultural Crops Production NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFACP213,Agricultural Crops Production NC II,BASIC,500311107,Practice career professionalism
AFFACP213,Agricultural Crops Production NC II,BASIC,500311106,Work in team environment
AFFACP213,Agricultural Crops Production NC II,BASIC,500311105,Participate in workplace communication
AFFACP213,Agricultural Crops Production NC II,COMMON,AFF321202,Use farm tools and equipment
AFFACP213,Agricultural Crops Production NC II,CORE,AFF610304,Carry-out harvest and postharvest operations
AFFACP213,Agricultural Crops Production NC II,CORE,AFF610303,Care and maintain crops
AFFACP213,Agricultural Crops Production NC II,CORE,AFF610302,Plant crops
AFFACP213,Agricultural Crops Production NC II,CORE,AFF610301,Perform nursery operations
AFFACP213,Agricultural Crops Production NC II,COMMON,SOC413206,Perform record keeping
AFFACP213,Agricultural Crops Production NC II,COMMON,AFF321206,Process farm wastes
AFFACP213,Agricultural Crops Production NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFACP213,Agricultural Crops Production NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFACP306,Agricultural Crops Production NC III,BASIC,500311110,Lead small teams
AFFACP306,Agricultural Crops Production NC III,BASIC,500311112,Solve problems related to work activities
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611324,Implement vertebrate pest control program
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611325,Follow site quarantine procedures
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611326,Collect samples for a rural production or horticultural monitoring program
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611327,Handle bulk materials in storage area
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611328,Prepare grain storage
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611329,Comply with industry quality assurance requirements
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611330,Maintain and monitor environmental work practices
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611331,Keep records for farm business
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611332,Perform specialized machinery maintenance
AFFACP306,Agricultural Crops Production NC III,ELECTIVE,AGR611333,Install irrigation systems
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611321,Undertake agronomic crop maintenance activities
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611320,Establish agronomic crops
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611314,Prepare and apply chemicals
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611313,Control weeds
AFFACP306,Agricultural Crops Production NC III,BASIC,500311113,Use mathematical concepts and techniques
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611323,"Save, prepare and store agricultural seed"
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611312,Implement plant nutrition program
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611311,Implement post-harvest program
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611310,Prepare land for agricultural crop production
AFFACP306,Agricultural Crops Production NC III,COMMON,AGR321203,Perform estimation and basic calculation
AFFACP306,Agricultural Crops Production NC III,COMMON,AGR321201,Apply safety measures in farm operations
AFFACP306,Agricultural Crops Production NC III,CORE,AGR611322,Undertake agronomic crop harvesting activities
AFFACP306,Agricultural Crops Production NC III,BASIC,500311114,Use relevant technologies
AFFACP306,Agricultural Crops Production NC III,COMMON,AGR321202,Use farm tools and equipment
AFFACP306,Agricultural Crops Production NC III,BASIC,500311109,Lead workplace communication
AFFACP306,Agricultural Crops Production NC III,BASIC,500311111,Develop and practice negotiation skills
AFFAMO216,Agricultural Machinery Operation NC II,BASIC,500311105,Participate in workplace communication
AFFAMO216,Agricultural Machinery Operation NC II,CORE,AFF834369,Operate agricultural post-production machinery and equipment
AFFAMO216,Agricultural Machinery Operation NC II,CORE,AFF834368,Operate agricultural large production machinery and equipment
AFFAMO216,Agricultural Machinery Operation NC II,CORE,AFF834367,Operate agricultural small production machinery and equipment
AFFAMO216,Agricultural Machinery Operation NC II,COMMON,AGR321203,Perform estimation and basic calculation
AFFAMO216,Agricultural Machinery Operation NC II,COMMON,AGR321202,Use farm tools and equipment
AFFAMO216,Agricultural Machinery Operation NC II,COMMON,AGR321201,Apply safety measures in farm operations
AFFAMO216,Agricultural Machinery Operation NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAMO216,Agricultural Machinery Operation NC II,BASIC,500311107,Practice career professionalism
AFFAMO216,Agricultural Machinery Operation NC II,BASIC,500311106,Work in team environment
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,CORE,AFF723304,Diagnose and repair engine system of 4-wheel tractor
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,CORE,AFF723305,Diagnose and repair axle system of 4-wheel tractor
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,CORE,AFF723306,Diagnose and repair hydraulic system of 4-wheel tractor
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,CORE,AFF723307,Diagnose and repair transmission system of 4-wheel tractor
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311324,Use information systematically
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,CORE,AFF723303,Diagnose and repair electrical systems of 4-wheel tractor
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF723202,Perform Shop Maintenance
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF723201,Conduct Diagnosis
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,SOC413206,Maintain service records
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF321205,Process farm wastes
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF321203,Perform estimation and calculations
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF321202,Use farm servicing tools and equipment
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,COMMON,AFF321201,Apply safety measures in farm operations
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311326,Evaluate environmental work practices
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311319,Lead in workplace communication
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311320,Lead small teams
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311325,Evaluate occupational safety and health work practices
AFFAMS319,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,BASIC,400311322,Work in a diverse environment
AFFAGE217,Agroentrepreneurship NC II,BASIC,500311105,Participate in workplace communication
AFFAGE217,Agroentrepreneurship NC II,CORE,AFF243304,Market produce
AFFAGE217,Agroentrepreneurship NC II,BASIC,500311106,Work in team environment
AFFAGE217,Agroentrepreneurship NC II,BASIC,500311107,Practice career professionalism
AFFAGE217,Agroentrepreneurship NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAGE217,Agroentrepreneurship NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAGE217,Agroentrepreneurship NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAGE217,Agroentrepreneurship NC II,COMMON,HSC421201,Provide quality customer service
AFFAGE217,Agroentrepreneurship NC II,COMMON,HSC315202,Comply with quality and ethical standards
AFFAGE217,Agroentrepreneurship NC II,CORE,AFF243301,Assess market opportunities
AFFAGE217,Agroentrepreneurship NC II,CORE,AFF243302,Establish farm production plan
AFFAGE217,Agroentrepreneurship NC II,CORE,AFF243303,Handle finances
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311114,Use relevant technologies
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311110,Lead small teams
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311109,Lead workplace communication
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311112,Solve problems related to work activities
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311113,Use mathematical concepts and techniques
AFFAGE317,Agroentrepreneurship NC III,CORE,AFF243309,Conduct collective marketing
AFFAGE317,Agroentrepreneurship NC III,CORE,AFF243308,Mobilize farmers participation in capacity building activities
AFFAGE317,Agroentrepreneurship NC III,CORE,AFF243307,Implement financial management
AFFAGE317,Agroentrepreneurship NC III,CORE,AFF243306,Ensure product supply
AFFAGE317,Agroentrepreneurship NC III,CORE,AFF243305,Engage agroenterprise (AE) industry stakeholders
AFFAGE317,Agroentrepreneurship NC III,COMMON,HCS315202,Comply with quality and ethical standards
AFFAGE317,Agroentrepreneurship NC III,COMMON,HCS421201,Provide quality customer service
AFFAGE317,Agroentrepreneurship NC III,COMMON,AFF321203,Perform estimation and basic calculation
AFFAGE317,Agroentrepreneurship NC III,COMMON,AFF321201,Apply safety measures in farm operations
AFFAGE317,Agroentrepreneurship NC III,BASIC,500311111,Develop and practice negotiation skills
AFFAGE417,Agroentrepreneurship NC IV,COMMON,HCS315202,Comply with quality and ethical standards
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311118,"Collect, analyze and organize information"
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311117,Apply problem solving techniques in the workplace
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311119,Plan and organize work
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311115,Utilize specialized communication skills
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311116,Develop teams and individuals
AFFAGE417,Agroentrepreneurship NC IV,BASIC,500311120,Promote environmental protection
AFFAGE417,Agroentrepreneurship NC IV,COMMON,AFF321201,Apply safety measures in farm operations
AFFAGE417,Agroentrepreneurship NC IV,COMMON,AFF321203,Perform estimation and basic calculation
AFFAGE417,Agroentrepreneurship NC IV,COMMON,HCS421201,Provide quality customer service
AFFAGE417,Agroentrepreneurship NC IV,CORE,AFF242301,Capacitate farmers
AFFAGE417,Agroentrepreneurship NC IV,CORE,AFF242302,Facilitate engagement of the agroenterprise stakeholders
AFFAGE417,Agroentrepreneurship NC IV,CORE,AFF242303,Mobilize agroenterprise community
AFFAGE417,Agroentrepreneurship NC IV,CORE,AFF242304,Monitor and evaluate agroenterprise activities
HVCADS206,Air Duct Servicing NC II,BASIC,500311108,Practice occupational health and safety procedures
HVCADS206,Air Duct Servicing NC II,COMMON,HVC311201,"Observe procedures, specifications and manuals of instructions"
HVCADS206,Air Duct Servicing NC II,BASIC,500311106,Work in team environment
HVCADS206,Air Duct Servicing NC II,BASIC,500311105,Participate in workplace communication
HVCADS206,Air Duct Servicing NC II,CORE,HVC723336,Repair and maintain air duct system
HVCADS206,Air Duct Servicing NC II,CORE,HVC723334,Perform air duct testing
HVCADS206,Air Duct Servicing NC II,CORE,HVC723333,Install air duct system
HVCADS206,Air Duct Servicing NC II,CORE,HVC723332,Fabricate air ducts
HVCADS206,Air Duct Servicing NC II,CORE,HVC723331,Survey site for installation
HVCADS206,Air Duct Servicing NC II,COMMON,HVC311205,Document work accomplished
HVCADS206,Air Duct Servicing NC II,COMMON,HVC315201,Perform housekeeping and safety practices
HVCADS206,Air Duct Servicing NC II,CORE,HVC723335,Insulate air ducts
HVCADS206,Air Duct Servicing NC II,COMMON,HVC311205,Maintain tools and equipment
HVCADS206,Air Duct Servicing NC II,COMMON,HVC724201,Perform basic electrical works
HVCADS206,Air Duct Servicing NC II,COMMON,HVC713202,Perform basic benchworks
HVCADS206,Air Duct Servicing NC II,COMMON,HVC311203,Perform mensuration and calculation
HVCADS206,Air Duct Servicing NC II,COMMON,HVC713201,Prepare materials and tools
HVCADS206,Air Duct Servicing NC II,BASIC,500311107,Practice career professionalism
AFFAHC307,Animal Health Care and Management NC III,CORE,AGR321305,Collect and handle specimen
AFFAHC307,Animal Health Care and Management NC III,CORE,AGR321304,Handle and store drugs and biologics
AFFAHC307,Animal Health Care and Management NC III,CORE,AGR321303,Administer drugs and biologics
AFFAHC307,Animal Health Care and Management NC III,CORE,AGR321302,Apply bio-security measures
AFFAHC307,Animal Health Care and Management NC III,CORE,AGR321301,Restrain and handle animal
AFFAHC307,Animal Health Care and Management NC III,COMMON,AGR321203,Perform estimation and basic calculation
AFFAHC307,Animal Health Care and Management NC III,COMMON,AGR321202,Use farm tools and equipment
AFFAHC307,Animal Health Care and Management NC III,COMMON,AGR321201,Apply safety measures in farm operations
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311114,Use relevant technologies
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311113,Use mathematical concepts and techniques
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311112,Solve problems related to work activities
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311111,Develop and practice negotiation skills
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311110,Lead small teams
AFFAHC307,Animal Health Care and Management NC III,BASIC,500311109,Lead workplace communication
AFFAPP213,Animal Production (Poultry-Chicken) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAPP213,Animal Production (Poultry-Chicken) NC II,CORE,AFF622104,Trim beak
AFFAPP213,Animal Production (Poultry-Chicken) NC II,BASIC,500311105,Participate in workplace communication
AFFAPP213,Animal Production (Poultry-Chicken) NC II,BASIC,500311106,Work in team environment
AFFAPP213,Animal Production (Poultry-Chicken) NC II,BASIC,500311107,Practice career professionalism
AFFAPP213,Animal Production (Poultry-Chicken) NC II,BASIC,500311108,Practice occupational health and safety procedures
