Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,COMMON,CON311202,Interpret technical drawings and plans
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,CORE,CON833322,Perform basic preventive maintenance servicing for concreting and asphalting equipment
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,CORE,CON833323,Perform productive operation for transit mixer
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,COMMON,CON311204,Maintain tools and equipment
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,COMMON,CON931201,Prepare construction materials and tools
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,BASIC,500311108,Practice occupational health and safety procedures
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,CORE,CON833321,Perform pre- and post-operation procedures for concreting and asphalting equipment
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,BASIC,500311107,Practice career professionalism
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,BASIC,500311106,Work in team environment
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,BASIC,500311105,Participate in workplace communication
CONTMO207,Heavy Equipment Operation (Transit Mixer) NC II,COMMON,CON311203,Perform mensurations and calculations
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),COMMON,CON931201,Prepare construction materials and tools
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),CORE,CON833310,Perform basic preventive maintenance servicing for lifting equipment
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),CORE,CON833312,Perform productive operation for truck-mounted crane
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),BASIC,500311105,Participate in workplace communication
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),BASIC,500311106,Work in team environment
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),BASIC,500311107,Practice career professionalism
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),COMMON,CON311202,Interpret technical drawings and plans
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),CORE,CON833309,Perform pre- and post-operation procedures for lifting equipment
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),COMMON,CON311203,Perform mensurations and calculations
CONTMC207,Heavy Equipment Operation (Truck Mounted Crane) NC II (Superseded),COMMON,CON311204,Maintain tools and equipment
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,COMMON,CON311203,Perform mensurations and calculations
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,COMMON,CON311202,Interpret technical drawings and plans
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,COMMON,CON931201,Prepare construction materials and tools
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,COMMON,CON311204,Maintain tools and equipment
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,CORE,CON834301,Perform pre and post-operation procedures for truck mounted crane
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,CORE,CON834302,Perform basic preventive maintenance servicing for truck mounted crane
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,CORE,CON834303,Perform productive operation for truck mounted crane
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311326,Evaluate environmental work practices
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311324,Use information systematically
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311322,Work in a diverse environment
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311320,Lead small teams
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311319,Lead in workplace communication
CONTMC319,Heavy Equipment Operation (Truck Mounted Crane) NC III,BASIC,400311325,Evaluate occupational safety and health work practices
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,COMMON,CON311203,Perform mensurations and calculations
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,CORE,CON833304,Perform productive operation for wheel loader
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,COMMON,CON311202,Interpret technical drawings and plans
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,COMMON,CON931201,Prepare construction materials and tools
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,BASIC,500311108,Practice occupational health and safety procedures
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,BASIC,500311107,Practice career professionalism
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,BASIC,500311106,Work in team environment
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,BASIC,500311105,Participate in workplace communication
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,COMMON,CON311204,Maintain tools and equipment
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,CORE,CON833301,Perform pre- and post-operation procedures for earth-moving equipment
CONWLO207,Heavy Equipment Operation (Wheel Loader) NC II,CORE,CON833302,Perform basic preventive maintenance servicing for earth-moving equipment
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,CORE,CON723306,Service power train system II
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,BASIC,500311105,Participate in workplace communication
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,CORE,CON723307,Service hydraulic system II
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,BASIC,500311106,Work in team environment
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,CORE,CON723308,Service undercarriage system II
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,BASIC,500311107,Practice career professionalism
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,BASIC,500311108,Practice occupational health and safety procedures
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,COMMON,CON931201,Prepare construction materials and tools
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,COMMON,CON311202,Interpret technical drawings and plans
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,COMMON,CON311203,Perform mensurations and calculations
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,COMMON,CON311204,Maintain tools and equipment
CONHEM206,Heavy Equipment Servicing (Mechanical) NC II,CORE,CON723305,Service engine system II
HHCHIL208,Hilot (Wellness Massage) NC II,CORE,HCS222302,Provide pre-service to hilot client/s
HHCHIL208,Hilot (Wellness Massage) NC II,CORE,HCS222303,Apply hilot wellness massage techniques
HHCHIL208,Hilot (Wellness Massage) NC II,CORE,HCS222304,Provide post advice and post-services to hilot clients
HHCHIL208,Hilot (Wellness Massage) NC II,BASIC,500311105,Participate in workplace communication
HHCHIL208,Hilot (Wellness Massage) NC II,BASIC,500311106,Work in team environment
HHCHIL208,Hilot (Wellness Massage) NC II,BASIC,500311107,Practice career professionalism
HHCHIL208,Hilot (Wellness Massage) NC II,BASIC,500311108,Practice occupational health and safety procedures
HHCHIL208,Hilot (Wellness Massage) NC II,COMMON,HCS323201,Implement and monitor infection control policies and procedures
HHCHIL208,Hilot (Wellness Massage) NC II,COMMON,HCS323202,Respond effectively to difficult/challenging behavior
HHCHIL208,Hilot (Wellness Massage) NC II,COMMON,HCS323203,Apply basic first aid
HHCHIL208,Hilot (Wellness Massage) NC II,COMMON,HCS323204,Maintain high standards of patient/client services
HHCHIL208,Hilot (Wellness Massage) NC II,CORE,HCS222301,Plan the hilot wellness program of client/s
AFFHTC204,Horticulture NC II (Superseded),CORE,AGR611103,Produce fruit bearing crops
AFFHTC204,Horticulture NC II (Superseded),CORE,AGR611104,Perform post harvest operations of major tropical fruits
AFFHTC204,Horticulture NC II (Superseded),CORE,AGR611105,Perform post harvest operations of major lowland and semi-temperate vegetable crops
AFFHTC204,Horticulture NC II (Superseded),BASIC,500311105,Participate in workplace communication
AFFHTC204,Horticulture NC II (Superseded),BASIC,500311106,Work in team environment
AFFHTC204,Horticulture NC II (Superseded),BASIC,500311107,Practice career professionalism
AFFHTC204,Horticulture NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
AFFHTC204,Horticulture NC II (Superseded),COMMON,AGR321201,Apply safety measures in farm operations
AFFHTC204,Horticulture NC II (Superseded),COMMON,AGR321202,Use farm tools and equipment
AFFHTC204,Horticulture NC II (Superseded),COMMON,AGR321203,Perform estimation and basic calculation
AFFHTC204,Horticulture NC II (Superseded),CORE,AGR611101,Conduct pre-horticultural farm operations
AFFHTC204,Horticulture NC II (Superseded),CORE,AGR611102,Produce vegetables
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611325,Follow site quarantine procedures
AFFHTC306,Horticulture NC III,CORE,AGR611319,Undertake propagation activities
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611327,Handle bulk materials in storage area
AFFHTC306,Horticulture NC III,BASIC,500311109,Lead workplace communication
AFFHTC306,Horticulture NC III,BASIC,500311110,Lead small teams
AFFHTC306,Horticulture NC III,BASIC,500311111,Develop and practice negotiation skills
AFFHTC306,Horticulture NC III,BASIC,500311112,Solve problems related to work activities
AFFHTC306,Horticulture NC III,BASIC,500311113,Use mathematical concepts and techniques
AFFHTC306,Horticulture NC III,BASIC,500311114,Use relevant technologies
AFFHTC306,Horticulture NC III,COMMON,AGR321201,Apply safety measures in farm operations
AFFHTC306,Horticulture NC III,COMMON,AGR321202,Use farm tools and equipment
AFFHTC306,Horticulture NC III,COMMON,AGR321203,Perform estimation and basic calculation
AFFHTC306,Horticulture NC III,CORE,AGR611310,Prepare land for agricultural crop production
AFFHTC306,Horticulture NC III,CORE,AGR611311,Implement post-harvest program
AFFHTC306,Horticulture NC III,CORE,AGR611312,Implement plant nutrition program
AFFHTC306,Horticulture NC III,CORE,AGR611313,Control weeds
AFFHTC306,Horticulture NC III,CORE,AGR611314,Prepare and apply chemicals
AFFHTC306,Horticulture NC III,CORE,AGR611315,Establish horticultural crops
AFFHTC306,Horticulture NC III,CORE,AGR611316,Coordinate horticultural maintenance program
AFFHTC306,Horticulture NC III,CORE,AGR611317,Coordinate horticultural crop harvesting
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611328,Prepare grain storage
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611329,Comply with industry quality assurance requirements
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611326,Collect samples for a rural production or horticultural monitoring program
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611330,Maintain and monitor environmental work practices
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611331,Keep records for farm business
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611332,Perform specialized machinery maintenance
AFFHTC306,Horticulture NC III,ELECTIVE,AGR611333,Install irrigation systems
AFFHTC306,Horticulture NC III,CORE,AGR611318,Undertake field budding and grafting
TRSHSK213,Housekeeping NC II,CORE,TRS5123114,Laundry linen and guest clothes
TRSHSK213,Housekeeping NC II,COMMON,TRS311202,Observe workplace hygiene procedures
TRSHSK213,Housekeeping NC II,COMMON,TRS311201,Develop and update industry knowledge
TRSHSK213,Housekeeping NC II,COMMON,TRS311203,Perform computer operations
TRSHSK213,Housekeeping NC II,BASIC,500311107,Practice career professionalism
TRSHSK213,Housekeeping NC II,COMMON,TRS311204,Perform workplace and safety practices
TRSHSK213,Housekeeping NC II,BASIC,500311105,Participate in workplace communication
TRSHSK213,Housekeeping NC II,COMMON,TRS311205,Provide effective customer service
TRSHSK213,Housekeeping NC II,CORE,TRS5123111,Provide housekeeping services to guests
TRSHSK213,Housekeeping NC II,CORE,TRS5123112,Clean and prepare rooms for incoming guests
TRSHSK213,Housekeeping NC II,CORE,TRS5123113,Provide valet/butler service
TRSHSK213,Housekeeping NC II,CORE,TRS5123115,"Clean public areas, facilities and equipment"
TRSHSK213,Housekeeping NC II,CORE,TRS5123122,Deal with/handle intoxicated guests
TRSHSK213,Housekeeping NC II,BASIC,500311108,Practice occupational health and safety procedures
TRSHSK213,Housekeeping NC II,BASIC,500311106,Work in team environment
TRSHSK205,Housekeeping NC II (Superseded),COMMON,TRS311203,Perform computer operations
TRSHSK205,Housekeeping NC II (Superseded),COMMON,TRS311205,Provide effective customer service
TRSHSK205,Housekeeping NC II (Superseded),COMMON,TRS311204,Perform workplace and safety practices
TRSHSK205,Housekeeping NC II (Superseded),BASIC,500311105,Participate in workplace communication
TRSHSK205,Housekeeping NC II (Superseded),BASIC,500311106,Work in team environment
TRSHSK205,Housekeeping NC II (Superseded),BASIC,500311107,Practice career professionalism
TRSHSK205,Housekeeping NC II (Superseded),CORE,TRS512307,Provide housekeeping services to guest
TRSHSK205,Housekeeping NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
TRSHSK205,Housekeeping NC II (Superseded),COMMON,TRS311201,Develop and update industry knowledge
TRSHSK205,Housekeeping NC II (Superseded),CORE,TRS512311,Laundry linen and guest clothes
TRSHSK205,Housekeeping NC II (Superseded),CORE,TRS512308,Prepare rooms for guest
TRSHSK205,Housekeeping NC II (Superseded),CORE,TRS512310,Provide valet service
TRSHSK205,Housekeeping NC II (Superseded),CORE,TRS512309,Clean premises
TRSHSK205,Housekeeping NC II (Superseded),COMMON,TRS311202,Observe workplace hygiene procedures
TRSHSK319,Housekeeping NC III,BASIC,400311325,Evaluate occupational safety and health work practices
TRSHSK319,Housekeeping NC III,CORE,TRS515304,"Supervise laundry of linen, uniform and guest clothes"
TRSHSK319,Housekeeping NC III,BASIC,400311324,Use information systematically
TRSHSK319,Housekeeping NC III,BASIC,400311326,Evaluate environmental work practices
TRSHSK319,Housekeeping NC III,BASIC,400311319,Lead in workplace communication
TRSHSK319,Housekeeping NC III,BASIC,400311320,Lead small teams
TRSHSK319,Housekeeping NC III,BASIC,400311321,Apply critical thinking and problem solving techniques in the workplace
TRSHSK319,Housekeeping NC III,BASIC,400311322,Work in a diverse environment
TRSHSK319,Housekeeping NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
TRSHSK319,Housekeeping NC III,BASIC,400311327,Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)
TRSHSK319,Housekeeping NC III,COMMON,TRS141205,Control and order stock
TRSHSK319,Housekeeping NC III,COMMON,TRS141201,Receive and resolve customer complaints
TRSHSK319,Housekeeping NC III,COMMON,TRS141202,Work cooperatively in a general administration environment
TRSHSK319,Housekeeping NC III,COMMON,TRS141203,Maintain quality customer/guest service
TRSHSK319,Housekeeping NC III,COMMON,TRS141204,Roster staff
TRSHSK319,Housekeeping NC III,COMMON,TRS141206,Prepare and deliver training sessions
TRSHSK319,Housekeeping NC III,COMMON,TRS311207,"Plan, conduct and evaluate staff performance assessment"
TRSHSK319,Housekeeping NC III,CORE,TRS515301,Supervise room cleaning and maintenance requirement
TRSHSK319,Housekeeping NC III,CORE,TRS515302,Supervise housekeeping services to guests
TRSHSK319,Housekeeping NC III,CORE,TRS515303,Implement lost and found procedures
TRSHSK307,Housekeeping NC III (Superseded),COMMON,TRS311207,Control and order stock
TRSHSK307,Housekeeping NC III (Superseded),CORE,TRS512374,"Escort, carry and store valuable items"
TRSHSK307,Housekeeping NC III (Superseded),COMMON,TRS311206,Roster staff
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311114,Use relevant technologies
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311112,Solve problems related to work activities
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311110,Lead small teams
TRSHSK307,Housekeeping NC III (Superseded),BASIC,500311109,Lead workplace communication
TRSHSK307,Housekeeping NC III (Superseded),COMMON,TRS311208,Train small groups
TRSHSK307,Housekeeping NC III (Superseded),COMMON,TRS311209,Establish and conduct business relationships
TRSHSK307,Housekeeping NC III (Superseded),CORE,TRS512371,"Plan and schedule routine maintenance, repairs and modifications"
TRSHSK307,Housekeeping NC III (Superseded),CORE,TRS512372,Contribute to the implementation of emergency procedures
TRSHSK307,Housekeeping NC III (Superseded),CORE,TRS512373,Observe and monitor people
TRSHSK419,Housekeeping NC IV,COMMON,TRS141213,Plan and implement a series of training events
TRSHSK419,Housekeeping NC IV,BASIC,500311407,"Lead in improvement of occupational safety and health (OSH) programs, policies and procedures"
TRSHSK419,Housekeeping NC IV,BASIC,500311401,Utilize specialized communication skill
TRSHSK419,Housekeeping NC IV,BASIC,500311402,Develop and lead teams
TRSHSK419,Housekeeping NC IV,BASIC,500311403,Perform higher-order thinking processes and apply techniques in the workplace
TRSHSK419,Housekeeping NC IV,BASIC,500311404,Contribute to the practice of social justice in the workplace
TRSHSK419,Housekeeping NC IV,BASIC,500311405,Manage innovative work instructions
TRSHSK419,Housekeeping NC IV,COMMON,TRS141214,Use the assessment system for training outcomes
TRSHSK419,Housekeeping NC IV,BASIC,500311406,Manage and evaluate usage of information
TRSHSK419,Housekeeping NC IV,BASIC,500311408,"Lead towards improvement of environmental work programs, policies and procedures"
TRSHSK419,Housekeeping NC IV,BASIC,500311409,Sustain entrepreneurial skills
TRSHSK419,Housekeeping NC IV,COMMON,TRS141208,Maintain hospitality industry knowledge
TRSHSK419,Housekeeping NC IV,COMMON,TRS141209,Perform child protection duties relevant to the tourism industry
TRSHSK419,Housekeeping NC IV,CORE,TRS515309,Manage laundry/valet service
TRSHSK419,Housekeeping NC IV,CORE,TRS515305,"Plan and schedule routine maintenance, repairs of physical assets"
TRSHSK419,Housekeeping NC IV,CORE,TRS515306,Plan and manage housekeeping services for guests
TRSHSK419,Housekeeping NC IV,CORE,TRS515307,Manage lost and found procedures
TRSHSK419,Housekeeping NC IV,CORE,TRS515308,"Manage inventory, storage and issuance of linen and uniforms"
TRSHSK419,Housekeeping NC IV,COMMON,TRS141210,Develop and supervise operational approaches
TRSHSK419,Housekeeping NC IV,COMMON,TRS141211,Manage quality customer service
TRSHSK419,Housekeeping NC IV,COMMON,TRS141212,Manage finances within a budget
TRSHSK407,Housekeeping NC IV (Superseded),COMMON,TRS311212,Manage finances within a budget
TRSHSK407,Housekeeping NC IV (Superseded),COMMON,TRS311213,Manage quality customer service
TRSHSK407,Housekeeping NC IV (Superseded),COMMON,TRS311210,Conduct assessment
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311120,Promote environmental protection
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311119,Plan and organize work
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311118,"Collect, analyze and organize information"
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311117,Apply problem solving techniques in the workplace
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311116,Develop teams and individuals
TRSHSK407,Housekeeping NC IV (Superseded),BASIC,500311115,Utilize specialized communication skills
TRSHSK407,Housekeeping NC IV (Superseded),CORE,TRS512378,Provide for the safety of VIPs
TRSHSK407,Housekeeping NC IV (Superseded),CORE,TRS512376,Manage physical assets
TRSHSK407,Housekeeping NC IV (Superseded),CORE,TRS512377,Manage stock purchases and inventory
TRSHSK407,Housekeeping NC IV (Superseded),CORE,TRS512379,Provide a lost and found facility
TRSHSK407,Housekeeping NC IV (Superseded),COMMON,TRS311211,Manage workplace diversity
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311110,Lead small teams
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311111,Develop and practice negotiation skills
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311112,Solve problems related to work activities
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311113,Use mathematical concepts and techniques
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311114,Use relevant technologies
HVCIPR306,Ice Plant Refrigeration Servicing NC III,BASIC,500311109,Lead workplace communication
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,CON311201,"Observe procedures, specifications and manuals of instructions"
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC311203,Perform mensuration and calculation
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC713202,Perform basic benchworks
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC724201,Perform basic electrical works
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC311205,Maintain tools and equipment
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC315201,Perform housekeeping and safety practices
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC311205,Document work accomplished
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723322,Survey site for installation of ice plant refrigeration equipment
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723323,Install ice plant refrigeration piping system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723324,Install ice plant refrigeration electrical system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723325,Install ice plant refrigeration equipment
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723326,Service and maintain ice plant refrigeration system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723327,Troubleshoot ice plant refrigeration system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723328,Recover and recycle refrigerant from ice plant refrigeration system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723329,Repair and retrofit ice plant refrigeration system and its accessories
HVCIPR306,Ice Plant Refrigeration Servicing NC III,CORE,HVC723330,Perform start-up and commissioning for ice plant refrigeration system
HVCIPR306,Ice Plant Refrigeration Servicing NC III,COMMON,HVC713201,Prepare materials and tools
VSAILU208,Illustration NC II,COMMON,TRS311203,Perform computer operations
VSAILU208,Illustration NC II,BASIC,500311107,Practice career professionalism
VSAILU208,Illustration NC II,BASIC,500311108,Practice occupational health and safety procedures
VSAILU208,Illustration NC II,COMMON,TRS311201,Develop and update industry knowledge
VSAILU208,Illustration NC II,BASIC,500311106,Work in team environment
VSAILU208,Illustration NC II,BASIC,500311105,Participate in workplace communication
VSAILU208,Illustration NC II,CORE,VSA245305,"Prepare, Store and Maintain Finished Work"
VSAILU208,Illustration NC II,CORE,VSA245304,Use drawing techniques to represent the object of idea
VSAILU208,Illustration NC II,CORE,VSA245303,Develop and articulate concept for own work
VSAILU208,Illustration NC II,CORE,VSA245302,Source concept for own work
VSAILU208,Illustration NC II,CORE,VSA245301,Apply techniques to produce drawings
VSAILU208,Illustration NC II,COMMON,VSA313202,Select and prepare work for exhibition
VSAILU208,Illustration NC II,COMMON,VSA313201,Develop self as an artist
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311215,Present relevant information
ELCICS223,Instrumentation and Control Servicing NC II,CORE,ELC311314,Configure Instrumentation and Control  Devices
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311210,Participate in workplace communication
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311211,Work in team environment
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311212,Solve/address general workplace problems
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311213,Develop career and life decisions
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311214,Contribute to workplace innovation
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
ELCICS223,Instrumentation and Control Servicing NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311205,Use hand tools
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311201,Perform mensuration and calculation
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311204,Apply quality standards
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311203,Perform computer operations
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311206,Terminate and connect electrical wiring and electronic circuits
ELCICS223,Instrumentation and Control Servicing NC II,COMMON,ELC311209,Test electronic components
ELCICS223,Instrumentation and Control Servicing NC II,CORE,ELC311313,Install Instrumentation and Control Devices
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),CORE,ELC724301,Install instrumentation and control devices
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC724202,Terminate and connect electrical wiring and electronic circuits
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC311203,Perform computer operations
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC315202,Apply quality standards
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC311201,Perform mensuration and calculation
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),COMMON,ELC724201,Use hand tools
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),BASIC,500311107,Practice career professionalism
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),BASIC,500311106,Work in team environment
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),BASIC,500311105,Participate in workplace communication
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),CORE,ELC724302,Calibrate instrumentation and control devices
ELCICS206,Instrumentation and Control Servicing NC II (Superseded),CORE,ELC724303,Configure instrumentation and control devices
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311326,Evaluate environmental work practices
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311202,Prepare and interpret technical drawing
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311206,Terminate and connect electrical wiring and electronic circuits
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311209,Test electronic components
ELCICS323,Instrumentation and Control Servicing NC III,CORE,ELC311315,Calibrate instrumentation and control devices
ELCICS323,Instrumentation and Control Servicing NC III,CORE,ELC311316,"Maintain, troubleshoot & repair instrumentation and control devices"
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311325,Evaluate occupational safety and health work practices
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311324,Use information systematically
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311323,Propose methods of applying learning and innovation in the organization
ELCICS323,Instrumentation and Control Servicing NC III,BASIC,400311322,Work in a diverse environment
ELCICS323,Instrumentation and Control Servicing NC III,COMMON,ELC311204,Apply quality standards
