PUFHHNUM,PUFPWGTPRV,PUFSVYMO,PUFSVYYR,PUFPSU,PUFRPL,PUFHHSIZE,PUFC01_LNO,PUFC03_REL,PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC08_CONWR,PUFC09_WORK,PUFC09A_WORK,PUFC10_JOB,PUFC11A_PROVMUN,PUFC13_PROCC,PUFC15_PKB,PUFC16_NATEM,PUFC17_PNWHRS,PUFC18_PHOURS,PUFC19_PWMORE,PUFC20_PLADDW,PUFC20B_FTWORK,PUFC21_PCLASS,PUFC22_OJOB,PUFC23_THOURS,PUFC24_WWM48H,PUFC25_LOOKW,PUFC25B_FTWORK,PUFC26_WYNOT,PUFC27_AVAIL,PUFC28_PREVJOB,PUFC29_YEAR,PUFC29_MONTH,PUFC31_POCC,PUFC33_QKB,PUFNEWEMPSTAT,PUFURB2020
004273,001045.0385,03,2025,00356,075,09,01,01,1,47,2,10013,5,1,1, ,2615,62,03,2,05,035,2,2,2,3,2,035,20, , ,  , , ,    ,  ,  ,  ,1,2
004273,001179.7411,03,2025,00356,075,09,02,02,2,42,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2023,06,75,10,3,2
004273,002188.5029,03,2025,00356,075,09,03,03,1,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004273,001458.7307,03,2025,00356,075,09,04,04,2,17,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004273,002188.5029,03,2025,00356,075,09,05,07,1,23,3,10018,5,1,1, ,2615,52,47,2,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
004273,001458.7307,03,2025,00356,075,09,06,04,2,20,3,35011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2024,06,52,47,3,2
004273,001708.2644,03,2025,00356,075,09,07,10,2,05,1,00000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004273,001584.5951,03,2025,00356,075,09,08,09,1,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004273,000635.9776,03,2025,00356,075,09,09,12,2,82,4,10013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,1992,05,52,47,3,2
004274,001398.5976,03,2025,00356,075,02,01,01,1,55,2,60413,5,1,1, ,2615,33,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004274,001546.3573,03,2025,00356,075,02,02,02,2,52,2,60111,5,1,1, ,2604,23,85,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004275,001029.6199,03,2025,00356,075,03,01,01,1,42,2,24015,5,1,1, ,2615,62,03,2,04,012,1,2,2,3,2,012,20, , ,  , , ,    ,  ,  ,  ,1,2
004275,001179.7411,03,2025,00356,075,03,02,02,2,44,2,24015,5,1,1, ,2615,91,96,2,06,006,1,2,2,0,2,006,30, , ,  , , ,    ,  ,  ,  ,1,2
004275,001458.7307,03,2025,00356,075,03,03,06,2,17,1,24013,5,1,1, ,2615,92,03,2,02,006,2,2,2,6,2,006,20, , ,  , , ,    ,  ,  ,  ,1,2
004276,001398.5976,03,2025,00356,075,01,01,01,1,59,2,60111,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,01,2,1,2020,08,83,47,3,2
004277,001398.5976,03,2025,00356,075,10,01,01,1,57,2,10018,5,1,1, ,2615,61,01,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
004277,001759.5891,03,2025,00356,075,10,02,02,2,57,2,10011,5,1,1, ,2615,92,01,1,08,056,2,2,2,6,1,064,11, , ,  , , ,    ,  ,  ,  ,1,2
004277,001458.7307,03,2025,00356,075,10,03,04,2,21,1,60002,5,1,1, ,2615,92,01,1,08,008,2,2,2,6,2,008,29, , ,  , , ,    ,  ,  ,  ,1,2
004277,001458.7307,03,2025,00356,075,10,04,04,2,20,1,60002,5,1,1, ,2615,92,01,1,08,008,2,2,2,6,2,008,29, , ,  , , ,    ,  ,  ,  ,1,2
004277,002188.5029,03,2025,00356,075,10,05,03,1,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,1,2025,02,92,01,3,2
004277,001628.1069,03,2025,00356,075,10,06,03,1,25,1,10015,5,1,1, ,2615,62,03,2,04,012,2,2,2,3,2,012,20, , ,  , , ,    ,  ,  ,  ,1,2
004277,001628.1069,03,2025,00356,075,10,07,07,1,27,3,24013,5,1,1, ,2615,93,41,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004277,001458.7307,03,2025,00356,075,10,08,04,2,23,3,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2021,06,91,96,3,2
004277,001708.2644,03,2025,00356,075,10,09,10,2,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004277,001584.5951,03,2025,00356,075,10,10,09,1,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004278,001628.1069,03,2025,00356,075,06,01,01,1,33,3,10012,5,1,1, ,2615,92,03,2,10,030,2,2,2,1,2,030,20, , ,  , , ,    ,  ,  ,  ,1,2
004278,001314.9929,03,2025,00356,075,06,02,02,2,26,3,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2013,08,92,01,3,2
004278,001584.5951,03,2025,00356,075,06,03,03,1,11,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004278,001584.5951,03,2025,00356,075,06,04,03,1,09,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004278,001584.5951,03,2025,00356,075,06,05,03,1,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004278,001584.5951,03,2025,00356,075,06,06,03,1,00, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004279,001230.9647,03,2025,00356,075,02,01,01,1,73,2,61041,5,1,1, ,2615,13,11,1,06,042,2,2,2,4,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
004279,000635.9776,03,2025,00356,075,02,02,02,2,71,2,60913,5,1,1, ,2615,44,11,1,04,028,2,2,2,6,2,028,20, , ,  , , ,    ,  ,  ,  ,1,2
004280,001230.9647,03,2025,00356,075,02,01,01,1,77,2,10014,5,1,1, ,2615,52,47,1,01,007,2,2,2,6,2,007,31, , ,  , , ,    ,  ,  ,  ,1,2
004280,000635.9776,03,2025,00356,075,02,02,02,2,74,2,24015,5,1,1, ,2615,52,47,1,10,060,2,2,2,3,2,060,11, , ,  , , ,    ,  ,  ,  ,1,2
004281,001029.6199,03,2025,00356,075,03,01,01,1,41,2,70421,5,1,1, ,2615,11,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004281,001546.3573,03,2025,00356,075,03,02,02,2,49,2,70111,5,1,1, ,2615,23,85,1,08,040,2,2,2,1,1,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004281,001708.2644,03,2025,00356,075,03,03,04,2,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004282,001314.9929,03,2025,00356,075,02,01,01,2,32,3,60732,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2024,06,52,47,3,2
004282,001708.2644,03,2025,00356,075,02,02,04,2,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004283,001029.6199,03,2025,00356,075,05,01,01,1,36,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2025,02,93,41,3,2
004283,001314.9929,03,2025,00356,075,05,02,02,2,30,2,24011,5,1,1, ,2615,91,96,2,08,048,2,2,2,0,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004283,001708.2644,03,2025,00356,075,05,03,04,2,13,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004283,001584.5951,03,2025,00356,075,05,04,03,1,10,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004283,001708.2644,03,2025,00356,075,05,05,04,2,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004284,001398.5976,03,2025,00356,075,07,01,01,1,62,3,60002,5,1,1, ,2615,83,49,2,08,032,2,2,2,1,2,032,20, , ,  , , ,    ,  ,  ,  ,1,2
004284,001314.9929,03,2025,00356,075,07,02,02,2,32,3,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,11,52,47,3,2
004284,001708.2644,03,2025,00356,075,07,03,04,2,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004284,001708.2644,03,2025,00356,075,07,04,04,2,09,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004284,001708.2644,03,2025,00356,075,07,05,04,2,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004284,001458.7307,03,2025,00356,075,07,06,18,2,19,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004284,001314.9929,03,2025,00356,075,07,07,18,2,29,1,35013,5,1,1, ,2615,52,47,1,11,066,2,2,2,1,2,066,11, , ,  , , ,    ,  ,  ,  ,1,2
004285,001045.0385,03,2025,00356,075,02,01,01,1,53,1,10015,5,1,1, ,2615,92,01,1,04,028,2,2,2,1,1,030,20, , ,  , , ,    ,  ,  ,  ,1,2
004285,001628.1069,03,2025,00356,075,02,02,26,1,28,1,24012,5,1,1, ,2615,52,47,1,08,016,2,2,2,1,2,016,29, , ,  , , ,    ,  ,  ,  ,1,2
004286,005907.4463,03,2025,02434,075,10,01,01,2,39,1,60611,5,1,1, ,3747,44,84,2,08,040,2,2,2,2,1,041,  , , ,  , , ,    ,  ,  ,  ,1,2
004286,005775.7078,03,2025,02434,075,10,02,11,1,64,2,24015,5,1,1, ,3725,13,01,1,05,030,2,2,2,4,2,030,25, , ,  , , ,    ,  ,  ,  ,1,2
004286,005438.3976,03,2025,02434,075,10,03,12,2,72,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2010,01,92,01,3,2
004286,006146.7774,03,2025,02434,075,10,04,21,1,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004286,004450.6165,03,2025,02434,075,10,05,15,1,36,3,60314,5,1,1, ,3725,92,01,1,05,015,1,2,2,6,2,015,25, , ,  , , ,    ,  ,  ,  ,1,2
004286,005907.4463,03,2025,02434,075,10,06,18,2,35,3,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,09, ,1,2008,06,52,47,3,2
004286,005297.1738,03,2025,02434,075,10,07,22,2,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004286,004463.7917,03,2025,02434,075,10,08,21,1,12,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004286,004463.7917,03,2025,02434,075,10,09,21,1,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004286,005297.1738,03,2025,02434,075,10,10,22,2,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004287,003537.6231,03,2025,02434,075,04,01,01,1,46,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,1,2,  ,1,1,2025,02,92,01,2,2
004287,003430.0950,03,2025,02434,075,04,02,02,2,54,2,24015,5,1,1, ,3725,33,84,2,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004287,004034.0408,03,2025,02434,075,04,03,04,2,23,1,60913,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,1,1,2025,03,53,86,2,2
004287,006146.7774,03,2025,02434,075,04,04,03,1,16,1,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004288,006014.1031,03,2025,02434,075,01,01,01,2,26,3,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,2,    ,  ,  ,  ,3,2
004289,006014.1031,03,2025,02434,075,02,01,01,2,28,1,60111,5,1,1, ,3725,44,85,2,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004289,006146.7774,03,2025,02434,075,02,02,15,1,17,1,35011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004290,004893.9248,03,2025,02434,075,06,01,01,2,55,4,24012,5,1,1, ,3725,61,01,2,01,007,1,2,2,3,2,007,20, , ,  , , ,    ,  ,  ,  ,1,2
004290,004034.0408,03,2025,02434,075,06,02,04,2,19,1,35013,5,1,1, ,3747,52,47,2,08,048,2,2,1,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004290,004463.7917,03,2025,02434,075,06,03,03,1,14,1,24011, ,1,1, ,3725,92,01, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004290,004034.0408,03,2025,02434,075,06,04,04,2,24,3,35013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2019,03,52,47,3,2
004290,009945.3120,03,2025,02434,075,06,05,07,1,25,3,24013,5,1,1, ,3747,74,43,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004290,004463.7917,03,2025,02434,075,06,06,09,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004291,005775.7078,03,2025,02434,075,01,01,01,1,58,4,00000,5,1,1, ,3725,61,01,1,03,009,1,1,2,3,2,009,25, , ,  , , ,    ,  ,  ,  ,1,2
004292,006146.7774,03,2025,02434,075,05,01,01,1,20,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004292,003537.6231,03,2025,02434,075,05,02,11,1,47,6,10015,5,1,1, ,3725,61,01,1,02,014,1,1,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
004292,006146.7774,03,2025,02434,075,05,03,15,1,17,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004292,004034.0408,03,2025,02434,075,05,04,16,2,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004292,004463.7917,03,2025,02434,075,05,05,15,1,13,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004293,003430.0950,03,2025,02434,075,06,01,01,2,49,4,24015,5,1,1, ,3746,61,01,1,03,006,1,1,2,3,2,006,20, , ,  , , ,    ,  ,  ,  ,1,2
004293,006146.7774,03,2025,02434,075,06,02,03,1,22,1,34013,5,1,1, ,3725,92,01,2,06,018,2,2,2,6,2,018,30, , ,  , , ,    ,  ,  ,  ,1,2
004293,004034.0408,03,2025,02434,075,06,03,04,2,20,1,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004293,004034.0408,03,2025,02434,075,06,04,04,2,18,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004293,004034.0408,03,2025,02434,075,06,05,04,2,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004293,004463.7917,03,2025,02434,075,06,06,03,1,13,1,10018, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004294,004450.6165,03,2025,02434,075,02,01,01,1,39,1,24012,5,1,1, ,3725,92,01,2,08,024,1,1,2,1,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
004294,003537.6231,03,2025,02434,075,02,02,15,1,48,1,10018,5,1,1, ,3725,92,01,2,08,032,1,1,2,1,2,032,20, , ,  , , ,    ,  ,  ,  ,1,2
004295,005775.7078,03,2025,02434,075,11,01,01,1,58,2,24015,5,1,1, ,3725,61,01,1,04,028,1,1,2,3,2,028,20, , ,  , , ,    ,  ,  ,  ,1,2
004295,004893.9248,03,2025,02434,075,11,02,02,2,59,2,10018,5,1,1, ,3725,92,01,2,03,021,1,2,2,6,2,021,20, , ,  , , ,    ,  ,  ,  ,1,2
004295,006146.7774,03,2025,02434,075,11,03,03,1,24,1,60111,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004295,004034.0408,03,2025,02434,075,11,04,04,2,22,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004295,004034.0408,03,2025,02434,075,11,05,04,2,20,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004295,009945.3120,03,2025,02434,075,11,06,03,1,30,2,60314,5,1,1, ,3747,42,47,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
004295,006014.1031,03,2025,02434,075,11,07,06,2,30,2,60111,5,1,1, ,3747,23,85,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004295,006014.1031,03,2025,02434,075,11,08,04,2,28,6,60111,5,1,1, ,3725,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004295,004463.7917,03,2025,02434,075,11,09,09,1,09,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004295,006014.1031,03,2025,02434,075,11,10,04,2,26,3,60413,5,1,1, ,3747,41,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
004295,005297.1738,03,2025,02434,075,11,11,10,2,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004296,005775.7078,03,2025,02434,075,06,01,01,1,63,2,10018,5,1,1, ,3725,61,01,1,02,014,1,1,2,3,2,014,25, , ,  , , ,    ,  ,  ,  ,1,2
004296,004893.9248,03,2025,02434,075,06,02,02,2,56,2,10018,5,1,1, ,3725,92,01,2,02,006,2,2,2,6,2,006,30, , ,  , , ,    ,  ,  ,  ,1,2
004296,004034.0408,03,2025,02434,075,06,03,04,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004296,004034.0408,03,2025,02434,075,06,04,04,2,21,1,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004296,004463.7917,03,2025,02434,075,06,05,03,1,13,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004296,004463.7917,03,2025,02434,075,06,06,09,1,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004297,006238.5912,03,2025,01189,075,01,01,01,1,73,4,10013,5,1,1, ,3729,61,01,1,04,008,2,2,2,3,1,015,31, , ,  , , ,    ,  ,  ,  ,1,2
004298,010050.3153,03,2025,01189,075,04,01,01,1,33,2,24011,5,1,1, ,3729,61,01,1,06,036,2,2,2,3,1,043,  , , ,  , , ,    ,  ,  ,  ,1,2
004298,006077.6005,03,2025,01189,075,04,02,02,2,28,2,24012,5,1,1, ,3729,61,01,2,01,007,2,2,2,3,2,007,22, , ,  , , ,    ,  ,  ,  ,1,2
004298,004510.9207,03,2025,01189,075,04,03,03,1,07,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004298,004510.9207,03,2025,01189,075,04,04,03,1,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004299,005969.8175,03,2025,01189,075,02,01,01,2,44,3,10018,5,1,1, ,3729,61,01,1,01,007,2,1,2,3,1,014,20, , ,  , , ,    ,  ,  ,  ,1,2
004299,005353.1017,03,2025,01189,075,02,02,04,2,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004300,005836.6881,03,2025,01189,075,02,01,01,1,62,2,10015,5,1,1, ,3729,61,01,1,06,036,2,2,2,3,1,043,  , , ,  , , ,    ,  ,  ,  ,1,2
004300,005495.8165,03,2025,01189,075,02,02,02,2,65,2,10014,5,2, ,3,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,03,2,1,2025,02,92,01,3,2
004301,005836.6881,03,2025,01189,075,04,01,01,1,64,3,10014,5,1,1, ,3729,61,01,1,06,036,2,2,2,3,1,043,  , , ,  , , ,    ,  ,  ,  ,1,2
004301,006077.6005,03,2025,01189,075,04,02,02,2,28,3,10013,5,1,1, ,3729,92,01,1,06,036,2,2,2,6,2,036,25, , ,  , , ,    ,  ,  ,  ,1,2
004301,005353.1017,03,2025,01189,075,04,03,04,2,12,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004301,004510.9207,03,2025,01189,075,04,04,03,1,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004302,003574.9735,03,2025,01189,075,04,01,01,1,46,2,10014,5,1,1, ,3729,83,49,1,06,036,2,2,2,3,1,043,  , , ,  , , ,    ,  ,  ,  ,1,2
004302,003466.3102,03,2025,01189,075,04,02,02,2,45,2,10015,5,1,1, ,3729,61,01,2,02,006,2,2,2,3,2,006,25, , ,  , , ,    ,  ,  ,  ,1,2
004302,006211.6755,03,2025,01189,075,04,03,03,1,21,1,60001,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,1,2024,12,92,01,3,2
004302,004076.6324,03,2025,01189,075,04,04,04,2,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
004303,004497.6064,03,2025,01189,075,05,01,01,1,35,3,10013,5,1,1, ,3729,91,95,1,04,020,1,1,2,1,2,020,23, , ,  , , ,    ,  ,  ,  ,1,2
004303,006077.6005,03,2025,01189,075,05,02,02,2,31,3,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2015,99,52,10,3,2
004303,005353.1017,03,2025,01189,075,05,03,04,2,14,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004303,005353.1017,03,2025,01189,075,05,04,04,2,07,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004303,005353.1017,03,2025,01189,075,05,05,04,2,04, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004304,004945.5952,03,2025,01189,075,01,01,01,2,62,6,24015,5,1,1, ,3729,61,01,1,02,014,2,1,2,3,1,021,20, , ,  , , ,    ,  ,  ,  ,1,2
004305,004497.6064,03,2025,01189,075,05,01,01,1,37,2,24012,5,1,1, ,3729,83,49,1,06,036,2,2,2,3,2,036,30, , ,  , , ,    ,  ,  ,  ,1,2
004305,006077.6005,03,2025,01189,075,05,02,02,2,32,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004305,004510.9207,03,2025,01189,075,05,03,03,1,13,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004305,004510.9207,03,2025,01189,075,05,04,03,1,10,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004305,004510.9207,03,2025,01189,075,05,05,03,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004306,003574.9735,03,2025,01189,075,06,01,01,1,46,2,24015,5,1,1, ,3729,61,01,1,06,024,1,1,2,3,1,031,20, , ,  , , ,    ,  ,  ,  ,1,2
004306,006077.6005,03,2025,01189,075,06,02,02,2,32,2,10013,5,2, ,1,3729,92,01,2,04,000,2,2,2,6,2,000,31, , ,  , , ,    ,  ,  ,  ,1,2
004306,004510.9207,03,2025,01189,075,06,03,03,1,14,1,24011, ,1,1, ,3729,92,01, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004306,004510.9207,03,2025,01189,075,06,04,03,1,12,1,10015, ,1,1, ,3729,92,01, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004306,005353.1017,03,2025,01189,075,06,05,04,2,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004306,005353.1017,03,2025,01189,075,06,06,04,2,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
004307,003574.9735,03,2025,01189,075,05,01,01,1,54,2,10015,5,1,1, ,3729,61,01,1,08,048,2,2,2,3,1,052,11, , ,  , , ,    ,  ,  ,  ,1,2
004307,004945.5952,03,2025,01189,075,05,02,02,2,55,2,24011,5,1,1, ,3729,92,01,2,04,020,2,2,2,6,1,024,31, , ,  , , ,    ,  ,  ,  ,1,2
004307,006211.6755,03,2025,01189,075,05,03,03,1,19,1,34013,5,1,1, ,3729,92,01,2,04,008,2,2,2,6,2,008,29, , ,  , , ,    ,  ,  ,  ,1,2
004307,006211.6755,03,2025,01189,075,05,04,03,1,16,1,34011,5,1,1, ,3729,92,01,2,04,008,2,2,2,6,2,008,29, , ,  , , ,    ,  ,  ,  ,1,2
004307,004076.6324,03,2025,01189,075,05,05,04,2,15,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
