PUFHHNUM,PUFPWGTPRV,PUFSVYMO,PUFSVYYR,PUFPSU,PUFRPL,PUFHHSIZE,PUFC01_LNO,PUFC03_REL,PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC08_CONWR,PUFC09_WORK,PUFC09A_WORK,PUFC10_JOB,PUFC11A_PROVMUN,PUFC13_PROCC,PUFC15_PKB,PUFC16_NATEM,PUFC17_PNWHRS,PUFC18_PHOURS,PUFC19_PWMORE,PUFC20_PLADDW,PUFC20B_FTWORK,PUFC21_PCLASS,PUFC22_OJOB,PUFC23_THOURS,PUFC24_WWM48H,PUFC25_LOOKW,PUFC25B_FTWORK,PUFC26_WYNOT,PUFC27_AVAIL,PUFC28_PREVJOB,PUFC29_YEAR,PUFC29_MONTH,PUFC31_POCC,PUFC33_QKB,PUFNEWEMPSTAT,PUFURB2020
000001,001357.5764,03,2025,00212,075,04,01,01,1,29,3,24011,5,1,1, ,2802,93,41,3,08,048,1,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000001,001399.3375,03,2025,00212,075,04,02,02,2,27,3,60111,5,1,1, ,2812,23,85,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000001,001605.6000,03,2025,00212,075,04,03,04,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000001,002033.5483,03,2025,00212,075,04,04,03,1,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000002,002283.0168,03,2025,00212,075,06,01,01,1,61,2,24015,5,1,1, ,2802,53,96,1,06,024,2,2,2,3,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
000002,001363.4972,03,2025,00212,075,06,02,02,2,62,2,60413,5,1,1, ,2802,53,96,1,09,054,2,2,2,3,2,054,11, , ,  , , ,    ,  ,  ,  ,1,2
000002,001399.3375,03,2025,00212,075,06,03,04,2,34,1,60612,5,1,1, ,2802,52,47,1,08,084,2,2,2,1,2,084,12, , ,  , , ,    ,  ,  ,  ,1,2
000002,001132.5266,03,2025,00212,075,06,04,04,2,24,1,60411,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,09, ,2,    ,  ,  ,  ,3,2
000002,001132.5266,03,2025,00212,075,06,05,04,2,24,1,60410,5,1,1, ,2802,41,82,1,08,040,2,2,2,1,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000002,001132.5266,03,2025,00212,075,06,06,04,2,22,1,60003,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000003,001040.9389,03,2025,00212,075,06,01,01,1,71,2,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,1992,02,83,49,3,2
000003,001298.6333,03,2025,00212,075,06,02,02,2,66,2,24015,5,1,1, ,2802,32,84,1,04,008,2,2,2,2,2,008,20, , ,  , , ,    ,  ,  ,  ,1,2
000003,001247.9593,03,2025,00212,075,06,03,07,1,36,2,60002,5,1,1, ,2812,51,49,1,09,063,2,2,2,1,2,063,12, , ,  , , ,    ,  ,  ,  ,1,2
000003,001587.1533,03,2025,00212,075,06,04,04,2,40,2,50415,5,1,1, ,2802,41,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000003,001132.5266,03,2025,00212,075,06,05,10,2,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000003,001605.6000,03,2025,00212,075,06,06,10,2,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000004,002283.0168,03,2025,00212,075,09,01,01,1,59,2,24015,5,1,1, ,2802,53,96,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000004,001363.4972,03,2025,00212,075,09,02,02,2,56,2,60111,5,1,1, ,2802,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000004,001357.5764,03,2025,00212,075,09,03,03,1,25,1,60913,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,02,1,1,2025,01,52,47,2,2
000004,001357.5764,03,2025,00212,075,09,04,03,1,32,2,60111,5,1,1, ,2802,23,85,1,08,040,2,2,2,2,1,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000004,001399.3375,03,2025,00212,075,09,05,08,2,30,2,60916,5,1,1, ,2802,22,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000004,001605.6000,03,2025,00212,075,09,06,10,2,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000004,002033.5483,03,2025,00212,075,09,07,09,1,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000004,001298.6333,03,2025,00212,075,09,08,14,2,82,4,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,2,    ,  ,  ,  ,3,2
000004,001247.9593,03,2025,00212,075,09,09,23,1,44,6,24015,5,1,1, ,2802,83,49,1,04,020,1,2,2,3,2,020,20, , ,  , , ,    ,  ,  ,  ,1,2
000005,002283.0168,03,2025,00212,075,03,01,01,1,58,2,10015,5,1,1, ,2802,61,01,1,06,042,2,2,2,4,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000005,001298.6333,03,2025,00212,075,03,02,02,2,67,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2022,01,92,01,3,2
000005,001399.3375,03,2025,00212,075,03,03,04,2,31,1,60111,5,1,1, ,2812,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001363.4972,03,2025,00212,075,04,01,01,2,56,1,60111,5,1,1, ,2802,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000006,001363.4972,03,2025,00212,075,04,02,16,2,63,1,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2022,04,91,96,3,2
000006,001132.5266,03,2025,00212,075,04,03,22,2,24,1,60913,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,09, ,2,    ,  ,  ,  ,3,2
000006,001587.1533,03,2025,00212,075,04,04,22,2,35,1,50410,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,63, ,1,2022,03,34,74,3,2
000007,001247.9593,03,2025,00212,075,05,01,01,1,41,2,60913,5,1,1, ,2802,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000007,001587.1533,03,2025,00212,075,05,02,02,2,37,2,60111,5,1,1, ,2802,23,85,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000007,001132.5266,03,2025,00212,075,05,03,04,2,16,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000007,001605.6000,03,2025,00212,075,05,04,04,2,08,1,10011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000007,002033.5483,03,2025,00212,075,05,05,03,1,03, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000008,001247.9593,03,2025,00212,075,09,01,01,1,38,3,10018,5,1,1, ,2802,52,56,1,07,049,2,2,2,1,2,049,11, , ,  , , ,    ,  ,  ,  ,1,2
000008,001173.5711,03,2025,00212,075,09,02,03,1,16,1,24015,5,1,1, ,2802,52,56,1,07,014,2,2,2,1,2,014,29, , ,  , , ,    ,  ,  ,  ,1,2
000008,001132.5266,03,2025,00212,075,09,03,04,2,15,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000008,001605.6000,03,2025,00212,075,09,04,04,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000008,002033.5483,03,2025,00212,075,09,05,03,1,07,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000008,001605.6000,03,2025,00212,075,09,06,04,2,05,1,00000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000008,001587.1533,03,2025,00212,075,09,07,02,2,36,3,24013,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000008,001357.5764,03,2025,00212,075,09,08,26,1,27,2,24015,5,1,1, ,2802,52,56,1,06,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000008,001399.3375,03,2025,00212,075,09,09,26,2,26,2,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,2,    ,  ,  ,  ,3,2
000009,001503.0510,03,2025,00212,075,06,01,01,1,50,2,24015,5,1,1, ,2802,52,47,1,12,084,2,2,2,3,2,084,11, , ,  , , ,    ,  ,  ,  ,1,2
000009,001587.1533,03,2025,00212,075,06,02,02,2,44,2,24015,5,1,1, ,2802,52,47,1,12,084,2,2,2,6,2,084,11, , ,  , , ,    ,  ,  ,  ,1,2
000009,001132.5266,03,2025,00212,075,06,03,04,2,19,1,35013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2024,03,52,47,3,2
000009,001605.6000,03,2025,00212,075,06,04,04,2,10,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000009,001399.3375,03,2025,00212,075,06,05,04,2,25,6,35013,5,1,1, ,2802,52,47,2,06,030,1,2,2,6,2,030,20, , ,  , , ,    ,  ,  ,  ,1,2
000009,001605.6000,03,2025,00212,075,06,06,10,2,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000010,000985.1743,03,2025,00587,075,02,01,01,1,65,2,24015,5,1,1, ,2803,92,01,2,08,024,2,2,2,1,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
000010,001229.0637,03,2025,00587,075,02,02,02,2,66,2,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2015,05,91,96,3,2
000011,001290.4527,03,2025,00587,075,02,01,01,2,63,6,10018,5,1,1, ,2803,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000011,001422.5304,03,2025,00587,075,02,02,03,1,45,1,10013,5,1,1, ,2803,92,01,2,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,002160.7124,03,2025,00587,075,08,01,01,1,56,2,10015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,001290.4527,03,2025,00587,075,08,02,02,2,60,2,24013,5,1,1, ,2803,61,01,1,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000012,001324.3731,03,2025,00587,075,08,03,04,2,34,1,40913,5,1,1, ,2803,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,001324.3731,03,2025,00587,075,08,04,04,2,31,1,51013,5,1,1, ,2803,51,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,001284.8491,03,2025,00587,075,08,05,03,1,29,3,24015,5,1,1, ,2803,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000012,001324.3731,03,2025,00587,075,08,06,08,2,27,3,60521,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2018,09,95,47,3,2
000012,001924.6083,03,2025,00587,075,08,07,09,1,05,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000012,001519.5857,03,2025,00587,075,08,08,10,2,02, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000013,001229.0637,03,2025,00587,075,09,01,01,2,75,4,24015,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2007,07,91,96,3,2
000013,001181.1044,03,2025,00587,075,09,02,03,1,40,1,61041,5,1,1, ,2812,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000013,001181.1044,03,2025,00587,075,09,03,03,1,38,1,40716,5,1,1, ,2803,52,47,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000013,001502.1272,03,2025,00587,075,09,04,08,2,35,2,24015,5,1,1, ,2803,61,01,2,02,014,2,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
000013,001110.7013,03,2025,00587,075,09,05,09,1,15,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000013,001924.6083,03,2025,00587,075,09,06,09,1,12,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000013,001924.6083,03,2025,00587,075,09,07,09,1,06,1,01000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000013,001502.1272,03,2025,00587,075,09,08,04,2,36,2,50415,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2018,08,91,96,3,2
000013,001181.1044,03,2025,00587,075,09,09,07,1,37,2,24015,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000014,001422.5304,03,2025,00587,075,05,01,01,1,52,2,10018,5,1,1, ,2803,61,01,1,06,042,2,2,2,3,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000014,001433.6589,03,2025,00587,075,05,02,02,2,49,2,24015,5,1,1, ,2803,52,47,1,10,070,2,2,2,3,2,070,11, , ,  , , ,    ,  ,  ,  ,1,2
000014,001110.7013,03,2025,00587,075,05,03,03,1,24,1,35013,5,1,1, ,2803,92,01,1,06,042,2,2,2,6,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000014,001071.8556,03,2025,00587,075,05,04,04,2,21,1,61013,5,1,1, ,2803,52,56,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000014,001110.7013,03,2025,00587,075,05,05,03,1,17,1,34011,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000015,000985.1743,03,2025,00587,075,03,01,01,1,72,4,10018,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2000,01,92,01,3,2
000015,001181.1044,03,2025,00587,075,03,02,03,1,40,6,24012,5,1,1, ,2803,72,25,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000015,001181.1044,03,2025,00587,075,03,03,03,1,37,1,24015,5,1,1, ,2803,92,01,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000016,001422.5304,03,2025,00587,075,06,01,01,1,52,2,24015,5,1,1, ,2803,61,01,1,03,021,2,2,2,3,2,021,20, , ,  , , ,    ,  ,  ,  ,1,2
000016,001433.6589,03,2025,00587,075,06,02,02,2,54,2,60913,5,1,1, ,2803,52,47,1,10,070,2,2,2,3,2,070,11, , ,  , , ,    ,  ,  ,  ,1,2
000016,001324.3731,03,2025,00587,075,06,03,04,2,26,6,24015,5,1,1, ,2803,93,47,1,04,024,2,2,2,6,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
000016,001924.6083,03,2025,00587,075,06,04,09,1,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000016,001071.8556,03,2025,00587,075,06,05,04,2,19,1,60001,5,1,1, ,2803,93,47,2,04,008,2,2,2,6,2,008,20, , ,  , , ,    ,  ,  ,  ,1,2
000016,001519.5857,03,2025,00587,075,06,06,04,2,11,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000017,001181.1044,03,2025,00587,075,05,01,01,1,44,2,24015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000017,001502.1272,03,2025,00587,075,05,02,02,2,43,2,60001,5,1,1, ,2803,52,47,1,10,070,2,2,2,3,2,070,11, , ,  , , ,    ,  ,  ,  ,1,2
000017,001071.8556,03,2025,00587,075,05,03,04,2,21,1,60002,5,1,1, ,2803,93,47,2,04,008,2,2,2,6,2,008,20, , ,  , , ,    ,  ,  ,  ,1,2
000017,001924.6083,03,2025,00587,075,05,04,03,1,14,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000017,001519.5857,03,2025,00587,075,05,05,04,2,06,1,02000, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000018,001422.5304,03,2025,00587,075,06,01,01,1,53,2,24015,5,1,1, ,2803,83,49,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,001433.6589,03,2025,00587,075,06,02,02,2,49,2,24015,5,1,1, ,2803,91,96,2,05,020,2,2,2,0,2,020,20, , ,  , , ,    ,  ,  ,  ,1,2
000018,001324.3731,03,2025,00587,075,06,03,04,2,26,1,60511,5,1,2, ,2803,52,47,1,06,042,2,2,2,3,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,001110.7013,03,2025,00587,075,06,04,03,1,24,1,60002,5,1,1, ,2803,31,95,1,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000018,001071.8556,03,2025,00587,075,06,05,04,2,21,1,34013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,07, ,1,2022,07,91,96,3,2
000018,001110.7013,03,2025,00587,075,06,06,03,1,18,1,24015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000019,001229.0637,03,2025,00587,075,08,01,01,2,84,4,40723,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,61, ,1,2004,09,95,47,3,2
000019,001433.6589,03,2025,00587,075,08,02,04,2,45,2,40922,5,1,1, ,2803,52,56,1,06,036,2,2,2,3,2,036,20, , ,  , , ,    ,  ,  ,  ,1,2
000019,001071.8556,03,2025,00587,075,08,03,10,2,15,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000019,001924.6083,03,2025,00587,075,08,04,09,1,09,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000019,001110.7013,03,2025,00587,075,08,05,09,1,20,1,34013,5,1,1, ,2803,14,47,1,06,012,2,2,2,4,2,012,20, , ,  , , ,    ,  ,  ,  ,1,2
000019,001433.6589,03,2025,00587,075,08,06,04,2,50,1,50913,1, , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000019,001924.6083,03,2025,00587,075,08,07,09,1,12,1,10015, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000019,001071.8556,03,2025,00587,075,08,08,10,2,16,1,24013,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000020,002160.7124,03,2025,00587,075,04,01,01,1,64,6,10014,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,001924.6083,03,2025,00587,075,04,02,03,1,14,1,10018, ,1,1, ,2803,92,01, ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000020,001110.7013,03,2025,00587,075,04,03,03,1,21,1,24011,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000020,001924.6083,03,2025,00587,075,04,04,03,1,11,1,10014, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000021,001284.8491,03,2025,00587,075,01,01,01,1,27,1,40716,5,1,1, ,2803,72,45,2,08,024,2,2,2,1,1,028,20, , ,  , , ,    ,  ,  ,  ,1,2
000022,001422.5304,03,2025,00587,075,04,01,01,1,51,2,10018,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,1,052,11, , ,  , , ,    ,  ,  ,  ,1,2
000022,001433.6589,03,2025,00587,075,04,02,02,2,48,2,10018,5,1,1, ,2808,91,96,1,08,056,2,2,2,0,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000022,001071.8556,03,2025,00587,075,04,03,04,2,20,1,60002,5,1,1, ,2812,51,56,2,06,024,2,2,2,1,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
000022,001110.7013,03,2025,00587,075,04,04,03,1,16,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000023,000985.1743,03,2025,00587,075,04,01,01,1,71,4,60001,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000023,001422.5304,03,2025,00587,075,04,02,03,1,45,6,24015,5,1,1, ,2803,92,01,1,06,036,2,2,2,1,2,036,20, , ,  , , ,    ,  ,  ,  ,1,2
000023,001071.8556,03,2025,00587,075,04,03,10,2,21,1,60002,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000023,001110.7013,03,2025,00587,075,04,04,09,1,15,1,24012,5,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  ,2, ,08, ,2,    ,  ,  ,  ,3,2
000024,001181.1044,03,2025,00587,075,04,01,01,1,41,2,24015,5,1,1, ,2805,83,49,1,08,056,2,2,2,1,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000024,001502.1272,03,2025,00587,075,04,02,02,2,43,2,24011,5,1,1, ,2803,91,96,2,04,020,2,2,2,0,2,020,20, , ,  , , ,    ,  ,  ,  ,1,2
000024,001519.5857,03,2025,00587,075,04,03,04,2,14,1,24012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000024,001924.6083,03,2025,00587,075,04,04,03,1,09,1,10013, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000025,001228.1504,03,2025,00712,075,04,01,01,1,43,2,10018,5,1,1, ,2803,61,01,1,08,056,2,2,2,3,2,056,11, , ,  , , ,    ,  ,  ,  ,1,2
000025,001561.9604,03,2025,00712,075,04,02,02,2,40,2,24015,5,1,1, ,2803,92,01,2,05,035,1,2,2,6,2,035,20, , ,  , , ,    ,  ,  ,  ,1,2
000025,001114.5500,03,2025,00712,075,04,03,04,2,21,1,60002,5,1,1, ,2803,92,01,2,04,016,2,2,2,6,2,016,29, , ,  , , ,    ,  ,  ,  ,1,2
000025,001114.5500,03,2025,00712,075,04,04,04,2,19,1,34013,5,1,1, ,2803,92,01,2,04,016,2,2,2,6,2,016,29, , ,  , , ,    ,  ,  ,  ,1,2
000026,001278.0201,03,2025,00712,075,01,01,01,2,83,4,10013,5,1,1, ,2803,52,47,1,06,042,2,2,2,3,2,042,  , , ,  , , ,    ,  ,  ,  ,1,2
000027,001024.4161,03,2025,00712,075,09,01,01,1,67,2,60001,5,1,1, ,2803,61,01,1,05,035,2,2,2,3,2,035,20, , ,  , , ,    ,  ,  ,  ,1,2
000027,001341.8544,03,2025,00712,075,09,02,02,2,64,2,60002,5,1,1, ,2803,52,47,1,06,012,2,2,2,3,2,012,20, , ,  , , ,    ,  ,  ,  ,1,2
000027,001336.0276,03,2025,00712,075,09,03,03,1,27,1,24015,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000027,001114.5500,03,2025,00712,075,09,04,04,2,23,1,34013,5,1,2, ,2803,52,47,1,06,024,1,2,2,3,2,024,20, , ,  , , ,    ,  ,  ,  ,1,2
000027,001154.9430,03,2025,00712,075,09,05,03,1,22,1,50919,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000027,001154.9430,03,2025,00712,075,09,06,03,1,19,1,34013,5,1,1, ,2803,93,41,3,08,048,2,2,2,1,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000027,001580.1143,03,2025,00712,075,09,07,10,2,12,1,24011, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000027,002001.2698,03,2025,00712,075,09,08,09,1,08,1,10012, ,2, ,2,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000027,002001.2698,03,2025,00712,075,09,09,09,1,01, ,     , , , , ,    ,  ,  , ,  ,   , , , , , ,   ,  , , ,  , , ,    ,  ,  ,  , ,2
000028,001479.1930,03,2025,00712,075,03,01,01,1,45,2,60413,5,1,1, ,2803,61,01,1,01,007,1,2,2,3,2,007,20, , ,  , , ,    ,  ,  ,  ,1,2
000028,001490.7648,03,2025,00712,075,03,02,02,2,46,2,60413,5,1,1, ,2803,14,56,1,10,070,2,2,2,4,2,070,11, , ,  , , ,    ,  ,  ,  ,1,2
000028,001154.9430,03,2025,00712,075,03,03,03,1,18,1,34013,5,1,1, ,2803,51,56,2,06,012,2,2,2,6,2,012,29, , ,  , , ,    ,  ,  ,  ,1,2
000029,001490.7648,03,2025,00712,075,02,01,01,2,54,4,24015,5,1,1, ,2803,14,56,1,09,063,2,2,2,4,2,063,11, , ,  , , ,    ,  ,  ,  ,1,2
000029,001377.1259,03,2025,00712,075,02,02,04,2,27,1,61015,5,1,1, ,2803,41,84,1,08,040,2,2,2,2,2,040,  , , ,  , , ,    ,  ,  ,  ,1,2
000030,001024.4161,03,2025,00712,075,06,01,01,1,72,2,24015,5,1,1, ,2803,92,01,2,04,028,2,2,2,6,2,028,20, , ,  , , ,    ,  ,  ,  ,1,2
000030,001278.0201,03,2025,00712,075,06,02,02,2,71,2,10018,5,1,1, ,2803,52,47,1,08,056,2,2,2,1,2,056,12, , ,  , , ,    ,  ,  ,  ,1,2
000030,001154.9430,03,2025,00712,075,06,03,09,1,24,1,50713,5,1,1, ,2803,61,01,1,08,048,2,2,2,4,2,048,  , , ,  , , ,    ,  ,  ,  ,1,2
000030,001377.1259,03,2025,00712,075,06,04,10,2,30,2,24015,5,1,1, ,2803,61,01,1,02,014,1,2,2,3,2,014,20, , ,  , , ,    ,  ,  ,  ,1,2
