Sector,Course,Link,Hours,Core,Common,Basic,Elective,Codes
Electrical and Electronics,Semiconductor Front-of-Line Operation NC II,https://tesdatrainingcourses.com/semiconductor-front-of-line-fol-operations-nc-ii.html,80,"[{'ELC313310': 'Setup front-of-line (FOL) operations workplace for semiconductor production line'}, {'ELC313311': 'Analyze, carry-out and monitor front-of-line (FOL) operations for semiconductor production line'}, {'ELC313312': 'Check quality compliance of front-of-line (FOL) operations for semiconductor production line'}]","[{'ELC311205': 'Use Hand Tools'}, {'ELC311204': 'Apply Quality Standards'}, {'ELC311203': 'Perform Computer Operations'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['ELC313310', 'ELC313311', 'ELC313312', 'ELC311205', 'ELC311204', 'ELC311203', '500311105', '500311106', '500311107', '500311108']"
Footwear and Leather Goods,Footwear Making NC II,https://tesdatrainingcourses.com/footwear-making-nc-ii.html,682,"[{'FWR744312': 'Check cut upper and lining components'}, {'FWR744313': 'Perform blocking/crimping'}, {'FWR744314': 'Perform skiving operations'}, {'FWR744315': 'Perform upper leather splitting operation'}, {'FWR744316': 'Perform machine perforating and gimping operation'}, {'FWR744317': 'Perform folding operation'}, {'FWR744318': 'Perform stitching operation on upper and/or lining components'}, {'FWR744319': 'Perform hand stitching operation'}, {'FWR744310': 'Prepare uppers for hand lasting'}, {'FWR744311': 'Perform basic hand lasting'}, {'FWR744309': 'Attach insole by machine'}, {'FWR744307': 'Perform toe-puff and stiffener activation'}, {'FWR744320': 'Perform basic machine lasting'}, {'FWR744308': 'Perform chilling operation'}]","[{'FWR744201': 'Apply footwear production practices and principles'}, {'FWR744203': 'Carry out measurements and calculations'}, {'FWR744204': 'Use and care of hand and power tools'}, {'FWR744205': 'Set-up and operate machines'}, {'FWR744206': 'Perform basic maintenance'}, {'FWR744208': 'Apply quality standards'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['FWR744312', 'FWR744313', 'FWR744314', 'FWR744315', 'FWR744316', 'FWR744317', 'FWR744318', 'FWR744319', 'FWR744310', 'FWR744311', 'FWR744309', 'FWR744307', 'FWR744320', 'FWR744308', 'FWR744201', 'FWR744203', 'FWR744204', 'FWR744205', 'FWR744206', 'FWR744208', '500311105', '500311106', '500311107', '500311108']"
Furniture and Fixtures,Furniture Making (Finishing) NC II,https://tesdatrainingcourses.com/furniture-making-finishing-nc-ii.html,212,"[{'FUR714301': 'Prepare surface for final coating'}, {'FUR714302': 'Apply final coating using spray gun system'}, {'FUR714303': 'Perform basic preventive maintenance servicing for spray gun equipment and booth'}]","[{'CON311203': 'Perform mensuration and calculations'}, {'CON311202': 'Interpret technical drawings and plans'}, {'CON311201': 'Observe procedures, specifications and manual of instructions'}, {'FUR714201': 'Comply with occupational health and safety (OH & S) practices and 5S in the workplace'}, {'CON311204': 'Maintain tools and equipment'}, {'FUR714202': 'Use hand tools'}, {'FUR714203': 'Apply quality standards'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['FUR714301', 'FUR714302', 'FUR714303', 'CON311203', 'CON311202', 'CON311201', 'FUR714201', 'CON311204', 'FUR714202', 'FUR714203', '500311105', '500311106', '500311107', '500311108']"
Garments,Dressmaking NC II,https://tesdatrainingcourses.com/dressmaking-nc-ii.html,275,"[{'GRM743301': 'Draft and cut pattern of casual apparel'}, {'GRM743302': 'Prepare and cut materials of casual apparel'}, {'GRM743303': 'Sew casual apparel'}, {'GRM743304': 'Apply finishing touches on casual apparel'}]","[{'GRM743203': 'Carry out measurements and calculation'}, {'GRM743204': 'Set up and operate machine/s'}, {'GRM743205': 'Perform basic maintenance'}, {'GRM743206': 'Apply quality standards'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['GRM743301', 'GRM743302', 'GRM743303', 'GRM743304', 'GRM743203', 'GRM743204', 'GRM743205', 'GRM743206', '500311105', '500311106', '500311107', '500311108']"
Garments,Fashion Design (Apparel) NC III,https://tesdatrainingcourses.com/fashion-design-apparel-nc-iii.html,397,"[{'GRM743317': 'Create garment designs'}, {'GRM743318': 'Calculate and procure garment materials'}, {'GRM743319': 'Supervise garment prototype preparation and mass production'}, {'GRM743320': 'Evaluate finished product'}, {'GRM743321': 'Supervise packaging and dispatching of finished garment'}, {'GRM743322': 'Perform promotional activities for fashion products and/or services'}]","[{'GRM743203': 'Carry out measurements and calculation'}, {'GRM743204': 'Set up and operate machine/s'}, {'GRM743205': 'Perform basic maintenance'}, {'HCS515201': 'Maintain an effective relationship with clients/customers'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Apply quality standards'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['GRM743317', 'GRM743318', 'GRM743319', 'GRM743320', 'GRM743321', 'GRM743322', 'GRM743203', 'GRM743204', 'GRM743205', 'HCS515201', 'HCS515202', 'HCS515204', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
Garments,Tailoring NC II,https://tesdatrainingcourses.com/tailoring-nc-ii.html,275,"[{'GRM743313': 'Draft and cut pattern of casual apparel'}, {'GRM743314': 'Prepare and cut materials of casual apparel'}, {'GRM743315': 'Sew casual apparel'}, {'GRM743316': 'Apply finishing touches on casual apparel'}]","[{'GRM743203': 'Carry out measurements and calculation'}, {'GRM743204': 'Set up and operate machine/s'}, {'GRM743205': 'Perform basic maintenance'}, {'GRM743206': 'Apply quality standards'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['GRM743313', 'GRM743314', 'GRM743315', 'GRM743316', 'GRM743203', 'GRM743204', 'GRM743205', 'GRM743206', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Barangay Health Services NC II,https://tesdatrainingcourses.com/barangay-health-services-nc-ii.html,463*,"[{'HHC532301': 'Assist the household to identify health problems to promote health and well-being'}, {'HHC532302': 'Share knowledge and skills among members to provide information, education and communication (IEC) and/or household teaching in disease prevention and control'}, {'HHC532303': 'Ensure safekeeping of equipment, medical supplies, materials, and health records in health station'}, {'HHC532304': 'Monitor health status of household members under his/her area of service coverage'}, {'HHC532305': 'Maintain updated list/records of health activities'}]","[{'HHC323201': 'Implement and monitor infection control policies and procedures'}, {'HHC323202': 'Respond effectively to difficult/challenging behavior'}, {'HHC323203': 'Apply basic first aid'}, {'HHC323204': 'Maintain high standard of patient / client services'}]","[{'400311210': 'Participate in workplace communication'}, {'400311211': 'Work in a team environment'}, {'400311212': 'Solve/address general workplace problems'}, {'400311213': 'Develop career and life decisions'}, {'400311214': 'Contribute to workplace innovation'}, {'400311215': 'Present relevant information'}, {'400311216': 'Practice occupational safety and health policies and procedures'}, {'400311217': 'Exercise efficient and effective sustainable practices in the workplace'}, {'400311218': 'Practice entrepreneurial skills in the workplace'}]",[],"['HHC532301', 'HHC532302', 'HHC532303', 'HHC532304', 'HHC532305', 'HHC323201', 'HHC323202', 'HHC323203', 'HHC323204', '400311210', '400311211', '400311212', '400311213', '400311214', '400311215', '400311216', '400311217', '400311218']"
Human Health and Health Care,Barangay Health Services NC II (Amended),,560,,,,,[]
Human Health and Health Care,Biomedical Equipment Services NC II,https://tesdatrainingcourses.com/biomedical-equipment-servicing-nc-ii.html,960,"[{'HCS311301': 'Install biomedical equipment'}, {'HCS311302': 'Perform corrective maintenance on biomedical equipment'}, {'HCS311303': 'Perform preventive maintenance on biomedical equipment'}, {'HCS311304': 'Repair biomedical equipment'}, {'HCS311305': 'Assess and refer biomedical equipment'}]","[{'HCS323201': 'Implement and monitor infection control policies and procedures'}, {'HCS323202': 'Respond effectively to difficult/challenging behavior'}, {'HCS323203': 'Apply basic first aid'}, {'HCS323204': 'Maintain high standard of patient services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS311301', 'HCS311302', 'HCS311303', 'HCS311304', 'HCS311305', 'HCS323201', 'HCS323202', 'HCS323203', 'HCS323204', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Caregiving NC II,https://tesdatrainingcourses.com/caregiving-nc-ii.html,786,"[{'HCS323301': 'Provide care and support to infants/toddlers'}, {'HCS323302': 'Provide care and support to children'}, {'HCS323303': 'Foster social, intellectual, creative and emotional development of children'}, {'HCS323304': 'Foster the physical development of children'}, {'HCS323305': 'Provide care and support to elderly'}, {'HCS323306': 'Provide care and support to people with special needs'}, {'HCS323307': 'Maintain healthy and safe environment'}, {'HCS323308': 'Respond to emergency'}, {'HCS323309': 'Clean living room, dining room, bedrooms, toilet and bathroom'}, {'HCS323310': 'Wash and iron clothes, linen and fabric'}, {'HCS323311': 'Prepare hot and cold meals'}]","[{'HCS323201': 'Implement and monitor infection control policies and procedures'}, {'HCS323202': 'Respond effectively to difficult/challenging behavior'}, {'HCS323203': 'Apply basic first aid'}, {'HCS323204': 'Maintain high standard of patient services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS323301', 'HCS323302', 'HCS323303', 'HCS323304', 'HCS323305', 'HCS323306', 'HCS323307', 'HCS323308', 'HCS323309', 'HCS323310', 'HCS323311', 'HCS323201', 'HCS323202', 'HCS323203', 'HCS323204', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Dental Hygiene NC  IV,https://tesdatrainingcourses.com/dental-hygiene-nc-iv.html,3499*,"[{'HHC325301': 'Perform oral examination'}, {'HHC325302': 'Promote oral health and hygiene'}, {'HHC325303': 'Operate a dental radiographic equipment'}, {'HHC325304': 'Apply the principle of radiology biology and protection in dental practice'}, {'HHC325305': 'Perform scaling and polishing'}, {'HHC325306': 'Maintain dental records and resources'}, {'HHC325307': 'Provide effective patient/client service'}]","[{'HHC516201': 'Maintain an effective relationship with customers and clients'}, {'HHC516202': 'Manage own performance'}, {'HHC322201': 'Maintain instruments and equipment in work area'}, {'HHC322204': 'Follow occupational health and safety policies in dental laboratory facilities'}, {'HHC322205': 'Maintain infection control in dental practice'}, {'HHC323203': 'Apply basic first aid'}, {'ICT311201': 'Operate a personal computer'}]","[{'5003311401': 'Utilize specialized communication skills'}, {'5003311402': 'Develop and lead teams'}, {'5003311403': 'Perform higher-order thinking processes and apply techniques in the workplace'}, {'5003311404': 'Contribute to the practice of social justice in the workplace'}, {'5003311405': 'Manage innovative work instructions'}, {'5003311406': 'Manage and evaluate usage of information'}, {'5003311407': 'Lead in improvement of Occupational Safety and Health (OSH) programs, policies and procedures'}, {'5003311408': 'Lead towards improvement of environment work programs, policies and procedures'}, {'5003311409': 'Sustain entrepreneurial skills'}]",[],"['HHC325301', 'HHC325302', 'HHC325303', 'HHC325304', 'HHC325305', 'HHC325306', 'HHC325307', 'HHC516201', 'HHC516202', 'HHC322201', 'HHC322204', 'HHC322205', 'HHC323203', 'ICT311201', '5003311401', '5003311402', '5003311403', '5003311404', '5003311405', '5003311406', '5003311407', '5003311408', '5003311409']"
Human Health and Health Care,Dental Hygiene NC IV (Amended),,3499*,,,,,[]
Human Health and Health Care,Dental Laboratory Technology Services NC I,https://tesdatrainingcourses.com/dental-laboratory-technology-services-nc-i.html,976,"[{'HCS322323': 'Fabricate models'}, {'HCS322324': 'Fabricate custom impression trays'}, {'HCS322325': 'Fabricate registration bite rims'}, {'HCS322326': 'Articulate models and transfer records'}, {'HCS322327': 'Fabricate mouth guard'}]","[{'HCS346201': 'Maintain instruments and equipment in work area'}, {'HCS346202': 'Assist in dental laboratory procedures'}, {'HCS346203': 'Assist with administration in dental laboratory practice'}, {'ICT311201': 'Operate a personal computer'}]","[{'500311101': 'Receive and respond to workplace communication'}, {'500311102': 'Work with others'}, {'500311103': 'Demonstrate work values'}, {'500311104': 'Practice basic housekeeping procedures'}]",[],"['HCS322323', 'HCS322324', 'HCS322325', 'HCS322326', 'HCS322327', 'HCS346201', 'HCS346202', 'HCS346203', 'ICT311201', '500311101', '500311102', '500311103', '500311104']"
Human Health and Health Care,Dental Laboratory Technology Services (Fixed Dentures/Restorations) NC II,https://tesdatrainingcourses.com/dental-laboratory-technology-services-fixed-dentures-restorations-nc-ii.html,808,"[{'HCS322335': 'Fabricate metal crown and bridge structures'}, {'HCS322336': 'Fabricate ceramic restorations'}, {'HCS322337': 'Fabricate indirect composite/polymer fixed restorations'}, {'HCS322338': 'Join alloy structures'}]","[{'HCS516201': 'Maintain an effective relationship with clients / customers'}, {'HCS516202': 'Manage own performance'}, {'HCS346204': 'Follow occupational health and safety policies in dental laboratory facilities'}, {'HCS346205': 'Maintain infection control in dental practice'}, {'ICT311201': 'Operate a personal computer'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS322335', 'HCS322336', 'HCS322337', 'HCS322338', 'HCS516201', 'HCS516202', 'HCS346204', 'HCS346205', 'ICT311201', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Dental Laboratory Technology Services (Removable Dentures/Appliances) NC II,https://tesdatrainingcourses.com/dental-laboratory-technology-services-removable-dentures-appliances-nc-ii.html,1446*,"[{'HCS322328': 'Arrange artificial teeth for complete dentures'}, {'HCS322329': 'Set-up and wax removable partial dentures'}, {'HCS322330': 'Wax, process and finish acrylic dentures and appliances'}, {'HCS322331': 'Fabricate thermo formed bases and appliances'}, {'HCS322339': 'Repair and modify dentures and appliances'}, {'HCS322332': 'Fabricate oral splints'}, {'HCS322333': 'Fabricate orthodontic appliances'}, {'HCS322334': 'Fabricate cast metal removable partial denture framework'}]","[{'HCS516201': 'Maintain an effective relationship with clients / customers'}, {'HCS516202': 'Manage own performance'}, {'HCS346204': 'Follow occupational health and safety policies in dental laboratory facilities'}, {'HCS346205': 'Maintain infection control in dental practice'}, {'ICT311201': 'Operate a personal computer'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS322328', 'HCS322329', 'HCS322330', 'HCS322331', 'HCS322339', 'HCS322332', 'HCS322333', 'HCS322334', 'HCS516201', 'HCS516202', 'HCS346204', 'HCS346205', 'ICT311201', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Dental Technology NC IV,https://tesdatrainingcourses.com/dental-technology-nc-iv.html,4555*,"[{'HCS322323': 'Fabricate models'}, {'HCS322324': 'Fabricate custom impression trays'}, {'HCS322325': 'Fabricate registration bite rims'}, {'HCS322326': 'Articulate models and transfer records'}, {'HCS322327': 'Fabricate mouthguard'}, {'HCS322328': 'Arrange artificial teeth for complete dentures'}, {'HCS322329': 'Set-up and wax removable partial dentures'}, {'HCS322330': 'Wax, process and finish acrylic dentures and appliances'}, {'HCS322331': 'Fabricate thermo formed bases and appliances'}, {'HCS322339': 'Repair and modify dentures and appliances'}, {'HCS322332': 'Fabricate oral splints'}, {'HCS322333': 'Fabricate orthodontic appliances'}, {'HCS322334': 'Fabricate cast metal removable partial denture framework'}, {'HCS322335': 'Fabricate metal crown and bridge structures'}, {'HCS322336': 'Fabricate ceramic restorations'}, {'HCS322337': 'Fabricate indirect composite/polymer fixed restorations'}, {'HCS322338': 'Join alloy structures'}, {'HCS322340': 'Manage dental laboratory production and operation'}, {'HCS322341': 'Perform administrative functions'}, {'HCS322342': 'Continue professional growth and development'}]","[{'HCS346201': 'Maintain instruments and equipment in work area'}, {'HCS346202': 'Assist in dental laboratory procedures'}, {'HCS346203': 'Assist with administration in dental laboratory practice'}, {'HCS315202': 'Apply quality standards'}, {'HCS516201': 'Maintain an effective relationship with customers and clients'}, {'HCS516202': 'Manage own performance'}, {'HCS346204': 'Follow occupational health and safety policies in dental laboratory facilities'}, {'HCS346205': 'Maintain infection control in dental practice'}, {'ICT311201': 'Operate a personal computer'}]","[{'500311101': 'Receive and respond to workplace communication'}, {'500311102': 'Work with others'}, {'500311103': 'Demonstrate work values'}, {'500311104': 'Practice basic housekeeping procedures'}, {'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}, {'500311115': 'Utilize specialized communication skills'}, {'500311116': 'Develop teams and individuals'}, {'500311117': 'Apply problem solving techniques in the workplace'}, {'500311118': 'Collect, analyze and organize information'}, {'500311119': 'Plan and organize work'}, {'500311120': 'Promote environmental protection'}]",[],"['HCS322323', 'HCS322324', 'HCS322325', 'HCS322326', 'HCS322327', 'HCS322328', 'HCS322329', 'HCS322330', 'HCS322331', 'HCS322339', 'HCS322332', 'HCS322333', 'HCS322334', 'HCS322335', 'HCS322336', 'HCS322337', 'HCS322338', 'HCS322340', 'HCS322341', 'HCS322342', 'HCS346201', 'HCS346202', 'HCS346203', 'HCS315202', 'HCS516201', 'HCS516202', 'HCS346204', 'HCS346205', 'ICT311201', '500311101', '500311102', '500311103', '500311104', '500311105', '500311106', '500311107', '500311108', '500311115', '500311116', '500311117', '500311118', '500311119', '500311120']"
Human Health and Health Care,Emergency Medical Services NC II,https://tesdatrainingcourses.com/emergency-medical-services-nc-ii.html,280,"[{'HCS322317': 'Perform Cardiopulmonary Resuscitation with AED Operation'}, {'HCS322302': 'Maintain life support equipment and resources'}, {'HCS322303': 'Implement safe access and extrication procedures in an emergency'}, {'HCS322318': 'Contribute in receiving request for ambulance service'}, {'HCS322319': 'Contribute in allocating ambulance service resources'}, {'HCS322320': 'Contribute in coordinating emergency resources'}, {'HCS322307': 'Deliver basic ambulance communication skills'}, {'HCS322321': 'Contribute in on- road operations'}, {'HCS322322': 'Contribute to emergency scene management'}, {'HCS322323': 'Contribute to special event scene management'}, {'HCS322324': 'Contribute to routine scene management'}, {'HCS322325': 'Deliver pre- hospital patient care'}, {'HCS322326': 'Contribute to ambulance operations management'}, {'HCS322327': 'Transport emergency patients'}, {'HCS322328': 'Transport non- emergency patients'}, {'HCS322316': 'Drive ambulance under operational conditions'}]","[{'HCS323201': 'Implement and monitor infection control policies and procedures'}, {'HCS323202': 'Respond effectively to difficult/challenging behavior'}, {'HCS323203': 'Apply basic first aid'}, {'HCS323204': 'Maintain high standard of patient services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS322317', 'HCS322302', 'HCS322303', 'HCS322318', 'HCS322319', 'HCS322320', 'HCS322307', 'HCS322321', 'HCS322322', 'HCS322323', 'HCS322324', 'HCS322325', 'HCS322326', 'HCS322327', 'HCS322328', 'HCS322316', 'HCS323201', 'HCS323202', 'HCS323203', 'HCS323204', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Health Care Services NC II,https://tesdatrainingcourses.com/health-care-services-nc-ii.html,996,"[{'HCS323314': 'Prepare and maintain beds'}, {'HCS323315': 'Collect and maintain linen stocks at end-users location'}, {'HCS323316': 'Assist in patient mobility'}, {'HCS323317': 'Assist in transporting patients'}, {'HCS323318': 'Assist in bio-psychosocial support care of patients'}, {'HCS323319': 'Handle waste in a health care environment'}]","[{'HCS323201': 'Implement and monitor infection control policies and procedures'}, {'HCS323202': 'Respond effectively to difficult/challenging behavior'}, {'HCS323203': 'Apply basic first aid'}, {'HCS323204': 'Maintain high standard of patient services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS323314', 'HCS323315', 'HCS323316', 'HCS323317', 'HCS323318', 'HCS323319', 'HCS323201', 'HCS323202', 'HCS323203', 'HCS323204', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Hilot (Wellness Massage) NC II,https://tesdatrainingcourses.com/hilot-wellness-massage-nc-ii.html,120,"[{'HCS222301': 'Plan the hilot wellness program of client/s'}, {'HCS222302': 'Provide pre-service to hilot client/s'}, {'HCS222303': 'Apply hilot wellness massage techniques'}, {'HCS222304': 'Provide post advice and post-services to hilot clients'}]","[{'HCS323201': 'Implement and monitor infection control policies and procedures'}, {'HCS323202': 'Respond effectively to difficult/challenging behavior'}, {'HCS323203': 'Apply basic first aid'}, {'HCS323204': 'Maintain high standard of patient services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS222301', 'HCS222302', 'HCS222303', 'HCS222304', 'HCS323201', 'HCS323202', 'HCS323203', 'HCS323204', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Massage Therapy NC II,https://tesdatrainingcourses.com/massage-therapy-nc-ii.html,700,"[{'HHC322301': 'Develop massage practice'}, {'HHC322302': 'Perform client consultation'}, {'HHC322303': 'Perform body massage'}, {'HHC322304': 'Maintain and organize tools, equipment, supplies and work area'}]","[{'HHC323201': 'Maintain effective relationship with clients'}, {'HCS323202': 'Implement and monitor infection control policies and procedures'}, {'HCS323203': 'Respond effectively to difficult/challenging behavior'}, {'HCS323204': 'Apply basic first aid'}, {'HCS323205': 'Maintain high standard of client services'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HHC322301', 'HHC322302', 'HHC322303', 'HHC322304', 'HHC323201', 'HCS323202', 'HCS323203', 'HCS323204', 'HCS323205', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Massage Therapy NC II (Amended),,560,,,,,[]
Human Health and Health Care,Ophthalmic Lens Services NC II,https://tesdatrainingcourses.com/ophthalmic-lens-services-nc-ii.html,254,"[{'HCS222301': 'Analyze and interpret ophthalmic lens prescription'}, {'HCS222302': 'Edge and mount ophthalmic appliances'}, {'HCS222303': 'Apply UV coat/ tint to ophthalmic lenses'}]","[{'HCS515201': 'Apply quality standards'}, {'HCS515202': 'Manage own performance'}, {'HCS515204': 'Maintain a safe, clean and efficient environment'}, {'HCS515205': 'Maintain an effective relationship with clients and customers'}, {'ICT311201': 'Operate A Personal Computer'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HCS222301', 'HCS222302', 'HCS222303', 'HCS515201', 'HCS515202', 'HCS515204', 'HCS515205', 'ICT311201', '500311105', '500311106', '500311107', '500311108']"
Human Health and Health Care,Pharmacy Services NC III,https://tesdatrainingcourses.com/pharmacy-services-nc-iii.html,1048*,"[{'HHC532301': 'Practice good housekeeping'}, {'HHC532302': 'Monitor supply/inventory of pharmaceutical products'}, {'HHC532303': 'Handle and control pharmaceutical products'}, {'HHC532304': 'Arrange and display pharmaceutical products'}, {'HHC532305': 'Perform good laboratory practices'}, {'HHC532306': 'Adhere to good manufacturing practices'}, {'HHC532307': 'Demonstrate product knowledge on medicines'}, {'HHC532308': 'Dispense pharmaceutical products'}, {'HHC532309': 'Perform health promotion education, vigilance'}]","[{'HCS245201': 'Maintain an effective relationship with clients/customers (marketing)'}, {'HHC532201': 'Update industry knowledge and practice through continuing education'}, {'TRS311204': 'Perform workplace security and safety practices'}, {'TRS311203': 'Perform computer operations'}, {'HHC532202': 'Use pharmaceutical calculation techniques and terminologies'}]","[{'500311109': 'Lead Workplace Communication'}, {'500311110': 'Lead Small Teams'}, {'500311111': 'Develop and Practice Negotiation skills'}, {'500311112': 'Solve Problems Related to Work Activities'}, {'500311113': 'Use Mathematical Concepts and Techniques'}, {'500311114': 'Use Relevant Technologies'}]",[],"['HHC532301', 'HHC532302', 'HHC532303', 'HHC532304', 'HHC532305', 'HHC532306', 'HHC532307', 'HHC532308', 'HHC532309', 'HCS245201', 'HHC532201', 'TRS311204', 'TRS311203', 'HHC532202', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Heating, Ventilation, Air-conditioning and Refrigeration",Air Duct Servicing NC II,https://tesdatrainingcourses.com/air-duct-servicing-nc-ii.html,596,"[{'HVC723331': 'Survey site for installation'}, {'HVC723332': 'Fabricate air ducts'}, {'HVC723333': 'Install air duct system'}, {'HVC723334': 'Perform air duct testing'}, {'HVC723335': 'Insulate air ducts'}, {'HVC723336': 'Repair and maintain air duct system'}]","[{'HVC713201': 'Prepare materials and tools'}, {'HVC311203': 'Perform mensurations and calculations'}, {'HVC713202': 'Perform basic benchwork'}, {'HVC724201': 'Perform basic electrical works'}, {'HVC311204': 'Maintain tools and equipment'}, {'HVC315201': 'Perform housekeeping and safety practices'}, {'HVC311205': 'Document work accomplished'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HVC723331', 'HVC723332', 'HVC723333', 'HVC723334', 'HVC723335', 'HVC723336', 'HVC713201', 'HVC311203', 'HVC713202', 'HVC724201', 'HVC311204', 'HVC315201', 'HVC311205', '500311105', '500311106', '500311107', '500311108']"
"Heating, Ventilation, Air-conditioning and Refrigeration",Ice Plant Refrigeration Servicing NC III,https://tesdatrainingcourses.com/ice-plant-refrigeration-servicing-nc-iii.html,672,"[{'HVC723322': 'Survey Site for Installation of Ice Plant Refrigeration Equipment'}, {'HVC723323': 'Install Ice Plant Refrigeration Piping System'}, {'HVC723324': 'Install Ice Plant Refrigeration Electrical System'}, {'HVC723325': 'Install Ice Plant Refrigeration Equipment'}, {'HVC723326': 'Service and Maintain Ice Plant Refrigeration System'}, {'HVC723327': 'Troubleshoot Ice Plant Refrigeration System'}, {'HVC723328': 'Recover And Recycle Refrigerant from Ice Plant Refrigeration System'}, {'HVC723329': 'Repair and Retrofit Ice Plant Refrigeration System and Its Accessories'}, {'HVC723330': 'Perform Start-Up and Commissioning for Ice Plant Refrigeration System'}]","[{'HVC713201': 'Prepare Materials And Tools'}, {'HVC311203': 'Perform Mensuration and Calculation'}, {'HVC713202': 'Perform Basic Benchwork'}, {'HVC724201': 'Perform Basic Electrical Works'}, {'HVC311204': 'Maintain Tools And Equipment'}, {'HVC315201': 'Perform Housekeeping And Safety Practices'}, {'HVC311205': 'Document Work Accomplished'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['HVC723322', 'HVC723323', 'HVC723324', 'HVC723325', 'HVC723326', 'HVC723327', 'HVC723328', 'HVC723329', 'HVC723330', 'HVC713201', 'HVC311203', 'HVC713202', 'HVC724201', 'HVC311204', 'HVC315201', 'HVC311205', '500311105', '500311106', '500311107', '500311108']"
