Sector,Course,Link,Hours,Core,Common,Basic,Elective,Codes
"Agriculture, Fishery and Forestry",Agricultural Crops Production NC I,https://tesdatrainingcourses.com/agricultural-crops-production-nc-i.html,302,"[{'AGR611306': 'Support horticultural crop work'}, {'AGR611307': 'Support nursery work'}, {'AGR611308': 'Support agronomic crop work'}, {'AGR611309': 'Support irrigation work'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}, {'AGR321204': 'Apply basic first aid'}]","[{'500311101': 'Receive and respond to workplace communication'}, {'500311102': 'Work with others'}, {'500311103': 'Demonstrate work values'}, {'500311104': 'Practice basic housekeeping procedures'}]",[],"['AGR611306', 'AGR611307', 'AGR611308', 'AGR611309', 'AGR321201', 'AGR321202', 'AGR321203', 'AGR321204', '500311101', '500311102', '500311103', '500311104']"
"Agriculture, Fishery and Forestry",Agricultural Crops Production NC II,https://tesdatrainingcourses.com/agricultural-crops-production-nc-ii.html,336,"[{'AFF610301': 'Perform nursery operations'}, {'AFF610302': 'Plant crops'}, {'AFF610303': 'Care and maintain crops'}, {'AFF610304': 'Carry-out harvest and postharvest operations'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321202': 'Use farm tools and equipment'}, {'AFF321203': 'Perform estimation and calculations'}, {'AFF321206': 'Process farm wastes'}, {'SOC413206': 'Perform record keeping'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF610301', 'AFF610302', 'AFF610303', 'AFF610304', 'AFF321201', 'AFF321202', 'AFF321203', 'AFF321206', 'SOC413206', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Agricultural Crops Production NC III,https://tesdatrainingcourses.com/agricultural-crops-production-nc-iii.html,445,"[{'AGR611310': 'Prepare land for agricultural crop production'}, {'AGR611311': 'Implement post-harvest program'}, {'AGR611312': 'Implement plant nutrition program'}, {'AGR611313': 'Control weeds'}, {'AGR611320': 'Establish agronomic crops'}, {'AGR611321': 'Undertake agronomic crop maintenance activities'}, {'AGR611322': 'Undertake agronomic crop harvesting activities'}, {'AGR611323': 'Save, prepare and store agricultural seed'}, {'AGR611324': 'Implement vertebrate pest control program'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]","[{'AGR611325': 'Follow site quarantine procedures'}, {'AGR611326': 'Collect samples for a rural production or horticultural monitoring program'}, {'AGR611327': 'Handle bulk materials in storage area'}, {'AGR611328': 'Prepare grain storage'}, {'AGR611329': 'Comply with industry quality assurance requirements'}, {'AGR611330': 'Maintain and monitor environmental work practices'}, {'AGR611331': 'Keep records for farm business'}, {'AGR611332': 'Perform specialized machinery maintenance'}, {'AGR611333': 'Install irrigation systems'}]","['AGR611310', 'AGR611311', 'AGR611312', 'AGR611313', 'AGR611320', 'AGR611321', 'AGR611322', 'AGR611323', 'AGR611324', 'AGR321201', 'AGR321202', 'AGR321203', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114', 'AGR611325', 'AGR611326', 'AGR611327', 'AGR611328', 'AGR611329', 'AGR611330', 'AGR611331', 'AGR611332', 'AGR611333']"
"Agriculture, Fishery and Forestry",Agricultural Machinery Operations NC II,https://tesdatrainingcourses.com/agricultural-machinery-operation-nc-ii.html,284,"[{'AFF834367': 'Operate agricultural small production machinery and equipment'}, {'AFF834368': 'Operate agricultural large production machinery and equipment'}, {'AFF834369': 'Operate agricultural post-production machinery and equipment'}]","[{'AGR321201': 'Apply Safety Measures in Farm Operations'}, {'AGR321202': 'Use Farm Tools and Equipment'}, {'AGR321203': 'Perform Estimation and Basic Calculation'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF834367', 'AFF834368', 'AFF834369', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Agricultural Machinery Servicing (4-Wheel Tractor) NC III,https://tesdatrainingcourses.com/agricultural-machinery-servicing-nc-iii.html,847*,"[{'AFF723303': 'Diagnose and Repair Electrical Systems of 4-Wheel Tractor'}, {'AFF723304': 'Diagnose and Repair Engine System of 4-Wheel Tractor'}, {'AFF723305': 'Diagnose and Repair Axle System of 4-Wheel Tractor'}, {'AFF723306': 'Diagnose and Repair Hydraulic System of 4-Wheel Tractor'}, {'AFF723307': 'Diagnose and Repair Transmission System of 4-Wheel Tractor'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321202': 'Use farm servicing tools and equipment'}, {'AFF321203': 'Perform estimation and calculations'}, {'AFF321205': 'Process farm wastes'}, {'SOC413206': 'Maintain service records'}, {'AFF723201': 'Conduct Diagnosis'}, {'AFF723202': 'Perform Shop Maintenance'}]","[{'400311319': 'Lead workplace communication'}, {'400311320': 'Lead small teams'}, {'400311321': 'Apply critical thinking and problem-solving techniques in the workplace'}, {'400311322': 'Work in a diverse environment'}, {'400311323': 'Propose methods of applying learning and innovation in the organization'}, {'400311324': 'Use information systematically'}, {'400311325': 'Evaluate occupational safety and health work practices'}, {'400311326': 'Evaluate environmental work practices'}, {'400311327': 'Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMEs)'}]",[],"['AFF723303', 'AFF723304', 'AFF723305', 'AFF723306', 'AFF723307', 'AFF321201', 'AFF321202', 'AFF321203', 'AFF321205', 'SOC413206', 'AFF723201', 'AFF723202', '400311319', '400311320', '400311321', '400311322', '400311323', '400311324', '400311325', '400311326', '400311327']"
"Agriculture, Fishery and Forestry",Agroentrepreneurship NC II,https://tesdatrainingcourses.com/agroentrepreneurship-nc-ii.html,239,"[{'AFF243301': 'Assess Market Opportunities'}, {'AFF243302': 'Establish Farm Production Plan'}, {'AFF243303': 'Handle Finances'}, {'AFF243304': 'Market Produce'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321203': 'Perform Estimation and Basic Calculation'}, {'HCS421201': 'Provide Quality Customer Service'}, {'HCS315202': 'Comply with Quality and Ethical Standards'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF243301', 'AFF243302', 'AFF243303', 'AFF243304', 'AFF321201', 'AFF321203', 'HCS421201', 'HCS315202', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Agroentrepreneurship NC III,https://tesdatrainingcourses.com/agroentrepreneurship-nc-iii.html,445,"[{'AFF243305': 'Engage Agroenterprise (AE) Industry Stakeholders'}, {'AFF243306': 'Ensure Product Supply'}, {'AFF243307': 'Implement Financial Management'}, {'AFF243308': 'Mobilize Farmers Participation in Capacity Building Activities'}, {'AFF243309': 'Conduct Collective Marketing'}]","[{'AFF321201': 'Apply Safety Measures in Farm Operations'}, {'AFF321203': 'Perform Estimation and Basic Calculation'}, {'HCS421201': 'Provide Quality Customer Service'}, {'HCS315202': 'Comply with Quality and Ethical Standards'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]",[],"['AFF243305', 'AFF243306', 'AFF243307', 'AFF243308', 'AFF243309', 'AFF321201', 'AFF321203', 'HCS421201', 'HCS315202', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Agriculture, Fishery and Forestry",Agroentrepreneurship NC IV,https://tesdatrainingcourses.com/agroentrepreneurship-nc-iv.html,715,"[{'AFF242301': 'Capacitate Farmers'}, {'AFF242302': 'Facilitate Engagement of the Agroenterprise Stakeholders'}, {'AFF242303': 'Mobilize Agroenterprise Community'}, {'AFF242304': 'Monitor and Evaluate Agroenterprise Activities'}]","[{'AFF321201': 'Apply Safety Measures in Farm Operations'}, {'AFF321203': 'Perform Estimation and Basic Calculation'}, {'HCS421201': 'Provide Quality Customer Service'}, {'HCS315202': 'Comply with Quality and Ethical Standards'}]","[{'500311115': 'Utilize specialized communication skills'}, {'500311116': 'Develop teams and individuals'}, {'500311117': 'Apply problem solving techniques in the workplace'}, {'500311118': 'Collect, analyze and organize information'}, {'500311119': 'Plan and organize work'}, {'500311120': 'Promote environmental protection'}]",[],"['AFF242301', 'AFF242302', 'AFF242303', 'AFF242304', 'AFF321201', 'AFF321203', 'HCS421201', 'HCS315202', '500311115', '500311116', '500311117', '500311118', '500311119', '500311120']"
"Agriculture, Fishery and Forestry",Animal Health Care and Management NC III,https://tesdatrainingcourses.com/animal-health-care-and-management-nc-iii.html,208,"[{'AGR321301': 'Restrain and handle animal'}, {'AGR321302': 'Apply bio-security measures'}, {'AGR321303': 'Administer drugs and biologics'}, {'AGR321304': 'Handle and store drugs and biologics'}, {'AGR321305': 'Collect and handle specimen'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]",[],"['AGR321301', 'AGR321302', 'AGR321303', 'AGR321304', 'AGR321305', 'AGR321201', 'AGR321202', 'AGR321203', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Agriculture, Fishery and Forestry",Animal Production (Poultry-Chicken) NC II,https://tesdatrainingcourses.com/animal-production-poultry-chicken-nc-ii.html,266*,"[{'AFF622101': 'Maintain poultry house'}, {'AFF622102': 'Brood and grow chicks'}, {'AFF622103': 'Perform pre-lay and lay activities'}, {'AFF622104': 'Trim beak'}, {'UNIT': 'CODE ELECTIVE COMPETENCY'}, {'AFF622105': 'Breed chicken'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321202': 'Use farm tools and equipment'}, {'AFF321203': 'Perform estimation and calculations'}, {'AFF321205': 'Process farm wastes'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF622101', 'AFF622102', 'AFF622103', 'AFF622104', 'UNIT', 'AFF622105', 'AFF321201', 'AFF321202', 'AFF321203', 'AFF321205', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Animal Production (Ruminants) NC II,https://tesdatrainingcourses.com/animal-production-ruminants-nc-ii.html,306,"[{'AFF621901': 'Maintain housing, farm implements and surrounding area'}, {'AFF621902': 'Provide forage'}, {'AFF621903': 'Perform breeding of ruminants'}, {'AFF621904': 'Raise dairy animals'}, {'AFF621905': 'Raise meat-type animals'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321202': 'Use farm tools and equipment'}, {'AFF321203': 'Perform estimation and calculations'}, {'AFF321205': 'Process farm wastes'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF621901', 'AFF621902', 'AFF621903', 'AFF621904', 'AFF621905', 'AFF321201', 'AFF321202', 'AFF321203', 'AFF321205', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Animal Production (Swine) NC II,https://tesdatrainingcourses.com/animal-production-swine-nc-ii.html,306,"[{'AFF621216': 'Handle breeders'}, {'AFF621217': 'Handle farrowing sows and sucklings'}, {'AFF621218': 'Raise weanlings'}, {'AFF621219': 'Produce finishers'}, {'AFF621220': 'Maintain healthy animal environment'}, {'AFF321302': 'Apply bio-security measures'}]","[{'AFF321201': 'Apply safety measures in farm operations'}, {'AFF321202': 'Use farm tools and equipment'}, {'AFF321203': 'Perform estimation and calculations'}, {'AFF321205': 'Process farm wastes'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF621216', 'AFF621217', 'AFF621218', 'AFF621219', 'AFF621220', 'AFF321302', 'AFF321201', 'AFF321202', 'AFF321203', 'AFF321205', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Aquaculture NC II,https://tesdatrainingcourses.com/aquaculture-nc-ii.html,1276,"[{'AGR641301': 'Conduct pre-operations aquaculture activities'}, {'AGR641302': 'Prepare and maintain aquaculture facilities'}, {'AGR641303': 'Operate fish nursery'}, {'AGR641304': 'Perform fish or shrimp grow-out operations'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AGR641301', 'AGR641302', 'AGR641303', 'AGR641304', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Artificial Insemination (Large Ruminants) NC II,https://tesdatrainingcourses.com/artificial-insemination-large-ruminants-nc-ii-tesda-course-list-of-schools.html,220*,"[{'AGR621205': 'Establish readiness for artificial insemination'}, {'AGR621206': 'Prepare for artificial insemination (AI) operation'}, {'AGR621207': 'Perform artificial insemination (AI)'}, {'AGR621208': 'Prepare artificial insemination (AI) documentations and reports'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[{'AGR621209': 'Conduct artificial insemination awareness for clientele'}],"['AGR621205', 'AGR621206', 'AGR621207', 'AGR621208', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108', 'AGR621209']"
"Agriculture, Fishery and Forestry",Artificial Insemination (Swine) NC II,https://tesdatrainingcourses.com/artificial-insemination-swine-nc-ii-tesda-course-list-of-schools.html,175*,"[{'AGR621210': 'Confirm readiness of sow/gilt for artificial insemination'}, {'AGR621211': 'Collect boar semen'}, {'AGR621212': 'Perform artificial insemination (AI) on sow/gilt'}, {'AGR621213': 'Prepare documentations and reports on sow/gilt artificial insemination (AI) activities'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]","[{'AGR621214': 'Conduct community awareness program in artificial insemination'}, {'AGR621215': 'Render assistance to veterinary procedures related to reproductive problems'}]","['AGR621210', 'AGR621211', 'AGR621212', 'AGR621213', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108', 'AGR621214', 'AGR621215']"
"Agriculture, Fishery and Forestry",Bamboo Processing (Engineered-Bamboo) NC II,https://tesdatrainingcourses.com/bamboo-processing-engineered-bamboo-nc-ii.html,414*,"[{'AFF752301': 'Perform basic bamboo processing'}, {'AFF752302': 'Carry out treatment of semi-processed bamboo materials'}, {'AFF752303': 'Perform kiln drying'}, {'AFF752304': 'Perform milling operation'}, {'AFF752305': 'Laminate bamboo materials'}, {'AFF752306': 'Produce engineered bamboo'}, {'AFF752307': 'Perform finishing'}]","[{'AFF321201': 'Apply Safety Measures in Farm Operations'}, {'AFF321202': 'Use Farm Tools and Equipment'}, {'AFF321203': 'Perform Estimation and Basic Calculation'}]","[{'400311210': 'Participate in workplace communication'}, {'400311211': 'Work in team environment'}, {'400311212': 'Solve/address general workplace problems'}, {'400311213': 'Develop career and life decisions'}, {'400311214': 'Contribute to workplace innovation'}, {'400311215': 'Present relevant information'}, {'400311216': 'Practice occupational safety and health policies and procedures'}, {'400311217': 'Exercise efficient and effective sustainable practices in the workplace'}, {'400311218': 'Practice entrepreneurial skills in the workplace'}]",[],"['AFF752301', 'AFF752302', 'AFF752303', 'AFF752304', 'AFF752305', 'AFF752306', 'AFF752307', 'AFF321201', 'AFF321202', 'AFF321203', '400311210', '400311211', '400311212', '400311213', '400311214', '400311215', '400311216', '400311217', '400311218']"
"Agriculture, Fishery and Forestry",Bamboo Production NC II,https://tesdatrainingcourses.com/bamboo-production-nc-ii.html,195,"[{'AFF611310': 'Operate Bamboo Nursery'}, {'AFF611311': 'Establish bamboo farm'}, {'AFF611312': 'Conduct bamboo clump rehabilitation'}, {'AFF611313': 'Conduct harvesting and post-harvesting operations'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and basic calculation'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF611310', 'AFF611311', 'AFF611312', 'AFF611313', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Biogas Plant Installation NC III,https://tesdatrainingcourses.com/biogas-plant-installation-nc-iii.html,304,"[{'AFF312301': 'Lead biogas plant site preparation'}, {'AFF312302': 'Supervise biogas plant construction'}, {'AFF312303': 'Lead installation of biogas conveyance system'}]","[{'CON931201': 'Prepare construction materials and tools'}, {'CON311201': 'Observe procedures, specifications and manuals of instruction'}, {'CON311202': 'Interpret technical drawings and plans'}, {'CON311203': 'Perform mensuration and calculations'}, {'CON311204': 'Maintain tools and equipment'}]","[{'400311319': 'Lead workplace communication'}, {'400311320': 'Lead small teams'}, {'400311321': 'Apply critical thinking and problem solving techniques in the workplace'}, {'400311322': 'Work in a diverse environment'}, {'400311323': 'Propose methods of applying learning and innovation in the organization'}, {'400311324': 'Use information systematically'}, {'400311325': 'Evaluate occupational safety and health work practices'}, {'400311326': 'Evaluate environmental work practices'}, {'400311327': 'Facilitate entrepreneurial skills for micro-small-medium enterprises (MSMES)'}]",[],"['AFF312301', 'AFF312302', 'AFF312303', 'CON931201', 'CON311201', 'CON311202', 'CON311203', 'CON311204', '400311319', '400311320', '400311321', '400311322', '400311323', '400311324', '400311325', '400311326', '400311327']"
"Agriculture, Fishery and Forestry",Drying and Milling Plant Servicing NC III,https://tesdatrainingcourses.com/drying-and-milling-plant-servicing-nc-iii.html,256,"[{'AFF723301': 'Service grains drying plant facilities'}, {'AFF723302': 'Service rice milling plant facility'}, {'AFF723303': 'Service corn milling plant facility'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and basic calculation'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]",[],"['AFF723301', 'AFF723302', 'AFF723303', 'AGR321201', 'AGR321202', 'AGR321203', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Agriculture, Fishery and Forestry",Fish Capture NC I,https://tesdatrainingcourses.com/fish-capture-nc-i.html,352,"[{'AGR642301': 'Apply deckhand skills aboard a fishing vessel'}, {'AGR642302': 'Load and unload goods / cargo'}, {'AGR642303': 'Assemble and repair damaged netting'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}, {'AGR741201': 'Apply food safety and sanitation'}, {'MTM834202': 'Prevent and fight fire'}, {'MTM834204': 'Provide first aid treatment on board'}, {'MTM834205': 'Protect marine environment'}, {'MTM834206': 'Comply with emergency procedures'}]","[{'500311101': 'Receive and respond to workplace communication'}, {'500311102': 'Work with others'}, {'500311103': 'Demonstrate work values'}, {'500311104': 'Practice basic housekeeping procedures'}]",[],"['AGR642301', 'AGR642302', 'AGR642303', 'AGR321201', 'AGR321202', 'AGR321203', 'AGR741201', 'MTM834202', 'MTM834204', 'MTM834205', 'MTM834206', '500311101', '500311102', '500311103', '500311104']"
"Agriculture, Fishery and Forestry",Fish Capture NC II,https://tesdatrainingcourses.com/fish-capture-nc-ii.html,318,"[{'AGR641304': 'Operate a vessel of up to 3.0 GT'}, {'AGR641305': 'Monitor condition and seaworthiness of a vessel'}, {'AGR641306': 'Perform routine maintenance tasks on a small coastal vessel'}, {'AGR641307': 'Operate and troubleshoot low powered marine engines'}, {'AGR641308': 'Apply weather information when navigating a vessel'}, {'AGR641309': 'Contribute to safe navigation'}, {'AGR641310': 'Apply basic food handling and safety practices'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}, {'MTM834202': 'Prevent and fight fire'}, {'MTM834205': 'Protect marine environment'}, {'MTM834206': 'Comply with emergency procedures'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AGR641304', 'AGR641305', 'AGR641306', 'AGR641307', 'AGR641308', 'AGR641309', 'AGR641310', 'AGR321201', 'AGR321202', 'AGR321203', 'MTM834202', 'MTM834205', 'MTM834206', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Fishing Gear Repair and Maintenance NC III,https://tesdatrainingcourses.com/fishing-gear-repair-and-maintenance-nc-iii.html,152,"[{'AGR642330': 'Supervise unloading and loading of net'}, {'AGR642331': 'Evaluate net mending'}, {'AGR642332': 'Administer and monitor net mending'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]",[],"['AGR642330', 'AGR642331', 'AGR642332', 'AGR321201', 'AGR321202', 'AGR321203', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114']"
"Agriculture, Fishery and Forestry",Fishport/Wharf Operation NC I,https://tesdatrainingcourses.com/fishport-wharf-operations-nc-i.html,96,"[{'AGR921301': 'Unload and load fish and fish products'}, {'AGR921302': 'Classify fish and fish products'}]","[{'AGR321201': 'Apply safety measures in operation'}, {'AGR321202': 'Use tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}, {'AGR741201': 'Apply food safety and sanitation'}]","[{'AGR921301': 'Unload and load fish and fish products'}, {'AGR921302': 'Classify fish and fish products'}]",[],"['AGR921301', 'AGR921302', 'AGR321201', 'AGR321202', 'AGR321203', 'AGR741201', 'AGR921301', 'AGR921302']"
"Agriculture, Fishery and Forestry",Grains Production NC II,https://tesdatrainingcourses.com/grains-production-nc-ii.html,423,"[{'AFF611305': 'Conduct variety and seed selection'}, {'AFF611306': 'Perform land preparation'}, {'AFF611307': 'Carry-out crop establishment'}, {'AFF611308': 'Manage crop'}, {'AFF611309': 'Conduct of harvest and post-harvest operations'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and basic calculation'}]","[{'500311105': 'Participate in workplace communication'}, {'500311106': 'Work in a team environment'}, {'500311107': 'Practice career professionalism'}, {'500311108': 'Practice occupational health and safety procedures'}]",[],"['AFF611305', 'AFF611306', 'AFF611307', 'AFF611308', 'AFF611309', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108']"
"Agriculture, Fishery and Forestry",Horticulture NC III,https://tesdatrainingcourses.com/horticulture-nc-iii.html,445,"[{'AGR611310': 'Prepare land for agricultural crop production'}, {'AGR611311': 'Implement post-harvest program'}, {'AGR611312': 'Implement plant nutrition program'}, {'AGR611313': 'Control weeds'}, {'AGR611314': 'Prepare and apply chemicals'}, {'AGR611315': 'Establish horticultural crops'}, {'AGR611316': 'Coordinate horticultural maintenance program'}, {'AGR611317': 'Coordinate horticultural crop harvesting'}, {'AGR611318': 'Undertake field budding and grafting'}, {'AGR611319': 'Undertake propagation activities'}]","[{'AGR321201': 'Apply safety measures in farm operations'}, {'AGR321202': 'Use farm tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311109': 'Lead workplace communication'}, {'500311110': 'Lead small teams'}, {'500311111': 'Develop and practice negotiation skills'}, {'500311112': 'Solve problems related to work activities'}, {'500311113': 'Use mathematical concepts and techniques'}, {'500311114': 'Use relevant technologies'}]","[{'AGR611325': 'Follow site quarantine procedures'}, {'AGR611326': 'Collect samples for a rural production or horticultural monitoring program'}, {'AGR611327': 'Handle bulk materials in storage area'}, {'AGR611328': 'Prepare grain storage'}, {'AGR611329': 'Comply with industry quality assurance requirements'}, {'AGR611330': 'Maintain and monitor environmental work practices'}, {'AGR611331': 'Keep records for farm business'}, {'AGR611332': 'Perform specialized machinery maintenance'}, {'AGR611333': 'Install irrigation systems'}]","['AGR611310', 'AGR611311', 'AGR611312', 'AGR611313', 'AGR611314', 'AGR611315', 'AGR611316', 'AGR611317', 'AGR611318', 'AGR611319', 'AGR321201', 'AGR321202', 'AGR321203', '500311109', '500311110', '500311111', '500311112', '500311113', '500311114', 'AGR611325', 'AGR611326', 'AGR611327', 'AGR611328', 'AGR611329', 'AGR611330', 'AGR611331', 'AGR611332', 'AGR611333']"
"Agriculture, Fishery and Forestry",Landscape Installation and Maintenance (Softscape) NC II,https://tesdatrainingcourses.com/landscape-installation-and-maintenance-softscape-nc-ii.html,212,"[{'AGR611371': 'Provide site clearing and grubbing activities'}, {'AGR611372': 'Perform rough grading operations'}, {'AGR611373': 'Perform site preparation activities'}, {'AGR611374': 'Install plants at designated locations as designed'}, {'AGR611375': 'Install plant supports'}, {'AGR611376': 'Trim and prune landscape plants'}, {'AGR611377': 'Perform weeding and cultivation'}, {'AGR611378': 'Apply fertilizer (Nutrition)'}, {'AGR611379': 'Water/Irrigate plants'}, {'AGR611380': 'Control and prevent plant pest and diseases'}, {'AGR611381': 'Provide plant support'}, {'AGR611382': 'Perform lawn grass maintenance'}, {'AGR611383': 'Perform re-planting activities'}, {'AGR611384': 'Collect, dispose and utilize organic waste'}]","[{'AGR321201': 'Apply safety measures in farm and nursery operations'}, {'AGR321202': 'Use farm and nursery tools and equipment'}, {'AGR321203': 'Perform estimation and calculations'}]","[{'500311105': 'Participate in Workplace Communication'}, {'500311106': 'Work in Team Environment'}, {'500311107': 'Practice Career Professionalism'}, {'500311108': 'Practice Occupational Health and Safety Procedures'}]",[],"['AGR611371', 'AGR611372', 'AGR611373', 'AGR611374', 'AGR611375', 'AGR611376', 'AGR611377', 'AGR611378', 'AGR611379', 'AGR611380', 'AGR611381', 'AGR611382', 'AGR611383', 'AGR611384', 'AGR321201', 'AGR321202', 'AGR321203', '500311105', '500311106', '500311107', '500311108']"
